,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
7501,SAN MATEO,REGION IV-A (CALABARZON),RIZAL,39083.0,7647.0,1089.0,3222.0,586.0,496.0,1190.0,91.0,54.0,1049.0,1740.0,132.0,,2015
7514,TANAY,REGION IV-A (CALABARZON),RIZAL,14842.0,2852.0,1954.0,1446.0,90.0,375.0,2667.0,782.0,72.0,530.0,134.0,92.0,,2015
7527,TAYTAY,REGION IV-A (CALABARZON),RIZAL,57424.0,10793.0,813.0,867.0,220.0,225.0,467.0,58.0,3.0,2020.0,836.0,109.0,,2015
7540,TERESA,REGION IV-A (CALABARZON),RIZAL,10029.0,1474.0,888.0,601.0,30.0,22.0,107.0,10.0,16.0,166.0,114.0,,,2015
7553,BOAC (Capital),REGION IV-B (MIMAROPA),MARINDUQUE,3972.0,3068.0,444.0,3301.0,363.0,246.0,786.0,180.0,25.0,1.0,289.0,4.0,,2015
7566,BUENAVISTA,REGION IV-B (MIMAROPA),MARINDUQUE,1426.0,1854.0,551.0,1198.0,16.0,81.0,121.0,4.0,49.0,,12.0,,,2015
7579,GASAN,REGION IV-B (MIMAROPA),MARINDUQUE,1607.0,1795.0,1187.0,2385.0,635.0,67.0,107.0,125.0,15.0,6.0,129.0,12.0,,2015
7592,MOGPOG,REGION IV-B (MIMAROPA),MARINDUQUE,2151.0,1890.0,228.0,1948.0,101.0,676.0,854.0,172.0,9.0,4.0,208.0,,,2015
7605,SANTA CRUZ,REGION IV-B (MIMAROPA),MARINDUQUE,5764.0,2418.0,568.0,2311.0,165.0,756.0,331.0,269.0,611.0,49.0,92.0,6.0,,2015
7618,TORRIJOS,REGION IV-B (MIMAROPA),MARINDUQUE,2390.0,3125.0,113.0,713.0,30.0,252.0,150.0,24.0,28.0,2.0,39.0,,,2015
7631,ABRA DE ILOG,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1282.0,461.0,917.0,2612.0,848.0,299.0,538.0,197.0,174.0,,,1.0,,2015
7644,CALINTAAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,210.0,321.0,1016.0,1440.0,3000.0,8.0,230.0,113.0,81.0,1.0,23.0,8.0,,2015
7657,LOOC,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,729.0,792.0,112.0,242.0,207.0,297.0,21.0,1.0,19.0,,,1.0,,2015
7670,LUBANG,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,3426.0,414.0,96.0,92.0,24.0,408.0,,5.0,275.0,1.0,35.0,1.0,,2015
7683,MAGSAYSAY,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1504.0,552.0,794.0,2417.0,821.0,147.0,1022.0,359.0,54.0,1.0,148.0,,,2015
7696,MAMBURAO (Capital),REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1875.0,705.0,3233.0,3418.0,179.0,57.0,216.0,114.0,101.0,29.0,98.0,,,2015
7709,PALUAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,16.0,345.0,694.0,459.0,1094.0,3.0,544.0,331.0,114.0,1.0,,2.0,,2015
7722,RIZAL,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,330.0,803.0,1603.0,1603.0,3958.0,35.0,53.0,13.0,39.0,5.0,19.0,7.0,,2015
7735,SABLAYAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,3597.0,1284.0,5977.0,4008.0,2378.0,58.0,282.0,568.0,261.0,35.0,99.0,11.0,,2015
7748,SAN JOSE,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,8163.0,4185.0,5991.0,6269.0,2500.0,3243.0,939.0,564.0,73.0,94.0,1152.0,35.0,,2015
7761,SANTA CRUZ,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,132.0,598.0,2558.0,2334.0,2641.0,4.0,356.0,230.0,178.0,,22.0,2.0,,2015
7774,BACO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1720.0,1326.0,2121.0,2211.0,45.0,113.0,713.0,23.0,8.0,33.0,11.0,2.0,,2015
7787,BANSUD,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,432.0,623.0,3558.0,3220.0,169.0,54.0,734.0,433.0,19.0,1.0,6.0,1.0,,2015
7800,BONGABONG,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1666.0,3112.0,2462.0,5324.0,1386.0,428.0,1193.0,573.0,140.0,457.0,11.0,1.0,,2015
7813,BULALACAO (SAN PEDRO),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1463.0,3193.0,316.0,1246.0,536.0,264.0,757.0,672.0,51.0,7.0,36.0,1.0,,2015
7826,CITY OF CALAPAN (Capital),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,13008.0,2697.0,4067.0,6199.0,1220.0,740.0,21.0,38.0,40.0,2039.0,625.0,40.0,,2015
7839,GLORIA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,775.0,1203.0,3608.0,4306.0,66.0,47.0,85.0,149.0,17.0,84.0,9.0,17.0,,2015
7852,MANSALAY,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,827.0,1640.0,1440.0,3399.0,819.0,734.0,731.0,526.0,187.0,788.0,25.0,170.0,,2015
7865,NAUJAN,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,3949.0,2956.0,6012.0,7786.0,1347.0,52.0,555.0,385.0,73.0,186.0,36.0,11.0,,2015
7878,PINAMALAYAN,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,3704.0,1579.0,2723.0,4561.0,418.0,111.0,846.0,80.0,82.0,5258.0,179.0,10.0,,2015
7891,POLA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,3071.0,1152.0,932.0,1963.0,165.0,150.0,544.0,171.0,19.0,14.0,9.0,2.0,,2015
7904,PUERTO GALERA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,4021.0,1976.0,449.0,667.0,9.0,176.0,291.0,24.0,260.0,237.0,170.0,42.0,,2015
7917,ROXAS,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,644.0,1213.0,2186.0,4578.0,2459.0,440.0,54.0,97.0,18.0,6.0,21.0,3.0,,2015
7930,SAN TEODORO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1237.0,256.0,462.0,395.0,20.0,138.0,1267.0,255.0,11.0,,11.0,6.0,,2015
7943,SOCORRO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1870.0,738.0,1927.0,2876.0,363.0,245.0,293.0,457.0,7.0,14.0,191.0,127.0,,2015
7956,VICTORIA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1472.0,1255.0,3624.0,2826.0,519.0,20.0,680.0,193.0,16.0,11.0,10.0,582.0,,2015
7969,ABORLAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2447.0,1564.0,1007.0,2060.0,413.0,524.0,150.0,13.0,101.0,4.0,11.0,,,2015
7982,AGUTAYA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),110.0,414.0,11.0,505.0,31.0,1969.0,,,,5.0,,,,2015
7995,ARACELI,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),179.0,273.0,53.0,25.0,7.0,2135.0,1.0,15.0,74.0,327.0,205.0,,,2015
8008,BALABAC,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),81.0,125.0,99.0,1502.0,66.0,5065.0,744.0,24.0,420.0,288.0,31.0,,,2015
8021,BATARAZA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3593.0,4839.0,1556.0,3448.0,126.0,3050.0,244.0,530.0,377.0,3.0,217.0,,,2015
8034,BROOKE'S POINT,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2085.0,1675.0,3169.0,5737.0,132.0,552.0,937.0,327.0,801.0,4.0,55.0,,,2015
8047,BUSUANGA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1697.0,1424.0,150.0,229.0,41.0,1053.0,152.0,196.0,104.0,1.0,4.0,,,2015
8060,CAGAYANCILLO,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1.0,,,11.0,2.0,171.0,,,999.0,,,,,2015
8073,CORON,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3843.0,2207.0,520.0,1163.0,42.0,2672.0,351.0,22.0,377.0,,315.0,,,2015
8086,CUYO,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),99.0,697.0,79.0,49.0,14.0,3709.0,,5.0,2.0,447.0,2.0,,,2015
8099,DUMARAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),466.0,1140.0,265.0,336.0,432.0,3131.0,5.0,3.0,21.0,12.0,1.0,,,2015
8112,EL NIDO (BACUIT),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),450.0,1944.0,488.0,1009.0,239.0,4183.0,206.0,175.0,260.0,235.0,301.0,,,2015
8125,LINAPACAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),25.0,1208.0,9.0,47.0,21.0,1771.0,206.0,23.0,50.0,3.0,7.0,,,2015
8138,MAGSAYSAY,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),93.0,130.0,50.0,20.0,4.0,2261.0,,,3.0,172.0,,,,2015
8151,NARRA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2678.0,1895.0,4989.0,5345.0,1065.0,636.0,116.0,70.0,64.0,,64.0,,,2015
8164,QUEZON,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1985.0,1957.0,1355.0,4110.0,155.0,3164.0,235.0,442.0,341.0,80.0,113.0,4.0,,2015
8177,ROXAS,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3821.0,2839.0,743.0,1933.0,154.0,4300.0,321.0,24.0,431.0,512.0,299.0,,,2015
8190,SAN VICENTE,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3362.0,1324.0,146.0,378.0,96.0,601.0,151.0,450.0,147.0,18.0,38.0,,,2015
8203,TAYTAY,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2840.0,3618.0,1036.0,1057.0,138.0,6415.0,713.0,210.0,80.0,13.0,16.0,1.0,,2015
8216,KALAYAAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),29.0,,,,,,,,,,2.0,,,2015
8229,CULION,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1281.0,1071.0,24.0,462.0,17.0,1050.0,336.0,192.0,153.0,50.0,16.0,,,2015
8242,RIZAL (MARCOS),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),414.0,584.0,1556.0,3026.0,222.0,3182.0,1837.0,1445.0,529.0,1.0,30.0,,,2015
8255,SOFRONIO ESPAÑOLA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),960.0,927.0,824.0,2383.0,235.0,1637.0,304.0,66.0,331.0,9.0,7.0,4.0,,2015
8268,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),40659.0,9336.0,2184.0,4732.0,714.0,2014.0,1210.0,83.0,553.0,53.0,696.0,13.0,,2015
8281,ALCANTARA,REGION IV-B (MIMAROPA),ROMBLON,762.0,635.0,1174.0,864.0,3.0,42.0,129.0,28.0,9.0,,27.0,,,2015
8294,BANTON,REGION IV-B (MIMAROPA),ROMBLON,59.0,74.0,17.0,392.0,4.0,14.0,190.0,60.0,609.0,,1.0,,,2015
8307,CAJIDIOCAN,REGION IV-B (MIMAROPA),ROMBLON,1504.0,649.0,542.0,949.0,22.0,38.0,467.0,554.0,242.0,10.0,6.0,,,2015
8320,CALATRAVA,REGION IV-B (MIMAROPA),ROMBLON,1773.0,213.0,37.0,92.0,61.0,7.0,58.0,2.0,81.0,1.0,9.0,,,2015
8333,CONCEPCION,REGION IV-B (MIMAROPA),ROMBLON,695.0,5.0,27.0,20.0,25.0,65.0,80.0,20.0,111.0,,,,,2015
8346,CORCUERA,REGION IV-B (MIMAROPA),ROMBLON,203.0,460.0,128.0,617.0,91.0,346.0,109.0,,499.0,15.0,3.0,,,2015
8359,LOOC,REGION IV-B (MIMAROPA),ROMBLON,2018.0,661.0,692.0,1653.0,11.0,95.0,144.0,70.0,4.0,,30.0,2.0,,2015
8372,MAGDIWANG,REGION IV-B (MIMAROPA),ROMBLON,593.0,703.0,296.0,796.0,3.0,78.0,483.0,32.0,66.0,,12.0,17.0,,2015
8385,ODIONGAN,REGION IV-B (MIMAROPA),ROMBLON,3613.0,674.0,2236.0,3819.0,258.0,168.0,329.0,187.0,58.0,2.0,115.0,1.0,,2015
8398,ROMBLON (CAPITAL),REGION IV-B (MIMAROPA),ROMBLON,4359.0,1928.0,159.0,532.0,306.0,274.0,327.0,218.0,729.0,51.0,113.0,1.0,,2015
8411,SAN AGUSTIN,REGION IV-B (MIMAROPA),ROMBLON,2992.0,618.0,255.0,557.0,17.0,112.0,263.0,114.0,311.0,9.0,25.0,,,2015
8424,SAN ANDRES,REGION IV-B (MIMAROPA),ROMBLON,601.0,830.0,457.0,1151.0,24.0,158.0,198.0,94.0,4.0,1.0,32.0,,,2015
8437,SAN FERNANDO,REGION IV-B (MIMAROPA),ROMBLON,2842.0,671.0,251.0,547.0,192.0,23.0,179.0,136.0,211.0,,2.0,1.0,,2015
8450,SAN JOSE,REGION IV-B (MIMAROPA),ROMBLON,631.0,515.0,80.0,284.0,,47.0,681.0,121.0,15.0,,18.0,,,2015
8463,SANTA FE,REGION IV-B (MIMAROPA),ROMBLON,265.0,426.0,730.0,1702.0,116.0,318.0,74.0,13.0,12.0,22.0,32.0,1.0,,2015
8476,FERROL,REGION IV-B (MIMAROPA),ROMBLON,129.0,127.0,243.0,1024.0,3.0,11.0,56.0,50.0,,,12.0,1.0,,2015
8489,SANTA MARIA (IMELDA),REGION IV-B (MIMAROPA),ROMBLON,1250.0,233.0,45.0,169.0,4.0,14.0,125.0,11.0,21.0,,8.0,,,2015
8502,ALTAVAS,REGION VI (Western Visayas),AKLAN,220.0,230.0,805.0,2649.0,24.0,1828.0,119.0,64.0,,,52.0,,,2015
8515,BALETE,REGION VI (Western Visayas),AKLAN,1495.0,1017.0,475.0,219.0,56.0,3020.0,170.0,471.0,,,76.0,,,2015
8528,BANGA,REGION VI (Western Visayas),AKLAN,2507.0,592.0,2634.0,1821.0,134.0,1002.0,388.0,130.0,,,42.0,,,2015
8541,BATAN,REGION VI (Western Visayas),AKLAN,645.0,727.0,906.0,4581.0,23.0,726.0,205.0,29.0,,,125.0,,,2015
8554,BURUANGA,REGION VI (Western Visayas),AKLAN,1001.0,1507.0,222.0,458.0,125.0,197.0,624.0,98.0,,,7.0,,,2015
8567,IBAJAY,REGION VI (Western Visayas),AKLAN,463.0,813.0,2604.0,4283.0,566.0,124.0,1133.0,862.0,,,171.0,,,2015
8580,KALIBO (Capital),REGION VI (Western Visayas),AKLAN,12769.0,2400.0,1575.0,709.0,197.0,97.0,30.0,,,,153.0,,,2015
8593,LEZO,REGION VI (Western Visayas),AKLAN,697.0,201.0,1153.0,1399.0,16.0,66.0,21.0,,,,37.0,,,2015
8606,LIBACAO,REGION VI (Western Visayas),AKLAN,876.0,312.0,420.0,547.0,536.0,1479.0,1416.0,984.0,,,5.0,,,2015
8619,MADALAG,REGION VI (Western Visayas),AKLAN,147.0,745.0,363.0,372.0,90.0,676.0,1157.0,493.0,,,217.0,,,2015
8632,MAKATO,REGION VI (Western Visayas),AKLAN,764.0,705.0,1195.0,2848.0,315.0,130.0,488.0,35.0,,,101.0,,,2015
8645,MALAY,REGION VI (Western Visayas),AKLAN,6305.0,3814.0,477.0,914.0,66.0,158.0,458.0,61.0,,,411.0,,,2015
8658,MALINAO,REGION VI (Western Visayas),AKLAN,1016.0,711.0,988.0,1358.0,144.0,631.0,426.0,130.0,,,15.0,,,2015
8671,NABAS,REGION VI (Western Visayas),AKLAN,436.0,906.0,2533.0,1935.0,227.0,615.0,801.0,359.0,,,106.0,,,2015
8684,NEW WASHINGTON,REGION VI (Western Visayas),AKLAN,5197.0,3217.0,768.0,886.0,97.0,542.0,17.0,4.0,,,125.0,,,2015
8697,NUMANCIA,REGION VI (Western Visayas),AKLAN,2637.0,389.0,2267.0,1382.0,425.0,149.0,2.0,,,,182.0,,,2015
8710,TANGALAN,REGION VI (Western Visayas),AKLAN,69.0,461.0,916.0,2388.0,370.0,35.0,482.0,206.0,,,64.0,,,2015
8723,ANINI-Y,REGION VI (Western Visayas),ANTIQUE,209.0,901.0,1166.0,2133.0,8.0,22.0,136.0,27.0,2.0,,36.0,1.0,,2015
8736,BARBAZA,REGION VI (Western Visayas),ANTIQUE,1140.0,1602.0,801.0,1176.0,27.0,24.0,518.0,199.0,,,10.0,7.0,,2015
8749,BELISON,REGION VI (Western Visayas),ANTIQUE,322.0,25.0,62.0,179.0,2304.0,7.0,110.0,12.0,,,62.0,,,2015
8762,BUGASONG,REGION VI (Western Visayas),ANTIQUE,1799.0,1174.0,703.0,1840.0,86.0,95.0,798.0,820.0,56.0,4.0,6.0,5.0,,2015
8775,CALUYA,REGION VI (Western Visayas),ANTIQUE,1054.0,2028.0,289.0,2177.0,145.0,705.0,459.0,80.0,12.0,401.0,643.0,,,2015
8788,CULASI,REGION VI (Western Visayas),ANTIQUE,2427.0,2502.0,1421.0,2107.0,82.0,518.0,197.0,219.0,183.0,4.0,26.0,3.0,,2015
8801,TOBIAS FORNIER (DAO),REGION VI (Western Visayas),ANTIQUE,1488.0,1458.0,1297.0,1162.0,166.0,177.0,838.0,216.0,47.0,12.0,7.0,,,2015
8814,HAMTIC,REGION VI (Western Visayas),ANTIQUE,582.0,657.0,2367.0,4093.0,42.0,115.0,1448.0,989.0,40.0,2.0,196.0,4.0,,2015
8827,LAUA-AN,REGION VI (Western Visayas),ANTIQUE,135.0,1209.0,1022.0,2221.0,103.0,108.0,730.0,464.0,66.0,2.0,18.0,2.0,,2015
8840,LIBERTAD,REGION VI (Western Visayas),ANTIQUE,186.0,687.0,806.0,1196.0,362.0,2.0,92.0,289.0,2.0,,13.0,4.0,,2015
8853,PANDAN,REGION VI (Western Visayas),ANTIQUE,3514.0,1077.0,956.0,1468.0,26.0,139.0,468.0,157.0,1.0,1.0,18.0,,,2015
8866,PATNONGON,REGION VI (Western Visayas),ANTIQUE,853.0,173.0,342.0,527.0,2528.0,64.0,3682.0,311.0,40.0,,31.0,42.0,,2015
8879,SAN JOSE (Capital),REGION VI (Western Visayas),ANTIQUE,7097.0,1353.0,1730.0,3111.0,65.0,33.0,56.0,4.0,,12.0,100.0,,,2015
8892,SAN REMIGIO,REGION VI (Western Visayas),ANTIQUE,329.0,835.0,611.0,788.0,24.0,101.0,2750.0,1147.0,,1.0,4.0,,,2015
8905,SEBASTE,REGION VI (Western Visayas),ANTIQUE,1418.0,309.0,786.0,780.0,13.0,2.0,645.0,61.0,1.0,3.0,11.0,,,2015
8918,SIBALOM,REGION VI (Western Visayas),ANTIQUE,3610.0,3191.0,2464.0,2021.0,143.0,431.0,1165.0,78.0,44.0,26.0,38.0,2.0,,2015
8931,TIBIAO,REGION VI (Western Visayas),ANTIQUE,1026.0,1896.0,1224.0,1250.0,233.0,4.0,260.0,359.0,3.0,3.0,90.0,,,2015
8944,VALDERRAMA,REGION VI (Western Visayas),ANTIQUE,709.0,1284.0,452.0,735.0,14.0,20.0,302.0,665.0,3.0,2.0,8.0,,,2015
8957,CUARTERO,REGION VI (Western Visayas),CAPIZ,79.0,247.0,2700.0,1811.0,100.0,1282.0,10.0,12.0,38.0,33.0,134.0,,,2015
8970,DAO,REGION VI (Western Visayas),CAPIZ,345.0,134.0,2608.0,1964.0,258.0,2157.0,12.0,2.0,140.0,2.0,128.0,,,2015
8983,DUMALAG,REGION VI (Western Visayas),CAPIZ,734.0,603.0,1161.0,1159.0,131.0,1628.0,516.0,538.0,173.0,363.0,74.0,1.0,,2015
8996,DUMARAO,REGION VI (Western Visayas),CAPIZ,1074.0,314.0,2513.0,2615.0,482.0,2383.0,1181.0,305.0,27.0,71.0,102.0,,,2015
9009,IVISAN,REGION VI (Western Visayas),CAPIZ,1383.0,560.0,384.0,1764.0,823.0,727.0,479.0,97.0,148.0,353.0,20.0,,,2015
9022,JAMINDAN,REGION VI (Western Visayas),CAPIZ,314.0,396.0,885.0,1042.0,526.0,4509.0,250.0,414.0,75.0,130.0,35.0,,,2015
9035,MA-AYON,REGION VI (Western Visayas),CAPIZ,120.0,421.0,1595.0,3821.0,564.0,1457.0,532.0,695.0,58.0,1.0,15.0,1.0,,2015
9048,MAMBUSAO,REGION VI (Western Visayas),CAPIZ,567.0,726.0,1840.0,3130.0,726.0,2153.0,146.0,13.0,109.0,86.0,203.0,3.0,,2015
9061,PANAY,REGION VI (Western Visayas),CAPIZ,4921.0,1348.0,587.0,432.0,56.0,650.0,32.0,1.0,1166.0,1869.0,25.0,1.0,,2015
9074,PANITAN,REGION VI (Western Visayas),CAPIZ,1344.0,426.0,3274.0,3913.0,118.0,572.0,21.0,2.0,19.0,9.0,21.0,,,2015
9087,PILAR,REGION VI (Western Visayas),CAPIZ,549.0,370.0,1552.0,3143.0,425.0,3304.0,562.0,91.0,276.0,456.0,26.0,3.0,,2015
9100,PONTEVEDRA,REGION VI (Western Visayas),CAPIZ,1346.0,924.0,1227.0,4384.0,84.0,1673.0,19.0,16.0,1119.0,345.0,158.0,3.0,,2015
9113,PRESIDENT ROXAS,REGION VI (Western Visayas),CAPIZ,549.0,197.0,326.0,831.0,281.0,3157.0,251.0,2.0,599.0,745.0,48.0,,,2015
9126,ROXAS CITY (Capital),REGION VI (Western Visayas),CAPIZ,23728.0,5339.0,1905.0,3035.0,497.0,769.0,373.0,65.0,83.0,1587.0,303.0,17.0,,2015
9139,SAPI-AN,REGION VI (Western Visayas),CAPIZ,48.0,547.0,805.0,2858.0,169.0,1556.0,65.0,15.0,111.0,1.0,22.0,,,2015
9152,SIGMA,REGION VI (Western Visayas),CAPIZ,1325.0,384.0,1137.0,1721.0,227.0,2304.0,17.0,20.0,203.0,31.0,48.0,1.0,,2015
9165,TAPAZ,REGION VI (Western Visayas),CAPIZ,468.0,728.0,1704.0,2598.0,612.0,3828.0,524.0,860.0,589.0,1.0,267.0,,,2015
9178,AJUY,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),401.0,1660.0,1095.0,4990.0,472.0,1013.0,1794.0,126.0,17.0,538.0,115.0,,,2015
9191,ALIMODIAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1067.0,283.0,1280.0,1733.0,94.0,1054.0,2214.0,139.0,107.0,2.0,94.0,,,2015
9204,ANILAO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),962.0,795.0,1100.0,2109.0,187.0,750.0,424.0,28.0,14.0,93.0,99.0,,,2015
9217,BADIANGAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1487.0,757.0,1123.0,1213.0,559.0,733.0,,,4.0,3.0,7.0,11.0,,2015
9230,BALASAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),162.0,744.0,1642.0,3319.0,15.0,1582.0,8.0,1.0,1.0,5.0,610.0,1.0,,2015
9243,BANATE,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),986.0,427.0,973.0,2049.0,219.0,1000.0,180.0,3.0,5.0,1903.0,191.0,57.0,,2015
9256,BAROTAC NUEVO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1713.0,404.0,2065.0,1900.0,2843.0,2088.0,325.0,3.0,6.0,4.0,636.0,4.0,,2015
9269,BAROTAC VIEJO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),353.0,1594.0,1954.0,3600.0,161.0,590.0,1825.0,85.0,69.0,398.0,462.0,,,2015
9282,BATAD,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),227.0,810.0,493.0,2494.0,23.0,960.0,90.0,3.0,1.0,4.0,48.0,1.0,,2015
9295,BINGAWAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),9.0,176.0,281.0,326.0,22.0,2203.0,101.0,5.0,151.0,121.0,72.0,,,2015
9308,CABATUAN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),2328.0,1212.0,2030.0,5757.0,206.0,700.0,261.0,5.0,48.0,18.0,150.0,,,2015
9321,CALINOG,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1405.0,879.0,2174.0,2444.0,305.0,3286.0,950.0,828.0,158.0,672.0,47.0,7.0,,2015
9334,CARLES,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),359.0,1115.0,563.0,2805.0,143.0,6535.0,2576.0,386.0,194.0,437.0,165.0,,,2015
9347,CONCEPCION,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),594.0,2249.0,1056.0,4205.0,361.0,614.0,733.0,65.0,26.0,129.0,23.0,14.0,,2015
9360,DINGLE,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),3053.0,259.0,1597.0,2328.0,1866.0,472.0,693.0,43.0,12.0,16.0,75.0,,,2015
9373,DUEÑAS,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1039.0,277.0,978.0,2089.0,767.0,2141.0,350.0,15.0,11.0,,155.0,,,2015
9386,DUMANGAS,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),2350.0,1319.0,3187.0,5721.0,500.0,930.0,14.0,3.0,76.0,166.0,1499.0,28.0,,2015
9399,ESTANCIA,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),790.0,1036.0,1563.0,4573.0,259.0,1987.0,26.0,12.0,4.0,529.0,372.0,12.0,,2015
9412,GUIMBAL,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1110.0,184.0,1760.0,2045.0,87.0,2017.0,114.0,16.0,3.0,1.0,103.0,30.0,,2015
9425,IGBARAS,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),326.0,182.0,1111.0,1553.0,181.0,203.0,2756.0,597.0,1.0,6.0,106.0,,,2015
9438,JANIUAY,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),2382.0,1434.0,2927.0,4175.0,432.0,1218.0,835.0,192.0,121.0,12.0,137.0,,,2015
9451,LAMBUNAO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),1680.0,1508.0,2946.0,6016.0,579.0,2257.0,379.0,10.0,355.0,140.0,47.0,17.0,,2015
9464,LEGANES,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),620.0,364.0,1414.0,1852.0,34.0,652.0,4.0,9.0,7.0,838.0,1228.0,11.0,,2015
9477,LEMERY,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),476.0,741.0,2007.0,3583.0,101.0,483.0,284.0,159.0,2.0,1.0,2.0,,,2015
9490,LEON,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),969.0,1123.0,1776.0,3225.0,201.0,1348.0,1489.0,448.0,4.0,5.0,167.0,,,2015
9503,MAASIN,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),639.0,458.0,1729.0,3261.0,213.0,197.0,649.0,51.0,121.0,11.0,55.0,,,2015
9516,MIAGAO,REGION VI (Western Visayas),ILOILO (excluding Iloilo City),2095.0,2306.0,3753.0,4392.0,102.0,453.0,656.0,99.0,18.0,79.0,171.0,,,2015
