,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
6903,CALAUAG,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1598.0,1963.0,464.0,2916.0,344.0,4105.0,439.0,36.0,32.0,389.0,4046.0,549.0,,2015
6916,CANDELARIA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),6326.0,2208.0,9418.0,5504.0,307.0,319.0,577.0,43.0,31.0,200.0,3112.0,10.0,,2015
6929,CATANAUAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1658.0,1589.0,1518.0,2031.0,239.0,2835.0,1358.0,141.0,38.0,98.0,3826.0,3.0,,2015
6942,DOLORES,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2473.0,545.0,573.0,422.0,57.0,20.0,1522.0,64.0,9.0,2.0,785.0,38.0,,2015
6955,GENERAL LUNA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),255.0,818.0,106.0,352.0,92.0,1966.0,449.0,90.0,3.0,250.0,1297.0,2.0,,2015
6968,GENERAL NAKAR,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),591.0,1909.0,554.0,816.0,12.0,102.0,1320.0,887.0,94.0,2.0,143.0,21.0,,2015
6981,GUINAYANGAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1706.0,1761.0,867.0,1336.0,144.0,1516.0,564.0,64.0,27.0,3.0,2312.0,4.0,,2015
6994,GUMACA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),443.0,1267.0,685.0,3878.0,322.0,1714.0,715.0,320.0,344.0,796.0,7953.0,8.0,,2015
7007,INFANTA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),5974.0,2666.0,1473.0,2056.0,444.0,588.0,415.0,30.0,18.0,914.0,1820.0,51.0,,2015
7020,JOMALIG,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),,4.0,41.0,430.0,526.0,461.0,3.0,3.0,3.0,3.0,58.0,,,2015
7033,LOPEZ,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),856.0,1777.0,832.0,1416.0,455.0,5140.0,2014.0,415.0,342.0,1260.0,6290.0,66.0,,2015
7046,LUCBAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),8284.0,543.0,287.0,279.0,26.0,108.0,465.0,17.0,30.0,201.0,1727.0,2.0,,2015
7059,MACALELON,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),112.0,1208.0,108.0,815.0,162.0,1499.0,57.0,76.0,302.0,102.0,1488.0,2.0,,2015
7072,MAUBAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1183.0,3466.0,812.0,4254.0,503.0,808.0,1115.0,306.0,59.0,174.0,2694.0,7.0,,2015
7085,MULANAY,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),507.0,1533.0,724.0,2331.0,605.0,2224.0,421.0,200.0,98.0,12.0,3061.0,2.0,,2015
7098,PADRE BURGOS,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),164.0,899.0,299.0,1730.0,20.0,225.0,83.0,,25.0,1543.0,189.0,5.0,,2015
7111,PAGBILAO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),6929.0,4881.0,70.0,452.0,6.0,589.0,239.0,188.0,28.0,2451.0,1428.0,23.0,,2015
7124,PANUKULAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),433.0,319.0,95.0,155.0,119.0,1306.0,400.0,5.0,25.0,2.0,32.0,,,2015
7137,PATNANUNGAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),26.0,57.0,87.0,72.0,125.0,1827.0,545.0,3.0,2.0,5.0,536.0,2.0,,2015
7150,PEREZ,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),64.0,346.0,88.0,1506.0,168.0,425.0,7.0,2.0,10.0,1.0,156.0,3.0,,2015
7163,PITOGO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),50.0,1267.0,74.0,981.0,54.0,622.0,107.0,10.0,75.0,4.0,1976.0,2.0,,2015
7176,PLARIDEL,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),17.0,52.0,154.0,819.0,17.0,33.0,6.0,3.0,29.0,2.0,1248.0,,,2015
7189,POLILLO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),839.0,1439.0,317.0,702.0,11.0,1423.0,11.0,1918.0,65.0,61.0,173.0,6.0,,2015
7202,QUEZON,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),38.0,420.0,158.0,1452.0,29.0,70.0,28.0,1.0,66.0,,1419.0,,,2015
7215,REAL,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2737.0,1367.0,123.0,723.0,67.0,160.0,707.0,69.0,171.0,3.0,1885.0,3.0,,2015
7228,SAMPALOC,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1789.0,264.0,19.0,26.0,9.0,5.0,40.0,1.0,6.0,5.0,868.0,3.0,,2015
7241,SAN ANDRES,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),524.0,2150.0,624.0,1893.0,101.0,1605.0,197.0,606.0,167.0,6.0,871.0,1.0,,2015
7254,SAN ANTONIO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2267.0,466.0,1885.0,1467.0,238.0,313.0,183.0,1.0,34.0,2.0,526.0,1.0,,2015
7267,SAN FRANCISCO (AURORA),REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1656.0,5354.0,744.0,1623.0,532.0,1691.0,1247.0,467.0,142.0,11.0,434.0,2.0,,2015
7280,SAN NARCISO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1438.0,1314.0,200.0,2154.0,629.0,1462.0,1348.0,204.0,6.0,1.0,1944.0,,,2015
7293,SARIAYA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),10324.0,2448.0,9003.0,6176.0,1937.0,39.0,718.0,17.0,66.0,781.0,3066.0,17.0,,2015
7306,TAGKAWAYAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2118.0,1948.0,667.0,1905.0,57.0,2426.0,535.0,248.0,11.0,215.0,1512.0,3.0,,2015
7319,CITY OF TAYABAS,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),11034.0,5636.0,520.0,1008.0,153.0,734.0,1466.0,288.0,60.0,217.0,2611.0,110.0,,2015
7332,TIAONG,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),5891.0,1278.0,7369.0,5012.0,102.0,115.0,314.0,99.0,10.0,63.0,2087.0,26.0,,2015
7345,UNISAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),71.0,484.0,97.0,982.0,157.0,1562.0,895.0,32.0,81.0,307.0,1622.0,,,2015
7358,LUCENA CITY (Capital),REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),24166.0,16153.0,747.0,2343.0,665.0,94.0,319.0,15.0,16.0,6467.0,8799.0,52.0,,2015
7371,ANGONO,REGION IV-A (CALABARZON),RIZAL,10811.0,2228.0,77.0,116.0,8.0,40.0,204.0,12.0,1.0,158.0,11578.0,92.0,,2015
7384,CITY OF ANTIPOLO,REGION IV-A (CALABARZON),RIZAL,102022.0,26843.0,2707.0,3533.0,611.0,1513.0,3596.0,292.0,136.0,4588.0,24100.0,555.0,,2015
7397,BARAS,REGION IV-A (CALABARZON),RIZAL,2369.0,893.0,343.0,3521.0,207.0,94.0,301.0,153.0,153.0,1284.0,7381.0,7.0,,2015
7410,BINANGONAN,REGION IV-A (CALABARZON),RIZAL,42429.0,7417.0,1536.0,4709.0,136.0,59.0,146.0,4.0,35.0,375.0,12891.0,49.0,,2015
7423,CAINTA,REGION IV-A (CALABARZON),RIZAL,37538.0,6425.0,367.0,426.0,14.0,17.0,228.0,2.0,2.0,2691.0,22873.0,880.0,,2015
7436,CARDONA,REGION IV-A (CALABARZON),RIZAL,5961.0,1404.0,234.0,2430.0,2.0,47.0,45.0,1.0,1.0,1.0,1982.0,6.0,,2015
7449,JALA-JALA,REGION IV-A (CALABARZON),RIZAL,1372.0,783.0,723.0,1466.0,32.0,37.0,166.0,16.0,88.0,163.0,2067.0,6.0,,2015
7462,RODRIGUEZ (MONTALBAN),REGION IV-A (CALABARZON),RIZAL,30310.0,3124.0,846.0,3471.0,491.0,2787.0,3109.0,192.0,17.0,2118.0,35731.0,152.0,,2015
7475,MORONG,REGION IV-A (CALABARZON),RIZAL,9425.0,1354.0,69.0,805.0,33.0,89.0,114.0,3.0,1.0,18.0,1266.0,3.0,,2015
7488,PILILLA,REGION IV-A (CALABARZON),RIZAL,5882.0,1496.0,271.0,1737.0,442.0,177.0,252.0,448.0,67.0,881.0,3029.0,52.0,,2015
7501,SAN MATEO,REGION IV-A (CALABARZON),RIZAL,24086.0,6703.0,444.0,1903.0,460.0,409.0,849.0,44.0,41.0,945.0,20348.0,147.0,,2015
7514,TANAY,REGION IV-A (CALABARZON),RIZAL,12628.0,2805.0,411.0,1309.0,78.0,349.0,2577.0,762.0,27.0,741.0,4061.0,88.0,,2015
7527,TAYTAY,REGION IV-A (CALABARZON),RIZAL,38773.0,9969.0,608.0,467.0,216.0,103.0,583.0,18.0,9.0,2077.0,20810.0,202.0,,2015
7540,TERESA,REGION IV-A (CALABARZON),RIZAL,6438.0,1298.0,281.0,462.0,29.0,19.0,106.0,10.0,3.0,812.0,3996.0,3.0,,2015
7553,BOAC (Capital),REGION IV-B (MIMAROPA),MARINDUQUE,1733.0,2164.0,167.0,2573.0,182.0,248.0,773.0,245.0,24.0,9.0,4556.0,5.0,,2015
7566,BUENAVISTA,REGION IV-B (MIMAROPA),MARINDUQUE,938.0,1739.0,389.0,1117.0,15.0,65.0,125.0,4.0,47.0,8.0,864.0,1.0,,2015
7579,GASAN,REGION IV-B (MIMAROPA),MARINDUQUE,800.0,1431.0,696.0,1876.0,508.0,65.0,122.0,126.0,13.0,99.0,2328.0,6.0,,2015
7592,MOGPOG,REGION IV-B (MIMAROPA),MARINDUQUE,723.0,1329.0,134.0,1347.0,68.0,624.0,773.0,188.0,7.0,23.0,3025.0,,,2015
7605,SANTA CRUZ,REGION IV-B (MIMAROPA),MARINDUQUE,2623.0,1953.0,450.0,1861.0,124.0,699.0,355.0,270.0,552.0,30.0,4420.0,3.0,,2015
7618,TORRIJOS,REGION IV-B (MIMAROPA),MARINDUQUE,1459.0,2551.0,63.0,688.0,28.0,266.0,305.0,24.0,20.0,,1462.0,,,2015
7631,ABRA DE ILOG,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1076.0,459.0,846.0,2749.0,773.0,301.0,613.0,188.0,250.0,1.0,67.0,6.0,,2015
7644,CALINTAAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,135.0,322.0,787.0,1197.0,2127.0,10.0,244.0,116.0,72.0,5.0,1435.0,1.0,,2015
7657,LOOC,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,703.0,803.0,106.0,240.0,203.0,320.0,21.0,1.0,19.0,,5.0,,,2015
7670,LUBANG,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1366.0,447.0,59.0,78.0,17.0,199.0,2.0,4.0,455.0,2.0,2146.0,2.0,,2015
7683,MAGSAYSAY,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,518.0,409.0,499.0,2173.0,714.0,61.0,962.0,335.0,44.0,59.0,2044.0,1.0,,2015
7696,MAMBURAO (Capital),REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,881.0,669.0,2314.0,3273.0,102.0,22.0,303.0,128.0,105.0,138.0,2090.0,,,2015
7709,PALUAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,22.0,744.0,541.0,561.0,745.0,3.0,561.0,325.0,94.0,3.0,1.0,3.0,,2015
7722,RIZAL,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,178.0,772.0,1370.0,1766.0,3342.0,58.0,91.0,15.0,40.0,8.0,823.0,5.0,,2015
7735,SABLAYAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,1322.0,1068.0,4892.0,3709.0,2075.0,49.0,292.0,569.0,260.0,39.0,4276.0,7.0,,2015
7748,SAN JOSE,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,2465.0,2588.0,2295.0,3958.0,1566.0,1850.0,1031.0,575.0,59.0,1025.0,15783.0,13.0,,2015
7761,SANTA CRUZ,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,111.0,707.0,2209.0,2557.0,2019.0,6.0,385.0,238.0,135.0,1.0,672.0,15.0,,2015
7774,BACO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1671.0,1314.0,1963.0,2316.0,57.0,120.0,717.0,22.0,8.0,69.0,67.0,2.0,,2015
7787,BANSUD,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,412.0,632.0,3211.0,3278.0,188.0,68.0,858.0,549.0,18.0,2.0,32.0,2.0,,2015
7800,BONGABONG,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1505.0,3130.0,2251.0,5294.0,1338.0,383.0,1110.0,678.0,8.0,992.0,64.0,,,2015
7813,BULALACAO (SAN PEDRO),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1297.0,3059.0,281.0,1200.0,286.0,258.0,1010.0,672.0,48.0,57.0,372.0,2.0,,2015
7826,CITY OF CALAPAN (Capital),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,8060.0,3027.0,3179.0,6133.0,1272.0,517.0,72.0,22.0,40.0,4550.0,3776.0,86.0,,2015
7839,GLORIA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,632.0,1503.0,2885.0,4752.0,51.0,49.0,89.0,143.0,16.0,147.0,78.0,21.0,,2015
7852,MANSALAY,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,555.0,1521.0,826.0,2785.0,634.0,726.0,758.0,516.0,185.0,2298.0,136.0,346.0,,2015
7865,NAUJAN,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,2892.0,3558.0,4768.0,8921.0,1264.0,40.0,556.0,382.0,69.0,199.0,687.0,12.0,,2015
7878,PINAMALAYAN,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,2160.0,1374.0,1575.0,4319.0,263.0,71.0,909.0,75.0,74.0,7774.0,944.0,13.0,,2015
7891,POLA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,3015.0,1148.0,864.0,2061.0,126.0,147.0,571.0,164.0,20.0,40.0,33.0,3.0,,2015
7904,PUERTO GALERA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,3140.0,1507.0,154.0,351.0,5.0,171.0,291.0,20.0,190.0,1086.0,1405.0,2.0,,2015
7917,ROXAS,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,553.0,1479.0,1809.0,4782.0,2157.0,405.0,43.0,102.0,17.0,87.0,278.0,7.0,,2015
7930,SAN TEODORO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1143.0,300.0,412.0,406.0,18.0,127.0,1227.0,252.0,3.0,,168.0,2.0,,2015
7943,SOCORRO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1694.0,793.0,1660.0,2928.0,363.0,219.0,292.0,449.0,2.0,20.0,560.0,128.0,,2015
7956,VICTORIA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,1444.0,1217.0,3519.0,2896.0,520.0,19.0,685.0,185.0,13.0,13.0,98.0,599.0,,2015
7969,ABORLAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2130.0,1621.0,932.0,2286.0,403.0,458.0,164.0,15.0,88.0,14.0,183.0,,,2015
7982,AGUTAYA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),85.0,412.0,12.0,650.0,30.0,1835.0,,,,6.0,15.0,,,2015
7995,ARACELI,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),179.0,423.0,56.0,27.0,8.0,1952.0,1.0,13.0,77.0,271.0,287.0,,,2015
8008,BALABAC,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),55.0,100.0,84.0,1618.0,63.0,4889.0,699.0,23.0,440.0,329.0,145.0,,,2015
8021,BATARAZA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3085.0,4897.0,1325.0,4005.0,193.0,2657.0,297.0,531.0,369.0,8.0,616.0,,,2015
8034,BROOKE'S POINT,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1929.0,1702.0,2946.0,5802.0,120.0,515.0,942.0,319.0,797.0,12.0,390.0,,,2015
8047,BUSUANGA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1729.0,1421.0,132.0,252.0,31.0,796.0,241.0,307.0,103.0,,39.0,,,2015
8060,CAGAYANCILLO,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1.0,1.0,1.0,11.0,1.0,144.0,,1.0,1023.0,,1.0,,,2015
8073,CORON,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3084.0,1805.0,500.0,1110.0,24.0,1987.0,358.0,31.0,363.0,2.0,2248.0,,,2015
8086,CUYO,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),100.0,923.0,76.0,52.0,10.0,3373.0,,,1.0,498.0,70.0,,,2015
8099,DUMARAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),478.0,1210.0,252.0,333.0,481.0,2965.0,6.0,1.0,53.0,23.0,10.0,,,2015
8112,EL NIDO (BACUIT),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),380.0,1989.0,413.0,1050.0,217.0,3695.0,194.0,192.0,231.0,156.0,973.0,,,2015
8125,LINAPACAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),24.0,1428.0,7.0,49.0,18.0,1468.0,236.0,25.0,44.0,31.0,40.0,,,2015
8138,MAGSAYSAY,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),40.0,134.0,49.0,19.0,8.0,2292.0,,,,188.0,3.0,,,2015
8151,NARRA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2164.0,1869.0,4644.0,5515.0,1014.0,554.0,152.0,83.0,59.0,11.0,857.0,,,2015
8164,QUEZON,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1130.0,1657.0,1001.0,3868.0,131.0,2736.0,249.0,440.0,340.0,453.0,1932.0,4.0,,2015
8177,ROXAS,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2489.0,2559.0,638.0,1788.0,129.0,4230.0,312.0,19.0,355.0,527.0,2331.0,,,2015
8190,SAN VICENTE,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),3269.0,1353.0,145.0,373.0,88.0,577.0,166.0,444.0,150.0,27.0,119.0,,,2015
8203,TAYTAY,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),2699.0,4408.0,979.0,1051.0,110.0,5390.0,781.0,216.0,81.0,108.0,311.0,3.0,,2015
8216,KALAYAAN,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),1.0,,,,,,,,,,30.0,,,2015
8229,CULION,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),872.0,1071.0,23.0,469.0,53.0,959.0,516.0,194.0,153.0,55.0,287.0,,,2015
8242,RIZAL (MARCOS),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),308.0,696.0,1334.0,3221.0,190.0,2795.0,1874.0,1457.0,513.0,20.0,418.0,,,2015
8255,SOFRONIO ESPAÑOLA,REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),798.0,877.0,764.0,2349.0,240.0,1577.0,362.0,77.0,317.0,32.0,290.0,4.0,,2015
8268,PUERTO PRINCESA CITY (Capital),REGION IV-B (MIMAROPA),PALAWAN (excluding Puerto Princesa City),23266.0,7678.0,1717.0,4265.0,590.0,1748.0,1841.0,87.0,663.0,343.0,20011.0,38.0,,2015
8281,ALCANTARA,REGION IV-B (MIMAROPA),ROMBLON,676.0,533.0,926.0,800.0,4.0,35.0,142.0,31.0,9.0,,517.0,,,2015
8294,BANTON,REGION IV-B (MIMAROPA),ROMBLON,58.0,79.0,18.0,372.0,1.0,4.0,250.0,82.0,551.0,1.0,4.0,,,2015
8307,CAJIDIOCAN,REGION IV-B (MIMAROPA),ROMBLON,1272.0,607.0,493.0,1014.0,13.0,40.0,699.0,607.0,188.0,10.0,39.0,1.0,,2015
8320,CALATRAVA,REGION IV-B (MIMAROPA),ROMBLON,1069.0,201.0,41.0,100.0,56.0,4.0,72.0,3.0,80.0,1.0,707.0,,,2015
8333,CONCEPCION,REGION IV-B (MIMAROPA),ROMBLON,506.0,9.0,31.0,17.0,22.0,45.0,285.0,15.0,116.0,,2.0,,,2015
8346,CORCUERA,REGION IV-B (MIMAROPA),ROMBLON,155.0,737.0,103.0,536.0,85.0,293.0,141.0,,332.0,63.0,26.0,,,2015
8359,LOOC,REGION IV-B (MIMAROPA),ROMBLON,1082.0,581.0,502.0,1477.0,14.0,96.0,139.0,70.0,1.0,,1417.0,1.0,,2015
8372,MAGDIWANG,REGION IV-B (MIMAROPA),ROMBLON,483.0,694.0,249.0,881.0,4.0,82.0,490.0,40.0,74.0,5.0,59.0,18.0,,2015
8385,ODIONGAN,REGION IV-B (MIMAROPA),ROMBLON,1844.0,625.0,1429.0,3324.0,245.0,153.0,332.0,179.0,59.0,8.0,3261.0,1.0,,2015
8398,ROMBLON (CAPITAL),REGION IV-B (MIMAROPA),ROMBLON,3098.0,1964.0,139.0,498.0,303.0,217.0,401.0,213.0,686.0,79.0,1399.0,,,2015
8411,SAN AGUSTIN,REGION IV-B (MIMAROPA),ROMBLON,2173.0,561.0,260.0,569.0,30.0,124.0,292.0,170.0,308.0,55.0,731.0,,,2015
8424,SAN ANDRES,REGION IV-B (MIMAROPA),ROMBLON,438.0,757.0,279.0,1023.0,22.0,164.0,216.0,97.0,5.0,1.0,548.0,,,2015
8437,SAN FERNANDO,REGION IV-B (MIMAROPA),ROMBLON,2535.0,661.0,237.0,706.0,196.0,45.0,199.0,139.0,205.0,,131.0,1.0,,2015
8450,SAN JOSE,REGION IV-B (MIMAROPA),ROMBLON,532.0,525.0,34.0,261.0,,47.0,682.0,115.0,12.0,,184.0,,,2015
8463,SANTA FE,REGION IV-B (MIMAROPA),ROMBLON,239.0,302.0,627.0,1693.0,100.0,316.0,78.0,13.0,11.0,21.0,310.0,1.0,,2015
8476,FERROL,REGION IV-B (MIMAROPA),ROMBLON,48.0,120.0,187.0,1032.0,2.0,11.0,53.0,49.0,,,153.0,1.0,,2015
8489,SANTA MARIA (IMELDA),REGION IV-B (MIMAROPA),ROMBLON,934.0,205.0,52.0,249.0,2.0,13.0,224.0,11.0,18.0,,172.0,,,2015
8502,ALTAVAS,REGION VI (Western Visayas),AKLAN,61.0,135.0,584.0,2507.0,20.0,1693.0,127.0,65.0,,,799.0,,,2015
8515,BALETE,REGION VI (Western Visayas),AKLAN,1414.0,1115.0,463.0,213.0,54.0,2860.0,180.0,480.0,,,220.0,,,2015
8528,BANGA,REGION VI (Western Visayas),AKLAN,2182.0,721.0,2307.0,1777.0,135.0,941.0,436.0,119.0,,,632.0,,,2015
8541,BATAN,REGION VI (Western Visayas),AKLAN,524.0,723.0,365.0,3899.0,22.0,561.0,232.0,28.0,,,1613.0,,,2015
8554,BURUANGA,REGION VI (Western Visayas),AKLAN,729.0,1649.0,89.0,322.0,358.0,271.0,645.0,98.0,,,78.0,,,2015
8567,IBAJAY,REGION VI (Western Visayas),AKLAN,387.0,736.0,1707.0,3967.0,525.0,122.0,1127.0,803.0,,,1645.0,,,2015
8580,KALIBO (Capital),REGION VI (Western Visayas),AKLAN,7984.0,2628.0,869.0,325.0,163.0,47.0,117.0,,,,5797.0,,,2015
8593,LEZO,REGION VI (Western Visayas),AKLAN,355.0,188.0,864.0,1405.0,12.0,27.0,60.0,,,,679.0,,,2015
8606,LIBACAO,REGION VI (Western Visayas),AKLAN,876.0,316.0,422.0,545.0,526.0,1466.0,1421.0,984.0,,,19.0,,,2015
8619,MADALAG,REGION VI (Western Visayas),AKLAN,109.0,716.0,309.0,329.0,78.0,648.0,1147.0,503.0,,,421.0,,,2015
8632,MAKATO,REGION VI (Western Visayas),AKLAN,351.0,647.0,783.0,2709.0,253.0,80.0,517.0,35.0,,,1206.0,,,2015
8645,MALAY,REGION VI (Western Visayas),AKLAN,5229.0,3220.0,349.0,960.0,61.0,207.0,627.0,59.0,,,1952.0,,,2015
8658,MALINAO,REGION VI (Western Visayas),AKLAN,660.0,741.0,889.0,1369.0,137.0,558.0,425.0,134.0,,,506.0,,,2015
8671,NABAS,REGION VI (Western Visayas),AKLAN,315.0,916.0,1786.0,1831.0,110.0,540.0,811.0,447.0,,,1162.0,,,2015
8684,NEW WASHINGTON,REGION VI (Western Visayas),AKLAN,4084.0,3375.0,510.0,722.0,67.0,343.0,56.0,,,,1696.0,,,2015
8697,NUMANCIA,REGION VI (Western Visayas),AKLAN,807.0,303.0,1113.0,1044.0,226.0,68.0,19.0,,,,3853.0,,,2015
8710,TANGALAN,REGION VI (Western Visayas),AKLAN,45.0,517.0,612.0,2235.0,309.0,37.0,457.0,202.0,,,577.0,,,2015
8723,ANINI-Y,REGION VI (Western Visayas),ANTIQUE,168.0,808.0,873.0,1986.0,7.0,22.0,140.0,27.0,3.0,1.0,606.0,,,2015
8736,BARBAZA,REGION VI (Western Visayas),ANTIQUE,976.0,1584.0,723.0,1186.0,28.0,23.0,508.0,222.0,,,202.0,52.0,,2015
8749,BELISON,REGION VI (Western Visayas),ANTIQUE,151.0,27.0,46.0,179.0,1949.0,7.0,103.0,13.0,,,608.0,,,2015
8762,BUGASONG,REGION VI (Western Visayas),ANTIQUE,1400.0,1184.0,573.0,1831.0,85.0,56.0,946.0,836.0,44.0,130.0,298.0,3.0,,2015
8775,CALUYA,REGION VI (Western Visayas),ANTIQUE,135.0,1611.0,117.0,1592.0,63.0,566.0,964.0,108.0,6.0,445.0,2385.0,1.0,,2015
8788,CULASI,REGION VI (Western Visayas),ANTIQUE,2269.0,2438.0,1205.0,2144.0,73.0,492.0,235.0,244.0,185.0,34.0,364.0,6.0,,2015
8801,TOBIAS FORNIER (DAO),REGION VI (Western Visayas),ANTIQUE,1148.0,1379.0,1074.0,1109.0,123.0,178.0,867.0,214.0,4.0,259.0,512.0,1.0,,2015
8814,HAMTIC,REGION VI (Western Visayas),ANTIQUE,292.0,480.0,1471.0,3397.0,31.0,37.0,1417.0,976.0,39.0,120.0,2271.0,4.0,,2015
8827,LAUA-AN,REGION VI (Western Visayas),ANTIQUE,107.0,1076.0,863.0,2235.0,101.0,114.0,793.0,487.0,67.0,4.0,232.0,1.0,,2015
8840,LIBERTAD,REGION VI (Western Visayas),ANTIQUE,131.0,649.0,588.0,1093.0,302.0,1.0,132.0,356.0,1.0,29.0,355.0,2.0,,2015
8853,PANDAN,REGION VI (Western Visayas),ANTIQUE,2362.0,982.0,812.0,1408.0,25.0,148.0,514.0,160.0,,113.0,1301.0,,,2015
8866,PATNONGON,REGION VI (Western Visayas),ANTIQUE,685.0,178.0,314.0,510.0,2373.0,64.0,3689.0,318.0,37.0,,386.0,39.0,,2015
8879,SAN JOSE (Capital),REGION VI (Western Visayas),ANTIQUE,5590.0,1301.0,1314.0,2743.0,40.0,29.0,183.0,9.0,,611.0,1738.0,3.0,,2015
