city_municipality,year,accommodation_capacity,active_establishments_in_the_locality,annual_disaster_drill,availability_of_basic_utilities,budget_for_drrmp,capacity_of_health_services,capacity_of_school_services,capacity_to_generate_local_resource,compliance_to_arta_citizens_charter,compliance_to_national_directives,cost_of_doing_business,cost_of_living,disaster_risk_reduction_plan,distance_to_ports,early_warning_system,education,emergency_infrastructure,employed_population,employment_generation,financial_deepening,financial_technology_capacity,getting_business_permits,health,information_technology_capacity,lgu_investment,land_use_plan,local_economy_growth,local_economy_size,local_risk_assessments,peace_and_order,presence_of_business_and_professional_organizations,presence_of_investment_promotion_unit,productivity,recognition_of_performance,road_network,safety_compliant_business,sanitary_system,social_protection,transportation_vehicles,utilities,province,population
Agoo,2017,0.0056,1.2412,2.5000,2.5000,0.0011,0.5945,0.2444,0.6309,2.3260,2.3397,1.9944,1.6554,2.5000,2.3351,2.5000,0.1816,0.9921,0.3794,0.2568,0.8460,0.3576,2.1784,0.4366,0.5351,0.9635,2.5000,0.0041,0.0795,2.5000,0.4638,0.1978,1.8750,0.0252,0.2444,0.0027,0.2746,1.5007,0.5807,0.2289,0.9995,La Union,"63,692"
Agoo,2018,0.0000,0.8184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1508,1.8981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3018,0.2172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.1059,0.0000,0.0000,0.1662,0.0000,0.0053,0.0000,0.0000,0.3243,0.0000,0.0000,0.0000,0.0000,La Union,"63,692"
Agoo,2019,0.0083,0.4813,2.2500,2.0755,0.2051,0.5536,0.4215,0.2078,2.4522,2.2500,2.1193,1.5873,2.4537,2.4156,2.5000,0.1250,0.8321,0.1554,0.3986,0.5266,0.4004,1.6633,0.4284,0.3729,0.4039,2.4744,0.0019,0.0208,2.5000,0.0275,0.1170,2.5000,0.0057,0.4455,0.0081,0.3369,2.0468,0.5803,0.0379,1.9241,La Union,"63,692"
Agoo,2020,0.0291,0.6211,2.5000,2.2115,0.1549,0.5167,0.2349,0.2783,2.4793,2.5000,2.2727,1.5517,2.5000,2.4772,2.5000,0.0947,0.8658,0.4659,0.3767,0.7865,0.3456,2.4965,0.5837,0.2579,0.2062,2.5000,0.3302,0.0340,2.5000,0.0180,0.2263,2.5000,0.3282,0.1739,0.0002,0.4668,2.0092,0.2880,0.2732,1.9376,La Union,"63,692"
Agoo,2021,0.0515,0.6483,1.2708,2.3782,0.0221,0.8089,0.1680,0.0382,1.8465,2.4405,2.3457,1.6250,2.4737,2.2368,1.6612,0.2699,0.4039,1.0204,0.2409,0.5874,0.3936,2.4993,0.6873,0.3636,0.0335,2.4773,0.0027,0.1212,2.5000,0.0685,0.2258,2.5000,0.2665,0.5092,0.0118,0.3851,1.8759,0.4457,0.0627,1.4368,La Union,"63,692"
Agoo,2022,0.1337,0.5912,1.0,0.0035,0.0,0.0092,0.003,0.0167,2.0,1.9286,1.851,1.9139,1.9995,1.7681,1.2792,0.2411,0.5344,0.743,0.18,0.5553,0.1638,2.0,0.5333,0.0705,0.0012,1.9697,0.0,0.0542,2.0,0.0001,0.0765,1.3334,0.1396,0.4047,0.0013,0.0,1.5008,0.0,0.0572,1.5635,La Union,"63,692"
Aguilar,2017,0.0000,0.0000,2.5000,2.5000,0.0000,0.0814,0.1807,0.5459,2.4024,2.3355,1.8747,1.5517,2.5000,2.3742,2.5000,0.2649,0.8576,0.2007,0.1904,0.1058,0.1563,2.2399,0.0755,0.5159,0.1433,2.5000,0.0019,0.0013,2.5000,0.1672,0.0010,2.5000,0.0006,0.1807,0.0011,0.1297,1.2528,1.8887,0.0627,1.0174,Pangasinan,"45,100"
Aguilar,2018,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0816,1.8056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0844,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0085,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.1809,0.0000,0.0000,0.0000,0.0000,Pangasinan,"45,100"
Aguilar,2019,0.0000,0.1640,2.4107,1.8234,0.1827,0.1229,0.5144,0.0737,2.3739,2.4975,2.2005,1.2500,2.4537,2.3782,2.5000,0.1064,0.4678,0.0232,0.1618,0.2112,0.1087,1.6064,0.2495,0.4264,0.0991,2.4487,0.0088,0.0446,2.5000,0.2535,0.0650,0.0000,0.1449,0.2676,0.1101,0.1876,2.0009,1.9182,0.0040,1.8784,Pangasinan,"45,100"
Aguilar,2020,0.0000,0.2162,2.5000,0.9851,0.0591,0.0938,0.1046,0.3257,2.4967,2.3571,2.3258,1.0938,2.5000,2.3687,2.5000,0.0812,0.4811,0.0782,0.1051,0.4036,0.5938,1.6579,0.1115,0.5694,0.0715,2.4487,1.0261,0.0191,2.5000,0.3571,0.0109,2.5000,0.0743,0.0638,0.0010,0.2436,1.9448,0.8116,0.0059,1.8795,Pangasinan,"45,100"
Aguilar,2021,0.0000,0.3083,1.2582,1.2351,0.0027,0.0613,0.0833,0.0705,2.0104,2.2857,1.9561,1.3750,2.4853,2.1602,1.2600,0.1141,0.2972,0.0262,0.1057,0.3325,0.2480,1.5530,0.0821,0.2717,0.1350,2.4286,0.0007,0.0071,2.5000,0.1601,0.0152,2.5000,0.0922,0.1941,0.0947,0.2096,1.8751,0.2890,0.0369,1.2739,Pangasinan,"45,100"
Aguilar,2022,0.0,0.2521,1.0005,0.3404,0.0,0.0298,0.0077,0.0464,2.0,1.9615,1.9181,1.9992,1.9998,1.9527,1.0119,0.4118,0.384,0.0225,0.3082,0.1888,0.1364,2.0,0.0768,0.5217,0.0001,1.9865,0.0068,0.0093,2.0,0.0001,0.0317,1.9987,0.0984,0.2787,0.0007,0.1634,1.5,0.0,0.0059,1.5002,Pangasinan,"45,100"
Aguinaldo,2017,0.0000,0.0000,2.5000,2.5000,0.0018,0.0771,0.1603,0.7017,0.0000,0.0000,1.3916,1.1149,2.5000,0.8631,2.5000,0.0278,0.8607,0.0760,0.0166,0.0253,0.0000,1.1740,0.1638,0.1190,0.5301,0.0000,0.0000,0.0000,0.0000,0.6062,0.0000,0.0000,0.0000,0.1603,0.0000,0.0203,0.5000,0.0530,0.0018,0.2797,Ifugao,"19,408"
Aguinaldo,2018,0.0000,0.1302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1841,1.2037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0433,0.0000,0.0000,0.0000,0.0000,Ifugao,"19,408"
Aguinaldo,2019,0.0000,0.0583,2.2500,2.0115,0.1665,0.0758,0.0555,0.0043,2.1389,2.3500,1.9515,1.6270,2.4537,2.2334,2.5000,0.0358,0.4866,0.0270,0.0309,0.0101,0.0000,1.6559,0.0411,0.1953,0.2633,1.0000,0.0022,0.0003,2.5000,0.0060,0.0021,2.5000,0.0000,0.0379,0.0622,0.0652,1.8921,0.0561,0.0198,1.8596,Ifugao,"19,408"
Aguinaldo,2020,0.0000,0.1113,2.5000,2.0131,0.1024,0.0432,0.0199,0.0049,2.4081,2.3864,2.2338,0.1293,2.4537,1.8860,2.5000,0.0417,0.5235,0.0948,0.0301,0.0103,0.0000,1.6527,0.0967,0.0992,0.1446,1.0000,0.3326,0.0007,2.5000,0.0060,0.0135,2.5000,0.0139,0.0741,0.0000,0.0570,1.9493,0.0643,0.0226,1.8655,Ifugao,"19,408"
Aguinaldo,2021,0.0000,0.1335,1.2583,2.2254,0.0192,0.3599,0.0061,0.0009,2.0181,2.4405,2.2790,1.1875,2.4211,2.1363,1.2573,0.0117,0.2481,0.0200,0.0382,0.0083,0.0000,1.5140,0.1270,0.3182,0.0189,1.0000,0.0032,0.0009,2.5000,0.0413,0.0141,2.5000,0.0178,0.0551,0.1229,0.0560,1.8750,0.0792,0.0027,1.2745,Ifugao,"19,408"
Aguinaldo,2022,0.0,0.119,1.002,0.0883,0.0,0.0217,0.0026,0.0003,2.0,1.9286,1.9067,1.8173,1.9995,1.1896,1.0062,0.0362,0.3686,0.0628,0.029,0.0255,0.0172,1.5,0.1185,0.0176,0.002,0.0,0.0,0.0005,2.0,0.0002,0.0653,1.8975,0.0116,0.115,0.0002,0.0,1.0,0.0009,0.0016,1.2584,Ifugao,"19,408"
Agutaya,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Palawan,"12,545"
Agutaya,2018,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3511,1.9907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2735,0.0000,0.0000,0.0000,0.0000,Palawan,"12,545"
Agutaya,2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1284,0.0000,0.0000,0.0000,0.2533,2.5000,0.0000,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Palawan,"12,545"
Agutaya,2020,0.0000,0.0000,0.0000,0.4167,0.0000,0.0764,0.0716,0.0000,2.3876,0.0000,0.2696,0.4098,2.0833,0.0000,2.5000,0.0156,0.4195,0.0000,0.0000,0.0000,0.0000,1.6131,0.0031,0.3125,0.0000,0.0000,0.0000,0.0000,2.5000,0.2412,0.0000,2.5000,0.0000,0.0000,0.0010,0.0000,2.0004,0.0000,0.0008,1.8956,Palawan,"12,545"
Agutaya,2021,0.0000,0.9456,1.3816,0.0000,0.0000,0.0811,0.0185,0.0024,2.2086,2.4405,2.1782,1.6250,2.4762,1.6519,1.2500,0.0207,0.2221,0.0201,0.1122,0.1017,0.0000,2.2743,0.0636,0.3571,0.0000,2.3077,0.0899,0.0020,0.0000,0.2292,0.0136,0.0000,0.0278,0.0446,0.0201,0.5000,1.8777,0.2927,0.0149,1.0030,Palawan,"12,545"
Agutaya,2022,0.0,0.2881,1.1596,0.0,0.0,0.0001,0.0,0.0035,1.0,1.9545,1.2939,1.9474,1.9998,1.9851,1.0379,0.0154,0.3506,0.0081,0.0418,0.116,0.0476,1.0,0.0465,0.25,0.0,1.9861,0.0,0.005,2.0,0.0,0.0026,0.0,0.0184,0.3056,0.0,0.5271,1.5001,0.0,0.0187,0.9956,Palawan,"12,545"
Ajuy,2017,0.0000,0.0000,2.5000,1.6667,0.0022,0.0671,0.0000,0.1182,2.2250,0.0000,2.0749,1.3176,2.5000,2.2482,2.5000,0.0574,0.8658,0.0000,0.0207,0.2778,0.0000,2.0929,0.3411,0.4394,0.4667,2.5000,0.0054,0.0049,2.5000,0.3670,0.3719,2.5000,0.0183,0.0000,0.0000,0.0048,1.0750,0.1420,0.0019,0.9869,Iloilo,"53,462"
Ajuy,2018,0.0000,0.0495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0362,1.9907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0082,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0034,0.0000,0.0000,0.2888,0.0000,0.0052,0.0000,0.0000,0.0403,0.0000,0.0000,0.0000,0.0000,Iloilo,"53,462"
Ajuy,2019,0.0102,0.0259,2.2500,2.0022,0.1331,0.0257,0.2228,0.0385,2.2891,2.4000,1.9589,1.1905,2.3611,2.2723,2.5000,0.0772,0.4716,0.0416,0.0290,0.0925,0.0000,2.4371,0.0453,0.2961,0.1936,2.3846,0.0016,0.0013,2.5000,0.0239,0.1227,2.5000,0.0002,0.0126,0.0222,0.0335,2.0173,0.2254,0.0174,1.8738,Iloilo,"53,462"
Ajuy,2020,0.0069,0.0493,2.5000,2.0208,0.0881,0.0253,0.0909,0.0237,2.3970,2.4242,1.9758,1.6379,2.5000,2.3916,2.5000,0.0808,0.4651,0.0401,0.0210,0.0963,0.0000,2.4079,0.0487,0.3208,0.1021,2.3846,0.3302,0.0017,2.5000,0.0251,0.1481,2.5000,0.0104,0.0126,0.0017,0.0309,1.0042,0.2993,0.0151,1.8738,Iloilo,"53,462"
Ajuy,2021,0.0108,0.0502,1.2542,1.4594,0.0215,0.0448,0.0457,0.0041,2.1316,2.2619,2.2676,1.7188,2.4474,2.3029,1.2518,0.0359,0.2451,0.0436,0.0170,0.0657,0.0240,2.4264,0.0308,0.2273,0.0153,2.2500,0.0032,0.0032,2.5000,0.0484,0.2190,2.5000,0.0112,0.0000,0.0398,0.0357,1.8753,0.1750,0.0197,1.2645,Iloilo,"53,462"
Ajuy,2022,0.0209,0.0493,0.0,0.0025,0.0,0.0014,0.0228,0.0015,2.0,1.8214,1.7361,1.8885,1.998,1.7716,1.0012,0.0523,0.3622,0.0087,0.0246,0.0925,0.0086,2.0,0.0274,0.0176,0.0003,1.8182,0.0,0.0011,2.0,0.0001,0.0966,1.9744,0.0131,0.0,0.0,0.0,1.0002,0.0,0.0085,1.5051,Iloilo,"53,462"
Akbar,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,098"
Akbar,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,098"
Akbar,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,098"
Akbar,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,098"
Akbar,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,098"
Akbar,2022,0.0,0.0,1.0053,0.0882,0.0017,0.0,0.012,0.0,2.0,0.7273,1.6121,1.8158,1.9998,1.2999,0.0,0.0,0.3508,0.0423,0.0,0.0,0.0,0.0,0.0152,0.0,0.0017,0.0,0.0,0.0,1.0,0.0,0.0,1.9997,0.0,0.132,0.0,0.0,0.0,0.0,0.0082,1.4955,Basilan,"23,098"
Al-Barka,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,736"
Al-Barka,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,736"
Al-Barka,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,736"
Al-Barka,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,736"
Al-Barka,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basilan,"23,736"
Al-Barka,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2139,1.8158,1.4998,0.0,1.0,0.1172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Basilan,"23,736"
Alabat,2017,0.0039,0.1307,2.5000,2.5000,0.0019,0.0974,0.5409,1.0597,2.0230,1.8421,2.0148,1.6379,2.5000,2.4532,2.5000,0.1041,0.8964,0.0734,0.1036,0.1984,0.2500,2.2399,0.3977,0.3770,0.1706,2.5000,0.0027,0.0006,1.2500,0.3188,0.0030,2.5000,0.0013,0.5409,0.0010,0.1691,0.5000,0.3322,0.0388,1.0323,Quezon,"15,936"
Alabat,2018,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1092,0.6944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,0.0587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0051,0.0000,0.0000,0.0044,0.0000,0.0089,0.0000,0.0000,0.0934,0.0000,0.0000,0.0000,0.0000,Quezon,"15,936"
Alabat,2019,0.0083,0.1747,2.4107,2.2125,0.1006,0.0479,0.3043,0.0539,1.9305,0.0000,2.0985,1.5000,2.4537,2.4711,2.5000,0.0253,0.4880,0.0268,0.0495,0.0732,0.1563,1.5698,0.0528,0.2097,0.0548,2.2949,0.0024,0.0120,2.5000,0.1843,0.0227,2.5000,0.0563,0.3145,0.0306,0.2986,1.0417,0.4378,0.0041,1.8717,Quezon,"15,936"
Alabat,2020,0.0000,0.9602,2.5000,2.2688,0.2299,0.2898,0.2241,0.4561,2.3226,0.0000,1.9610,1.3934,2.5000,2.4636,2.5000,0.1575,0.6436,0.0890,0.2042,0.5883,0.3462,1.5764,0.3021,0.5833,0.2075,2.2838,0.0312,0.0320,2.5000,0.4386,0.2525,2.5000,0.1795,0.2025,0.0067,0.4381,1.0036,0.2374,0.0136,1.7254,Quezon,"15,936"
Alabat,2021,0.0000,0.4958,0.0175,2.3625,0.0417,0.1736,0.0778,0.0177,1.8752,1.1905,2.2943,1.0625,2.4762,2.4608,1.3731,0.2121,0.2744,0.0629,0.1157,0.4405,0.1136,2.4801,0.2061,0.1786,0.0329,2.4808,0.0102,0.0302,2.5000,0.2083,0.1768,2.5000,0.1110,0.1806,0.0345,0.5214,1.2545,1.2389,0.1068,1.3533,Quezon,"15,936"
Alabat,2022,0.0,0.3398,1.0266,0.4634,0.0017,0.0004,0.098,0.0624,2.0,1.9545,1.6711,1.9211,1.9998,1.7274,1.1288,0.1623,0.4843,0.0504,0.1438,0.2963,0.2381,1.5,0.4839,0.25,0.0007,1.9861,0.0,0.1126,2.0,0.0001,0.0053,1.9938,0.125,0.3056,0.0,0.3351,1.5003,0.1317,0.1288,1.5079,Quezon,"15,936"
Alabel,2017,0.0000,0.1679,2.5000,2.5000,0.0000,0.1199,0.3249,0.7248,2.2003,1.7308,2.2119,1.6892,2.5000,2.3774,2.5000,0.1796,0.9258,0.3588,0.1507,0.5682,0.1261,2.2429,0.1740,0.5714,0.5290,2.5000,0.0049,0.0239,2.5000,1.5829,0.0709,1.8750,0.0138,0.3249,0.0015,0.1228,1.5775,0.6169,0.0500,1.0105,Sarangani,"88,294"
Alabel,2018,0.0000,0.3296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2243,2.3148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1629,0.1049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0263,0.0000,0.0000,0.0453,0.0000,0.0021,0.0000,0.0000,0.2144,0.0000,0.0000,0.0000,0.0000,Sarangani,"88,294"
Alabel,2019,0.0000,0.1635,2.2500,2.2875,0.2662,0.3091,0.3915,0.0809,2.2670,2.4500,2.0320,1.3492,2.4537,2.4282,2.5000,0.2939,0.8233,0.2775,0.2933,0.2831,0.0671,2.4857,0.1246,0.4451,0.4135,2.4872,0.0034,0.0108,2.5000,0.3843,0.0113,2.5000,0.0015,0.1939,0.0869,0.1171,2.0050,0.6482,0.2618,1.8822,Sarangani,"88,294"
Alabel,2020,0.0000,0.2452,2.5000,2.3563,0.1831,0.1585,0.1450,0.2341,2.3800,2.5000,2.2723,0.3017,2.5000,2.4559,2.5000,0.3435,0.9660,0.5004,0.2049,0.3564,0.1593,2.4808,0.2756,0.5374,0.2503,2.4872,0.3297,0.0101,2.5000,0.3652,0.0214,2.5000,0.1503,0.1719,0.0081,0.1431,1.9976,0.5885,0.2532,1.8825,Sarangani,"88,294"
Alabel,2021,0.0000,0.3083,1.2542,2.3974,0.0536,0.3229,0.0521,0.0201,2.0918,2.3810,2.3150,1.1563,2.4737,2.4410,1.2701,0.3150,0.5431,0.6237,0.2727,0.4033,0.2945,2.1362,0.3362,0.7273,0.0441,2.4773,0.0027,0.0286,2.5000,0.4403,0.0211,2.5000,0.2052,0.0551,0.1181,0.1703,1.8759,0.4325,0.2595,1.2826,Sarangani,"88,294"
Alabel,2022,0.0,0.2719,1.036,0.1048,0.0,0.0036,0.0341,0.006,2.0,1.9643,1.901,1.726,1.9998,1.9115,1.0409,0.2035,0.6462,0.5341,0.2643,0.3748,0.1121,1.5,0.3911,0.2907,0.0005,1.9848,0.0,0.0148,2.0,0.0003,0.0067,1.9744,0.1542,0.7811,0.0011,0.0,1.5008,0.0013,0.1639,1.5133,Sarangani,"88,294"
Alamada,2017,0.0000,0.0030,2.5000,2.5000,0.0020,0.1729,0.2051,0.8660,2.3078,2.3077,2.2254,1.2162,2.5000,1.8595,2.5000,0.1068,0.8818,0.1160,0.0122,0.3283,0.0463,2.1784,0.2179,0.4725,0.5389,2.5000,0.0270,0.0233,2.5000,0.4095,0.0086,2.5000,0.0095,0.2051,0.0008,0.0450,1.5514,0.4387,0.0205,0.9970,Cotabato (North Cotabato),"64,596"
Alamada,2018,0.0000,0.0872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1974,1.8519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,0.0460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,0.0030,0.0000,0.0000,0.0050,0.0000,0.0015,0.0000,0.0000,0.0758,0.0000,0.0000,0.0000,0.0000,Cotabato (North Cotabato),"64,596"
Alamada,2019,0.0459,0.0430,2.2500,2.3429,0.2220,0.1218,0.1833,0.0211,2.3736,2.4000,2.1393,0.4365,2.4074,2.3299,2.5000,0.0876,0.6108,0.0108,0.1182,0.1297,0.0431,2.4649,0.1209,0.3127,0.3239,2.4231,0.0028,0.0024,2.5000,0.0479,0.0078,2.5000,0.0001,0.1614,0.0972,0.0682,1.9896,0.4589,0.0098,1.8701,Cotabato (North Cotabato),"64,596"
Alamada,2020,0.0535,0.0794,2.5000,2.3750,0.1264,0.0839,0.1305,0.1912,2.4586,2.5000,2.2544,1.5086,2.5000,2.0150,2.5000,0.0830,0.4910,0.0104,0.0277,0.1112,0.0391,2.4814,0.1549,0.4134,0.2403,2.5000,0.3298,0.0016,2.5000,0.0479,0.0152,2.5000,0.0187,0.0557,0.0027,0.0084,1.9920,0.4602,0.0114,1.2522,Cotabato (North Cotabato),"64,596"
Alamada,2021,0.0000,0.0947,1.2833,2.3573,0.0164,0.0781,0.0243,0.0174,2.2364,2.3810,2.2920,0.5938,2.4474,2.3160,1.2829,0.0821,0.2605,0.0136,0.0412,0.0941,0.0631,1.8275,0.1656,0.1818,0.0266,2.4545,0.0020,0.0031,2.5000,0.0637,0.0342,2.5000,0.0228,0.0000,0.1821,0.1047,1.8753,0.4649,0.0119,1.2657,Cotabato (North Cotabato),"64,596"
Alamada,2022,0.0,0.1288,1.024,0.0854,0.0,0.0017,0.0024,0.0032,2.0,1.8929,1.8944,1.7356,1.9993,1.715,1.0112,0.0439,0.4217,0.0124,0.04,0.1134,0.0345,1.5,0.1639,0.0617,0.0016,1.9545,0.0,0.0029,2.0,0.0001,0.0179,1.9231,0.0167,0.0095,0.0,0.0,1.5002,0.0,0.016,1.5083,Cotabato (North Cotabato),"64,596"
Alaminos (LA),2017,0.0000,0.3872,2.5000,2.5000,0.0020,0.1990,0.1832,1.2151,1.7700,0.0000,1.9857,1.9397,2.5000,2.3575,2.5000,0.3422,0.8735,0.3230,0.3510,0.4101,1.2813,2.2596,0.2341,0.9127,0.1008,2.5000,0.0073,0.0153,2.5000,0.2030,0.0020,2.5000,0.0087,0.1832,0.0007,0.2112,1.5775,1.2098,0.1534,0.9766,Laguna,"51,659"
Alaminos (LA),2018,0.0000,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7437,1.8981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2003,0.1216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.1643,0.0000,0.0000,0.0000,0.0000,0.0844,0.0000,0.0000,0.7274,0.0000,0.0000,0.0000,0.0000,Laguna,"51,659"
Alaminos (LA),2019,0.0000,0.2573,2.4107,2.4688,0.1873,0.0416,0.5457,0.6026,2.3954,0.0000,1.8652,1.7500,2.3611,0.8333,2.5000,0.2794,0.5217,0.0207,0.4385,0.2148,0.5842,2.3075,0.1243,0.7597,0.0958,2.2692,0.0019,0.4282,2.5000,0.4493,0.0083,2.5000,0.6748,0.0694,0.0326,0.3906,1.0379,2.0611,0.0488,1.8889,Laguna,"51,659"
Alaminos (LA),2020,0.0000,0.3588,2.5000,2.2188,0.0672,0.0901,0.1087,0.5247,2.4979,2.5000,2.2600,1.6146,2.5000,2.2530,2.5000,0.0945,0.5261,0.0565,0.3551,0.4097,1.0313,2.4021,0.0554,0.9398,0.0781,2.4872,1.0247,0.0851,2.5000,0.5740,0.0000,2.5000,0.2094,0.0443,0.0004,0.3884,1.0005,2.1863,0.0396,1.8816,Laguna,"51,659"
Alaminos (LA),2021,0.0000,0.4269,1.2664,2.4688,0.0025,0.0743,0.1060,0.0000,1.6538,2.4643,2.2798,1.3750,2.5000,2.3177,1.2550,0.1586,0.3874,0.0131,0.4488,0.5192,0.5853,2.1773,0.1892,0.7609,0.1435,2.4714,0.0279,0.2376,2.5000,0.1478,0.0000,2.5000,0.5263,0.0000,0.0223,0.3225,1.8751,0.0000,0.1112,1.2818,Laguna,"51,659"
Alaminos (LA),2022,0.0,0.3721,1.002,0.4603,0.0,0.0408,0.0197,0.4093,2.0,1.9231,1.8884,1.9995,1.9998,1.9502,1.0138,0.1761,0.4791,0.0034,0.5649,0.2483,0.3667,2.0,0.1128,0.7391,0.0002,1.973,0.0017,0.1925,2.0,0.0001,0.0,1.9991,0.4602,0.125,0.001,0.28,1.5,0.6357,0.0238,1.5021,Laguna,"51,659"
Alaminos (PS),2017,0.2848,0.2937,2.5000,2.5000,0.0639,0.1554,0.6560,0.7780,1.3789,2.2222,2.2062,1.5517,2.5000,1.8784,2.5000,0.7354,0.9371,1.2257,0.0760,0.6667,0.2405,2.0891,0.4994,0.3532,0.8315,2.5000,0.0499,0.0140,2.5000,0.3500,0.0034,2.5000,0.0126,0.6560,0.0339,0.1385,1.3053,0.4478,0.2547,1.0421,Pangasinan,"89,708"
Alaminos (PS),2018,0.3074,0.4180,2.5000,2.4813,0.2562,0.3506,0.3846,0.0000,1.5706,2.4306,1.7235,1.9898,2.5000,1.6908,2.5000,0.3734,0.8834,0.1031,0.0320,0.0000,0.2392,2.1764,0.7138,0.5086,0.4060,2.5000,0.1080,0.0233,2.5000,0.1062,0.0084,2.5000,0.1105,0.5357,1.1781,0.1876,1.6071,0.1914,0.2265,1.6795,Pangasinan,"89,708"
