PSGC,Region/ Province,Municipality/City,Poverty Incidence,Standard Error,Coefficient of Variation,90% confidence interval min,90% confidence interval max
153807,Maguindanao,Datu Odin Sinsuat (Dinaig),48.0,4.3,9.0,40.9,55.1
153808,Maguindanao,Shariff Aguak (Maganoy),62.9,7.6,12.1,50.4,75.3
153809,Maguindanao,Matanog,64.7,7.5,11.6,52.4,77.0
153810,Maguindanao,Pagalungan,61.2,7.3,12.0,49.1,73.2
153811,Maguindanao,Parang,49.1,5.8,11.8,39.5,58.6
153812,Maguindanao,Sultan Kudarat (Nuling),58.9,4.5,7.6,51.6,66.2
153813,Maguindanao,Sultan Sa Barongis (Lambayong),67.1,6.6,9.8,56.3,77.9
153814,Maguindanao,Kabuntalan (Tumbao),68.5,5.6,8.1,59.4,77.6
153815,Maguindanao,Upi,51.0,4.0,7.9,44.3,57.6
153816,Maguindanao,Talayan,70.8,6.6,9.4,59.9,81.7
153817,Maguindanao,South Upi,60.4,7.2,12.0,48.5,72.3
153818,Maguindanao,Barira,65.7,5.9,9.0,55.9,75.4
153819,Maguindanao,Gen. S. K. Pendatun,73.8,4.4,5.9,66.6,80.9
153820,Maguindanao,Mamasapano,72.6,6.5,8.9,62.0,83.3
153821,Maguindanao,Talitay,68.7,6.6,9.6,57.8,79.6
153822,Maguindanao,Pagagawan,67.5,5.7,8.4,58.2,76.9
153823,Maguindanao,Paglat,72.8,6.4,8.8,62.2,83.3
153824,Maguindanao,Sultan Mastura,59.8,5.7,9.6,50.3,69.2
153825,Maguindanao,Guindulungan,70.6,6.3,8.9,60.3,81.0
153826,Maguindanao,Datu Saudi-Ampatuan,62.3,7.1,11.5,50.6,74.1
153827,Maguindanao,Datu Unsay,67.6,7.4,11.0,55.4,79.8
153828,Maguindanao,Datu Abdullah Sangki,67.1,5.5,8.2,58.1,76.2
153829,Maguindanao,Rajah Buayan,73.3,5.1,6.9,64.9,81.6
153830,Maguindanao,Datu Blah T. Sinsuat,70.4,5.4,7.7,61.6,79.3
153831,Maguindanao,Datu Anggal Midtimbang,69.5,7.9,11.4,56.5,82.5
153832,Maguindanao,Mangudadatu,52.0,7.8,15.0,39.2,64.8
153833,Maguindanao,Pandag,70.2,7.1,10.2,58.4,81.9
153834,Maguindanao,Northern Kabuntalan,65.5,6.4,9.7,55.0,76.0
153835,Maguindanao,Datu Hoffer Ampatuan,70.3,5.0,7.1,62.1,78.5
153836,Maguindanao,Datu Salibo,59.3,7.2,12.1,47.5,71.1
153837,Maguindanao,Shariff Saydona Mustapha,66.3,4.9,7.4,58.2,74.4
156601,Sulu,Indanan,69.8,4.6,6.7,62.2,77.4
156602,Sulu,Jolo,58.9,5.9,10.1,49.2,68.7
156603,Sulu,Kalingalan Caluang,78.7,5.0,6.3,70.6,86.9
156604,Sulu,Luuk,78.3,5.0,6.4,70.1,86.6
156605,Sulu,Maimbung,71.2,4.5,6.3,63.8,78.6
156606,Sulu,Hadji Panglima Tahil (Marunggas),78.5,6.2,7.9,68.3,88.7
156607,Sulu,Old Panamao,84.7,3.0,3.5,79.9,89.6
156608,Sulu,Pangutaran,76.8,3.7,4.8,70.7,82.8
156609,Sulu,Parang,77.2,2.3,2.9,73.5,80.9
156610,Sulu,Pata,87.3,3.3,3.8,81.9,92.8
156611,Sulu,Patikul,59.1,4.4,7.4,51.9,66.3
156612,Sulu,Siasi,70.9,2.3,3.3,67.1,74.8
156613,Sulu,Talipao,82.6,2.0,2.4,79.4,85.9
156614,Sulu,Tapul,76.8,3.7,4.9,70.7,82.9
156615,Sulu,Tongkil,80.7,3.9,4.8,74.4,87.0
156616,Sulu,Panglima Estino (New Panamao),85.4,3.8,4.5,79.1,91.7
156617,Sulu,Lugus,75.5,4.0,5.3,68.9,82.1
156618,Sulu,Pandami,70.1,4.5,6.5,62.6,77.5
156619,Sulu,Omar,79.4,4.9,6.1,71.4,87.4
157001,Tawi-tawi,Panglima Sugala (Balimbing),27.5,4.3,15.6,20.5,34.6
157002,Tawi-tawi,Bongao,17.3,2.9,16.8,12.5,22.1
157003,Tawi-tawi,Mapun (Cagayan De Tawi-Tawi),18.8,4.2,22.1,12.0,25.7
157004,Tawi-tawi,Simunul,14.6,4.0,27.6,8.0,21.3
157005,Tawi-tawi,Sitangkai,24.0,6.3,26.3,13.6,34.4
157006,Tawi-tawi,South Ubian,16.4,2.9,17.7,11.7,21.2
157007,Tawi-tawi,Tandubas,23.9,4.4,18.4,16.7,31.2
157008,Tawi-tawi,Turtle Islands,18.6,8.8,47.3,4.1,33.0
157009,Tawi-tawi,Languyan,17.0,3.4,20.0,11.4,22.6
157010,Tawi-tawi,Sapa-Sapa,24.8,4.3,17.2,17.8,31.8
157011,Tawi-tawi,Sibutu,20.9,3.9,18.6,14.5,27.3
