Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Water Sealed,Closed pit,Open Pit,none
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Payao,PH098311000,2.307,1.912,1.255,1.195
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Roseller Lim,PH098312000,4.597,1.361,796,1.158
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Siay,PH098313000,4.832,1.809,838,455
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Talusan,PH098314000,1.213,1.308,1.471,182
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Titay,PH098315000,5.647,2.282,1.068,1.016
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Tungawan,PH098316000,4.500,1.091,847,2.090
Region IX (Zamboanga Peninsula),PH090000000,City of Isabela (Not a Province),PH099700000,City of Isabela,PH099701000,13.214,1.776,1.671,2.283
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Baungon,PH101301000,4.412,2.053,858,120
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Damulog,PH101302000,2.482,1.269,1.343,344
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Dangcagan,PH101303000,3.501,711,426,140
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Don Carlos,PH101304000,10.839,1.582,771,370
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Impasug-Ong,PH101305000,6.266,907,1.078,404
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kadingilan,PH101306000,3.014,2.497,1.126,206
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kalilangan,PH101307000,4.951,1.344,1.837,111
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kibawe,PH101308000,4.676,1.787,1.102,204
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kitaotao,PH101309000,6.672,1.102,1.996,726
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Lantapan,PH101310000,6.076,1.450,3.159,418
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Libona,PH101311000,6.820,1.083,448,174
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Malaybalay (Capital),PH101312000,27.481,1.803,1.967,630
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Malitbog,PH101313000,3.238,848,204,555
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Manolo Fortich,PH101314000,15.375,1.665,1.477,556
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Maramag,PH101315000,16.345,1.557,594,702
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Pangantucan,PH101316000,6.892,856,2.165,411
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Quezon,PH101317000,15.405,2.737,1.224,491
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,San Fernando,PH101318000,5.976,2.093,1.206,990
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Sumilao,PH101319000,3.079,1.244,687,44
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Talakag,PH101320000,4.610,4.365,3.227,635
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Valencia,PH101321000,32.683,2.957,1.934,1.394
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Cabanglasan,PH101322000,3.955,1.330,739,257
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Catarman,PH101801000,3.147,198,35,327
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Guinsiliban,PH101802000,992,53,21,201
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mahinog,PH101803000,2.536,138,35,208
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mambajao (Capital),PH101804000,7.010,174,40,338
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Sagay,PH101805000,2.237,97,25,193
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Bacolod,PH103501000,2.781,644,755,484
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Baloi,PH103502000,4.732,2.480,1.724,21
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Baroy,PH103503000,3.530,720,69,267
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,City of Iligan,PH103504000,60.008,3.003,2.155,2.453
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kapatagan,PH103505000,8.684,2.268,568,457
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Sultan Naga Dimaporo (Karomatan),PH103506000,4.510,2.037,1.974,1.675
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kauswagan,PH103507000,3.220,808,189,603
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Kolambugan,PH103508000,4.147,457,366,822
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Lala,PH103509000,10.720,2.002,571,877
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Linamon,PH103510000,3.203,109,87,185
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Magsaysay,PH103511000,1.261,1.246,244,393
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Maigo,PH103512000,3.367,587,196,236
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Matungao,PH103513000,281,1.143,574,29
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Munai,PH103514000,915,1.506,1.145,1.625
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Nunungan,PH103515000,851,740,682,639
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Pantao Ragat,PH103516000,870,1.339,1.069,134
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Poona Piagapo,PH103517000,271,2.537,926,209
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Salvador,PH103518000,3.083,797,800,661
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Sapad,PH103519000,2.327,517,712,464
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tagoloan,PH103520000,705,94,933,557
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tangcal,PH103521000,431,822,430,331
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Tubod (Capital),PH103522000,6.948,1.599,977,726
Region X (Northern Mindanao),PH100000000,Lanao Del Norte,PH103500000,Pantar,PH103523000,239,1.611,1.215,38
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Aloran,PH104201000,4.935,870,129,97
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Baliangao,PH104202000,2.346,669,158,529
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Bonifacio,PH104203000,4.123,1.075,504,969
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Calamba,PH104204000,4.015,607,87,180
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Clarin,PH104205000,6.414,766,254,311
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Concepcion,PH104206000,1.162,234,38,163
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Jimenez,PH104207000,5.227,304,125,137
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Lopez Jaena,PH104208000,4.878,204,71,146
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Oroquieta (Capital),PH104209000,13.937,498,255,624
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Ozamiz,PH104210000,22.443,2.033,1.717,2.080
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Panaon,PH104211000,1.926,289,79,21
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Plaridel,PH104212000,6.902,615,191,477
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sapang Dalaga,PH104213000,2.793,688,426,458
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sinacaban,PH104214000,2.915,757,116,161
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Tangub,PH104215000,8.144,1.603,820,1.403
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Tudela,PH104216000,3.998,989,564,376
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Don Victoriano Chiongbian  (Don Mariano Marcos),PH104217000,990,440,387,172
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Alubijid,PH104301000,4.703,632,226,614
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingasag,PH104302000,9.878,1.070,364,1.772
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingoan,PH104303000,1.435,261,128,150
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Binuangan,PH104304000,1.258,44,21,68
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of Cagayan De Oro (Capital),PH104305000,127.097,4.249,1.931,2.807
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Claveria,PH104306000,5.922,1.392,1.676,466
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of El Salvador,PH104307000,9.158,426,313,352
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,City of Gingoog,PH104308000,19.763,2.208,800,1.440
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Gitagum,PH104309000,3.139,243,121,156
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Initao,PH104310000,5.557,599,157,260
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Jasaan,PH104311000,9.107,405,267,616
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Kinoguitan,PH104312000,1.878,131,204,289
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Lagonglong,PH104313000,3.308,331,36,260
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Laguindingan,PH104314000,4.506,286,65,227
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Libertad,PH104315000,2.129,148,22,142
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Lugait,PH104316000,3.474,341,41,117
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Magsaysay (Linugos),PH104317000,4.304,553,627,826
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Manticao,PH104318000,4.569,936,179,81
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Medina,PH104319000,5.194,571,148,359
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Naawan,PH104320000,3.631,249,161,209
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Opol,PH104321000,9.531,1.176,581,231
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Salay,PH104322000,4.779,301,57,607
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Sugbongcogon,PH104323000,1.541,113,31,25
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Tagoloan,PH104324000,12.402,679,187,476
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Talisayan,PH104325000,4.111,140,92,341
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Villanueva,PH104326000,5.700,449,121,320
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Asuncion (Saug),PH112301000,10.538,825,419,282
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Carmen,PH112303000,14.340,861,139,229
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Kapalong,PH112305000,12.141,1.097,1.715,155
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,New Corella,PH112314000,9.326,1.264,578,160
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,City of Panabo,PH112315000,36.700,915,565,563
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Island Garden City of Samal,PH112317000,19.186,1.330,1.004,1.076
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Santo Tomas,PH112318000,22.774,831,357,245
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,City of Tagum (Capital),PH112319000,51.857,701,234,500
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Talaingod,PH112322000,1.620,646,1.903,1.362
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Braulio E. Dujali,PH112323000,4.833,257,60,0
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,San Isidro,PH112324000,4.265,1.077,398,85
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Bansalan,PH112401000,10.816,2.035,316,175
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,City of Davao,PH112402000,300.495,16.028,10.486,5.040
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,City of Digos (Capital),PH112403000,31.962,1.764,614,536
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Hagonoy,PH112404000,10.032,1.067,368,271
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Kiblawan,PH112406000,4.434,3.014,2.810,641
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Magsaysay,PH112407000,8.352,2.001,1.003,255
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Malalag,PH112408000,6.169,1.619,418,369
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Matanao,PH112410000,9.807,1.436,348,282
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Padada,PH112411000,5.703,281,59,69
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Santa Cruz,PH112412000,14.508,1.158,1.005,1.895
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Sulop,PH112414000,4.694,1.610,669,531
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Baganga,PH112501000,8.345,2.306,449,744
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Banaybanay,PH112502000,7.155,727,103,214
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Boston,PH112503000,1.831,80,177,540
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Caraga,PH112504000,3.641,1.809,1.664,498
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Cateel,PH112505000,4.417,494,322,2.689
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Governor Generoso,PH112506000,9.420,711,187,568
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Lupon,PH112507000,10.809,1.439,457,316
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Manay,PH112508000,4.033,2.919,1.145,1.046
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,City of Mati (Capital),PH112509000,19.697,3.507,1.949,3.688
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,San Isidro,PH112510000,6.296,645,80,240
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Tarragona,PH112511000,2.481,1.792,508,475
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Compostela,PH118201000,16.472,865,120,450
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Laak (San Vicente),PH118202000,10.679,2.321,1.657,555
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Mabini (Doña Alicia),PH118203000,6.293,867,509,564
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Maco,PH118204000,13.926,1.326,524,237
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Maragusan (San Mariano),PH118205000,10.355,1.106,211,132
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Mawab,PH118206000,6.683,550,263,101
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Monkayo,PH118207000,18.378,1.546,708,765
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Montevista,PH118208000,6.736,1.275,244,139
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Nabunturan (Capital),PH118209000,14.922,1.113,228,134
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,New Bataan,PH118210000,8.783,851,352,294
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Pantukan,PH118211000,14.569,1.828,804,452
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Don Marcelino,PH118601000,3.680,3.132,1.541,344
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Jose Abad Santos (Trinidad),PH118602000,3.817,2.639,4.150,3.653
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Malita (Capital),PH118603000,12.657,7.029,3.474,1.224
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Santa Maria,PH118604000,7.205,2.462,981,565
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Sarangani,PH118605000,1.682,323,460,2.511
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Alamada,PH124701000,4.895,3.070,2.260,1.928
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Carmen,PH124702000,7.296,4.719,3.426,1.613
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Kabacan,PH124703000,13.424,1.742,1.284,1.261
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,City of Kidapawan (Capital),PH124704000,24.992,1.996,1.347,461
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Libungan,PH124705000,6.896,1.592,1.179,372
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Magpet,PH124706000,6.647,1.695,1.136,164
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Makilala,PH124707000,14.824,1.275,713,352
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Matalam,PH124708000,9.286,4.830,1.781,1.005
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Midsayap,PH124709000,18.528,6.400,2.720,1.600
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,M'Lang,PH124710000,15.857,3.343,586,335
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Pigkawayan,PH124711000,9.157,1.073,1.012,1.754
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Pikit,PH124712000,11.833,6.558,5.037,1.410
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,President Roxas,PH124713000,5.574,1.934,1.864,352
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Tulunan,PH124714000,8.748,2.076,607,436
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Antipas,PH124715000,4.306,693,519,175
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Banisilan,PH124716000,3.463,3.160,1.433,111
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Aleosan,PH124717000,2.979,2.247,1.571,548
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Arakan,PH124718000,4.829,2.490,1.458,117
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Banga,PH126302000,13.809,2.354,956,580
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,City of General Santos (Dadiangas),PH126303000,116.581,3.494,1.242,3.455
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,City of Koronadal (Capital),PH126306000,33.267,2.129,602,465
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Norala,PH126311000,9.057,625,225,103
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Polomolok,PH126312000,27.012,1.953,735,1.015
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Surallah,PH126313000,14.354,1.727,721,425
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tampakan,PH126314000,6.700,718,133,665
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tantangan,PH126315000,7.029,1.426,507,468
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,T'Boli,PH126316000,6.471,2.807,3.811,3.691
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tupi,PH126317000,10.822,1.285,908,985
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Santo Niño,PH126318000,7.868,1.125,61,99
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Lake Sebu,PH126319000,7.021,3.850,3.961,181
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Bagumbayan,PH126501000,8.516,3.408,2.028,206
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Columbio,PH126502000,3.292,578,1.455,551
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Esperanza,PH126503000,10.217,1.886,1.734,516
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Isulan (Capital),PH126504000,15.709,2.109,674,319
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Kalamansig,PH126505000,4.036,1.746,1.755,2.461
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lebak,PH126506000,8.894,4.335,4.174,765
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lutayan,PH126507000,7.823,2.927,1.532,939
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lambayong (Mariano Marcos),PH126508000,9.977,2.168,1.112,1.119
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Palimbang,PH126509000,5.775,3.268,3.397,3.819
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,President Quirino,PH126510000,8.022,775,64,20
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,City of Tacurong,PH126511000,19.000,1.519,136,64
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Sen. Ninoy Aquino,PH126512000,3.712,3.052,2.845,374
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Alabel (Capital),PH128001000,10.781,2.623,1.189,1.106
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Glan,PH128002000,11.670,4.984,5.330,1.872
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Kiamba,PH128003000,8.326,1.071,241,1.702
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maasim,PH128004000,6.157,472,556,3.852
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maitum,PH128005000,6.346,729,943,1.140
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malapatan,PH128006000,8.416,2.194,1.405,3.139
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malungon,PH128007000,13.521,4.297,2.774,823
Region XII (SOCCSKSARGEN),PH120000000,Cotabato City (Not a Province),PH129800000,City of Cotabato,PH129804000,43.299,6.101,2.420,2.086
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Tondo I/Ii,PH133901000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Binondo,PH133902000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Quiapo,PH133903000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,San Nicolas,PH133904000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Santa Cruz,PH133905000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Sampaloc,PH133906000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,San Miguel,PH133907000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Ermita,PH133908000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Intramuros,PH133909000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Malate,PH133910000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Paco,PH133911000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Pandacan,PH133912000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Port Area,PH133913000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Santa Ana,PH133914000,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Mandaluyong,PH137401000,78.901,505,54,148
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Marikina,PH137402000,90.752,255,26,52
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Pasig,PH137403000,153.601,630,120,71
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,Quezon City,PH137404000,627.809,2.219,591,319
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of San Juan,PH137405000,28.622,16,0,11
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Caloocan,PH137501000,339.465,2.592,1.176,213
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Malabon,PH137502000,79.578,1.231,772,512
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Navotas,PH137503000,49.460,1.659,3.216,1.673
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Valenzuela,PH137504000,136.095,403,271,159
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Las Piñas,PH137601000,124.887,731,526,337
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Makati,PH137602000,125.328,26,64,464
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Muntinlupa,PH137603000,100.646,1.020,325,693
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Parañaque,PH137604000,132.277,3.216,617,206
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,Pasay City,PH137605000,95.066,746,1.165,125
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,Pateros,PH137606000,14.521,39,0,10
National Capital Region (NCR),PH130000000,"NCR, Fourth District (Not a Province)",PH137600000,City of Taguig,PH137607000,148.117,711,579,141
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Bangued (Capital),PH140101000,8.426,1.035,248,70
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Boliney,PH140102000,582,93,25,101
