Region,Region code,Province,Province code,City_Municipality,City_Mun Code,Elementary_school,Secondary_school,Enrollment_Elementary_Male,Enrollment_Elementary_Female,Enrollment_Secondary_Male,Enrollment_Secondary_Female
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Palanas,PH054115000,26,6,2.615,2.430,1.288,1.249
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Pio V. Corpuz (Limbuhan),PH054116000,18,3,2.206,2.030,911,889
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Placer,PH054117000,36,6,5.687,5.101,1.544,1.637
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Fernando,PH054118000,24,4,2.017,1.816,800,733
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Jacinto,PH054119000,22,3,2.888,2.493,946,1.001
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Pascual,PH054120000,37,11,5.217,4.595,2.054,2.257
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Uson,PH054121000,37,6,5.921,5.316,2.472,2.868
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Barcelona,PH056202000,21,3,1.609,1.340,880,830
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulan,PH056203000,62,12,8.785,8.009,3.960,3.966
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulusan,PH056204000,20,3,1.896,1.588,1.081,936
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Casiguran,PH056205000,20,3,2.850,2.611,1.811,1.735
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Castilla,PH056206000,39,11,5.662,4.888,2.866,2.756
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,City of Sorsogon (Capital),PH056216000,67,17,14.087,12.736,7.011,7.090
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Donsol,PH056207000,47,7,4.990,4.374,2.730,2.704
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Gubat,PH056208000,39,6,4.843,4.249,2.544,2.656
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Irosin,PH056209000,31,3,5.141,4.524,2.751,2.722
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Juban,PH056210000,24,6,3.179,2.773,1.240,1.145
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Magallanes,PH056211000,28,8,3.568,3.051,1.960,1.840
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Matnog,PH056212000,36,4,3.836,3.261,1.802,1.600
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Pilar,PH056213000,54,10,7.099,6.147,3.255,3.248
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Prieto Diaz,PH056214000,19,3,2.080,1.808,863,908
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Santa Magdalena,PH056215000,10,2,1.567,1.421,947,903
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Altavas,PH060401000,19,5,1.924,1.656,1.161,1.152
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Balete,PH060402000,14,6,1.976,1.755,971,900
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Banga,PH060403000,25,6,2.748,2.469,1.199,1.076
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Batan,PH060404000,20,13,2.452,2.084,1.278,1.147
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Buruanga,PH060405000,14,3,1.536,1.322,739,663
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Ibajay,PH060406000,33,5,3.686,3.319,1.562,1.552
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Kalibo (Capital),PH060407000,17,6,5.457,4.758,1.848,2.090
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Lezo,PH060408000,8,2,932,838,329,287
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Libacao,PH060409000,29,6,2.493,2.412,1.214,1.223
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Madalag,PH060410000,29,6,1.426,1.260,839,734
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Makato,PH060411000,17,5,2.127,1.807,850,856
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malay,PH060412000,12,4,3.884,3.592,1.727,1.724
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malinao,PH060413000,22,7,1.784,1.574,834,780
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Nabas,PH060414000,19,5,3.407,2.979,1.680,1.456
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,New Washington,PH060415000,16,4,2.906,2.752,1.410,1.251
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Numancia,PH060416000,12,2,2.158,1.858,714,732
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Tangalan,PH060417000,13,4,1.760,1.615,866,875
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Anini-Y,PH060601000,18,2,1.629,1.397,343,319
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Barbaza,PH060602000,17,1,1.679,1.472,596,653
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Belison,PH060603000,8,1,876,832,524,475
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Bugasong,PH060604000,25,4,2.814,2.444,1.585,1.586
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Caluya,PH060605000,23,4,3.171,3.004,1.380,1.308
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Culasi,PH060606000,33,5,3.459,3.188,1.687,1.679
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Hamtic,PH060608000,41,6,4.084,3.633,2.143,1.967
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Laua-An,PH060609000,27,3,2.082,1.838,1.059,1.063
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Libertad,PH060610000,15,2,1.277,1.184,654,641
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Pandan,PH060611000,32,4,2.744,2.598,1.103,1.090
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Patnongon,PH060612000,37,3,3.111,2.712,1.465,1.321
Region VI (Western Visayas),PH060000000,Antique,PH060600000,San Jose (Capital),PH060613000,24,3,4.788,4.369,2.563,2.822
Region VI (Western Visayas),PH060000000,Antique,PH060600000,San Remigio,PH060614000,44,3,3.130,2.721,1.003,979
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sebaste,PH060615000,10,1,1.374,1.180,354,286
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sibalom,PH060616000,54,7,4.797,4.300,2.239,2.058
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tibiao,PH060617000,18,2,1.993,1.886,874,888
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tobias Fornier (Dao),PH060607000,33,6,2.186,1.830,1.072,1.033
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Valderrama,PH060618000,21,1,1.844,1.659,402,406
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Cuartero,PH061901000,20,4,2.120,1.892,1.110,995
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dao,PH061902000,19,4,1.911,1.775,1.151,1.024
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumalag,PH061903000,20,2,2.130,1.963,854,860
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumarao,PH061904000,33,6,3.636,3.163,1.787,1.623
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ivisan,PH061905000,15,2,2.357,2.111,1.117,1.095
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Jamindan,PH061906000,30,4,2.990,2.660,1.621,1.527
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ma-Ayon,PH061907000,32,6,3.310,2.841,1.877,1.743
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Mambusao,PH061908000,32,4,2.751,2.387,1.120,1.028
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panay,PH061909000,29,3,3.002,2.721,1.179,1.070
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panitan,PH061910000,25,2,2.500,2.154,1.321,1.282
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pilar,PH061911000,24,5,3.798,3.364,1.827,1.682
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pontevedra,PH061912000,20,2,3.596,3.213,1.665,1.833
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,President Roxas,PH061913000,19,1,2.276,1.928,992,1.002
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,City of Roxas (Capital),PH061914000,41,14,11.327,10.492,5.802,5.809
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sapi-An,PH061915000,22,2,2.187,1.984,958,984
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sigma,PH061916000,22,3,2.170,1.923,1.134,1.030
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Tapaz,PH061917000,55,8,4.483,3.694,1.920,1.674
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Buenavista,PH067901000,28,5,3.345,3.104,1.837,1.764
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Jordan (Capital),PH067902000,16,2,2.869,2.672,1.295,1.308
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Nueva Valencia,PH067903000,25,5,3.171,2.856,1.650,1.526
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,San Lorenzo,PH067904000,13,2,1.923,1.803,845,822
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Sibunag,PH067905000,15,3,1.479,1.269,634,557
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Ajuy,PH063001000,27,7,4.241,3.820,2.186,2.237
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Alimodian,PH063002000,31,6,2.905,2.492,1.653,1.439
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Anilao,PH063003000,18,3,2.276,1.976,1.035,1.009
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Badiangan,PH063004000,20,2,1.672,1.451,573,575
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Balasan,PH063005000,17,2,2.873,2.651,1.540,1.678
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Banate,PH063006000,13,2,2.723,2.495,1.395,1.373
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Barotac Nuevo,PH063007000,26,4,4.307,3.828,1.945,1.918
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Barotac Viejo,PH063008000,27,4,3.704,3.342,1.671,1.741
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Batad,PH063009000,14,2,1.858,1.659,853,877
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Bingawan,PH063010000,15,2,1.277,1.213,622,521
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Cabatuan,PH063012000,38,6,3.885,3.549,2.277,2.250
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Calinog,PH063013000,44,8,5.138,4.649,2.633,2.543
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Carles,PH063014000,36,6,6.579,5.844,2.666,2.626
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,City of Passi,PH063035000,38,8,6.664,5.857,3.617,3.525
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Concepcion,PH063015000,36,4,3.828,3.398,1.872,1.733
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dingle,PH063016000,24,5,3.406,2.917,1.507,1.370
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dueñas,PH063017000,26,5,2.603,2.384,1.302,1.197
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dumangas,PH063018000,31,4,4.803,4.181,2.134,2.004
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Estancia,PH063019000,11,2,4.053,3.713,1.941,2.101
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Guimbal,PH063020000,12,4,2.362,2.126,1.587,1.609
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Igbaras,PH063021000,20,2,2.270,2.019,1.186,1.063
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,City of Iloilo (Capital),PH063022000,53,18,26.480,24.402,12.965,13.494
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Janiuay,PH063023000,37,5,5.316,4.568,2.833,2.825
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Lambunao,PH063025000,54,5,6.188,5.589,3.109,2.950
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Leganes,PH063026000,11,3,2.497,2.190,1.273,1.211
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Lemery,PH063027000,28,3,2.636,2.295,1.104,1.110
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Leon,PH063028000,33,6,3.522,3.149,1.824,1.686
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Maasin,PH063029000,31,7,2.778,2.543,1.307,1.201
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Miagao,PH063030000,31,8,4.075,3.792,2.115,1.953
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Mina,PH063031000,11,1,1.681,1.494,837,873
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,New Lucena,PH063032000,14,4,1.852,1.606,966,962
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Oton,PH063034000,16,5,5.222,4.735,2.660,2.648
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Pavia,PH063036000,11,1,3.321,3.086,1.850,1.953
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Pototan,PH063037000,29,5,5.457,5.021,2.459,2.475
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Dionisio,PH063038000,22,3,3.384,2.946,1.668,1.663
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Enrique,PH063039000,20,4,2.762,2.532,1.137,1.076
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Joaquin,PH063040000,36,10,3.898,3.398,2.300,2.128
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Miguel,PH063041000,9,1,2.169,2.020,1.130,1.126
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Rafael,PH063042000,10,2,1.443,1.343,921,834
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Santa Barbara,PH063043000,29,6,3.988,3.560,2.201,2.160
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Sara,PH063044000,22,4,4.379,3.961,1.796,1.752
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Tigbauan,PH063045000,21,9,3.895,3.593,2.214,2.105
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Tubungan,PH063046000,17,2,1.447,1.289,763,738
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Zarraga,PH063047000,8,2,1.928,1.823,1.089,1.184
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bacolod (Capital),PH064501000,46,24,36.437,33.842,17.712,18.196
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bago,PH064502000,36,7,13.347,12.036,5.827,5.612
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Binalbagan,PH064503000,31,6,6.431,5.699,2.007,2.078
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Cadiz,PH064504000,50,18,13.175,11.571,5.921,5.866
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Calatrava,PH064505000,45,5,7.188,6.545,2.781,3.170
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Candoni,PH064506000,17,3,2.024,1.821,752,740
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Cauayan,PH064507000,61,12,10.100,8.960,3.116,3.340
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Escalante,PH064509000,27,14,8.330,7.397,3.788,3.962
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Himamaylan,PH064510000,44,11,10.140,9.267,3.169,3.349
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Kabankalan,PH064515000,68,21,17.318,15.679,6.508,7.251
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sipalay,PH064527000,35,12,7.148,6.426,3.094,3.215
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Talisay,PH064528000,22,7,7.696,6.914,2.722,2.805
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Victorias,PH064531000,19,5,7.150,6.498,3.608,3.578
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Enrique B. Magalona (Saravia),PH064508000,22,4,4.954,4.500,1.698,1.721
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinigaran,PH064511000,30,4,6.833,6.066,2.728,2.643
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinoba-An (Asia),PH064512000,28,4,5.891,5.388,2.050,2.054
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Ilog,PH064513000,24,7,4.647,4.294,1.459,1.510
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Isabela,PH064514000,28,4,5.632,5.145,2.195,2.418
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of La Carlota,PH064516000,24,5,5.213,4.871,2.776,2.996
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,La Castellana,PH064517000,29,4,7.124,6.487,2.823,3.108
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Manapla,PH064518000,15,2,4.417,3.914,1.755,1.572
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Moises Padilla (Magallon),PH064519000,19,3,4.088,3.629,1.077,1.197
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Murcia,PH064520000,28,5,7.424,6.841,2.841,3.032
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pontevedra,PH064521000,21,5,4.299,3.747,1.818,1.836
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pulupandan,PH064522000,8,2,1.684,1.514,766,725
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sagay,PH064523000,52,14,13.364,11.875,5.847,6.090
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Salvador Benedicto,PH064532000,13,1,2.568,2.457,559,621
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of San Carlos,PH064524000,59,5,10.654,9.915,3.827,4.368
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,San Enrique,PH064525000,8,1,1.714,1.555,426,367
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Silay,PH064526000,32,15,9.374,8.450,4.472,4.460
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Toboso,PH064529000,22,4,3.971,3.677,1.482,1.686
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Valladolid,PH064530000,7,3,2.595,2.396,1.180,1.157
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Alburquerque,PH071201000,7,1,672,591,454,472
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Alicia,PH071202000,17,4,2.001,1.801,1.060,1.088
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Anda,PH071203000,17,3,1.309,1.149,595,545
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Antequera,PH071204000,17,2,1.007,837,349,340
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Baclayon,PH071205000,12,2,1.236,1.113,356,339
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Balilihan,PH071206000,17,3,1.342,1.098,460,508
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Batuan,PH071207000,15,3,1.112,933,496,595
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bien Unido,PH071248000,14,3,2.473,2.245,926,848
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bilar,PH071208000,18,1,1.333,1.183,454,467
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Buenavista,PH071209000,31,4,2.603,2.303,1.296,1.260
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Calape,PH071210000,19,4,2.341,2.175,1.104,1.093
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Candijay,PH071211000,22,5,2.269,1.962,1.263,1.209
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Carmen,PH071212000,34,8,3.706,3.294,1.535,1.561
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Catigbian,PH071213000,22,4,1.648,1.482,687,696
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Clarin,PH071214000,17,3,1.641,1.470,680,711
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Corella,PH071215000,8,2,536,510,449,402
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Cortes,PH071216000,12,2,1.143,1.013,222,187
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dagohoy,PH071217000,15,2,1.691,1.524,614,608
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Danao,PH071218000,21,4,1.698,1.443,891,892
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dauis,PH071219000,12,3,2.879,2.595,1.164,1.044
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dimiao,PH071220000,15,2,1.107,1.010,415,438
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Duero,PH071221000,21,3,1.391,1.344,622,508
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Garcia Hernandez,PH071222000,18,3,1.665,1.439,640,599
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Getafe,PH071226000,24,4,2.884,2.599,971,944
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Guindulman,PH071223000,20,3,2.461,2.131,981,927
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Inabanga,PH071224000,46,6,3.862,3.512,1.801,1.654
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Jagna,PH071225000,22,5,2.459,2.208,805,685
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Lila,PH071227000,10,1,671,570,505,476
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loay,PH071228000,12,1,1.181,1.013,212,181
