,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
1264,San Isidro (NE),SAN ISIDRO,5880.0,831.0,2018.0,2150.0,258.0,2.0,1.0,,,3.0,180.0,2.0,,2015.0
1265,San Isidro (SN),SAN ISIDRO,489.0,834.0,19.0,108.0,,71.0,32.0,1.0,65.0,,6.0,,,2015.0
1266,San Jacinto (MS),,,,,,,,,,,,,,,
1267,San Jacinto (PS),SAN JACINTO,2315.0,358.0,2015.0,4394.0,24.0,8.0,,1.0,,,95.0,1.0,,2015.0
1268,San Joaquin,SAN JOAQUIN,1495.0,1822.0,1344.0,1734.0,326.0,857.0,3032.0,474.0,43.0,1.0,26.0,9.0,,2015.0
1269,San Jorge,SAN JORGE,460.0,1393.0,94.0,906.0,33.0,19.0,366.0,97.0,107.0,1.0,10.0,,,2015.0
1270,San Jose (AE),SAN JOSE (Capital),7097.0,1353.0,1730.0,3111.0,65.0,33.0,56.0,4.0,,12.0,100.0,,,2015.0
1271,San Jose (BS),SAN JOSE,16567.0,1462.0,206.0,37.0,17.0,12.0,18.0,8.0,25.0,,105.0,1.0,,2015.0
1272,San Jose (CS),,,,,,,,,,,,,,,
1273,San Jose (DI),SAN JOSE (CAPITAL),2314.0,2107.0,305.0,472.0,84.0,52.0,355.0,5.0,8.0,39.0,22.0,2.0,,2015.0
1274,San Jose (NR),SAN JOSE,2351.0,1502.0,83.0,555.0,15.0,79.0,2.0,,,1.0,19.0,,,2015.0
1275,San Jose (NS),SAN JOSE,949.0,941.0,322.0,830.0,92.0,690.0,9.0,2.0,40.0,1.0,30.0,1.0,,2015.0
1276,San Jose (NE),SAN JOSE CITY,8441.0,753.0,11800.0,9710.0,1359.0,42.0,453.0,6.0,5.0,4.0,191.0,5.0,,2015.0
1277,San Jose (OM),SAN JOSE,8163.0,4185.0,5991.0,6269.0,2500.0,3243.0,939.0,564.0,73.0,94.0,1152.0,35.0,,2015.0
1278,San Jose (RN),SAN JOSE,631.0,515.0,80.0,284.0,,47.0,681.0,121.0,15.0,,18.0,,,2015.0
1279,San Jose (TC),SAN JOSE,231.0,47.0,3237.0,4422.0,88.0,96.0,197.0,17.0,42.0,,23.0,17.0,,2015.0
1280,San Jose De Buan,SAN JOSE DE BUAN,183.0,960.0,2.0,12.0,2.0,,155.0,267.0,68.0,,,,,2015.0
1281,San Jose Del Monte,CITY OF SAN JOSE DEL MONTE,90702.0,25745.0,2099.0,1986.0,191.0,1546.0,813.0,193.0,29.0,1080.0,2051.0,118.0,,2015.0
1282,San Juan (AA),SAN JUAN,287.0,118.0,291.0,780.0,,19.0,507.0,201.0,7.0,,7.0,,,2015.0
1283,San Juan (BS),SAN JUAN,5755.0,1711.0,7982.0,6036.0,940.0,79.0,1135.0,64.0,15.0,20.0,166.0,8.0,,2015.0
1284,San Juan (IS),SAN JUAN (LAPOG),1005.0,212.0,524.0,314.0,3768.0,546.0,68.0,7.0,,,33.0,,,2015.0
1285,San Juan (LU),SAN JUAN,1091.0,320.0,3028.0,2876.0,35.0,203.0,665.0,118.0,,1.0,375.0,2.0,,2015.0
1286,San Juan (MM),CITY OF SAN JUAN,24496.0,3008.0,,,,,,,,783.0,336.0,,,2015.0
1287,San Juan (SR),SAN JUAN,1422.0,1598.0,37.0,403.0,1.0,1.0,97.0,,3.0,17.0,,,,2015.0
1288,San Juan (SL),SAN JUAN (CABALIAN),2952.0,339.0,4.0,38.0,4.0,,2.0,,1.0,,16.0,,,2015.0
1289,San Julian,SAN JULIAN,735.0,1060.0,87.0,926.0,14.0,282.0,191.0,50.0,1.0,,23.0,,,2015.0
1290,San Leonardo,SAN LEONARDO,9432.0,1813.0,1119.0,2089.0,18.0,425.0,4.0,2.0,,12.0,88.0,10.0,,2015.0
1291,San Lorenzo,SAN LORENZO,135.0,34.0,414.0,75.0,37.0,5285.0,3.0,1.0,,,11.0,,,2015.0
1292,San Lorenzo Ruiz,,,,,,,,,,,,,,,
1293,San Luis (AS),SAN LUIS,1382.0,1077.0,109.0,2022.0,55.0,553.0,573.0,560.0,363.0,2.0,4.0,,,2015.0
1294,San Luis (AU),SAN LUIS,1955.0,837.0,1320.0,832.0,916.0,9.0,93.0,36.0,30.0,,15.0,12.0,,2015.0
1295,San Luis (BS),SAN LUIS,6110.0,482.0,387.0,255.0,4.0,52.0,25.0,2.0,13.0,1.0,18.0,19.0,,2015.0
1296,San Luis (PA),SAN LUIS,7867.0,320.0,1541.0,242.0,791.0,2.0,2.0,,,1.0,156.0,23.0,,2015.0
1297,San Manuel (IA),SAN MANUEL,2019.0,573.0,1768.0,3078.0,64.0,42.0,30.0,,8.0,2.0,27.0,2.0,,2015.0
1298,San Manuel (PS),SAN MANUEL,3025.0,714.0,3617.0,4027.0,127.0,10.0,973.0,28.0,2.0,1.0,27.0,1.0,,2015.0
1299,San Manuel (TC),SAN MANUEL,813.0,61.0,1915.0,2661.0,175.0,1.0,,1.0,,,78.0,1.0,,2015.0
1300,San Marcelino,SAN MARCELINO,2195.0,448.0,2177.0,1042.0,412.0,313.0,420.0,299.0,215.0,,464.0,113.0,,2015.0
1301,San Mariano,SAN MARIANO,309.0,259.0,1820.0,7962.0,8.0,667.0,738.0,368.0,53.0,7.0,29.0,,,2015.0
1302,San Mateo (IA),SAN MATEO,2010.0,101.0,9506.0,3737.0,205.0,5.0,7.0,,,,93.0,,,2015.0
1303,San Mateo (RL),SAN MATEO,39083.0,7647.0,1089.0,3222.0,586.0,496.0,1190.0,91.0,54.0,1049.0,1740.0,132.0,,2015.0
1304,San Miguel (BL),SAN MIGUEL,141.0,233.0,82.0,460.0,75.0,4146.0,118.0,15.0,58.0,9.0,58.0,1.0,,2015.0
1305,San Miguel (BU),SAN MIGUEL,10950.0,3181.0,8424.0,9404.0,1222.0,99.0,410.0,8.0,3.0,54.0,694.0,10.0,,2015.0
1306,San Miguel (CT),,,,,,,,,,,,,,,
1307,San Miguel (IO),SAN MIGUEL,454.0,171.0,645.0,1389.0,39.0,3064.0,5.0,3.0,,1.0,275.0,,,2015.0
1308,San Miguel (LE),SAN MIGUEL,1045.0,851.0,70.0,1051.0,57.0,806.0,111.0,181.0,86.0,21.0,30.0,,,2015.0
1309,San Miguel (SS),SAN MIGUEL,2666.0,2362.0,256.0,1217.0,41.0,299.0,742.0,376.0,8.0,,13.0,,,2015.0
1310,San Miguel (ZR),SAN MIGUEL,596.0,1495.0,85.0,415.0,71.0,845.0,547.0,89.0,7.0,,84.0,,,2015.0
1311,San Narciso (QN),SAN NARCISO,2791.0,1701.0,265.0,2277.0,655.0,1499.0,1263.0,200.0,8.0,,41.0,,,2015.0
1312,San Narciso (ZA),SAN NARCISO,885.0,176.0,3915.0,1102.0,29.0,508.0,161.0,3.0,1.0,,377.0,4.0,,2015.0
1313,San Nicolas (BS),SAN NICOLAS,2798.0,419.0,483.0,432.0,320.0,17.0,3.0,,,7.0,6.0,,,2015.0
1314,San Nicolas (IN),SAN NICOLAS,2982.0,242.0,1757.0,1387.0,379.0,668.0,29.0,1.0,,2.0,1069.0,,,2015.0
1315,San Nicolas (PS),SAN NICOLAS,2326.0,210.0,1913.0,2754.0,11.0,40.0,852.0,108.0,6.0,45.0,11.0,1.0,,2015.0
1316,San Pablo (IA),SAN PABLO,599.0,212.0,538.0,1315.0,54.0,2278.0,5.0,31.0,82.0,1.0,19.0,,,2015.0
1317,San Pablo (LA),SAN PABLO CITY,39953.0,5900.0,6747.0,7158.0,291.0,172.0,1096.0,297.0,180.0,103.0,253.0,139.0,,2015.0
1318,San Pablo (ZR),SAN PABLO,2062.0,1873.0,210.0,605.0,89.0,446.0,476.0,12.0,27.0,,12.0,,,2015.0
1319,San Pascual (BS),SAN PASCUAL,13035.0,1148.0,660.0,219.0,3.0,14.0,2.0,1.0,,1.0,115.0,14.0,,2015.0
1320,San Pascual (MS),,,,,,,,,,,,,,,
1321,San Pedro,CITY OF SAN PEDRO,51311.0,9663.0,2931.0,3731.0,427.0,93.0,43.0,2.0,2.0,646.0,4112.0,69.0,,2015.0
1322,San Policarpo,SAN POLICARPO,44.0,940.0,174.0,460.0,1454.0,11.0,4.0,175.0,,1.0,8.0,,,2015.0
1323,San Quintin (AA),SAN QUINTIN,469.0,205.0,53.0,161.0,138.0,45.0,99.0,4.0,75.0,,,,,2015.0
1324,San Quintin (PS),SAN QUINTIN,1356.0,110.0,3944.0,2736.0,8.0,7.0,352.0,30.0,,3.0,36.0,2.0,,2015.0
1325,San Rafael (BU),SAN RAFAEL,11702.0,727.0,5254.0,2930.0,178.0,358.0,26.0,1.0,4.0,9.0,1331.0,40.0,,2015.0
1326,San Rafael (IO),SAN RAFAEL,183.0,50.0,823.0,1906.0,480.0,214.0,168.0,9.0,,,4.0,,,2015.0
1327,San Remigio (AE),SAN REMIGIO,329.0,835.0,611.0,788.0,24.0,101.0,2750.0,1147.0,,1.0,4.0,,,2015.0
1328,San Remigio (CU),SAN REMIGIO,4500.0,4876.0,239.0,1134.0,231.0,2598.0,561.0,114.0,2.0,165.0,49.0,1.0,,2015.0
1329,San Ricardo,SAN RICARDO,1599.0,574.0,4.0,17.0,1.0,3.0,,,5.0,,10.0,,,2015.0
1330,San Roque,SAN ROQUE,265.0,962.0,1059.0,1704.0,630.0,422.0,32.0,1.0,14.0,1.0,16.0,,,2015.0
1331,San Sebastian,SAN SEBASTIAN,101.0,1194.0,2.0,28.0,4.0,154.0,43.0,,123.0,47.0,,,,2015.0
1332,San Simon,SAN SIMON,8949.0,1058.0,359.0,330.0,362.0,56.0,10.0,,,4.0,284.0,8.0,,2015.0
1333,San Teodoro,SAN TEODORO,1237.0,256.0,462.0,395.0,20.0,138.0,1267.0,255.0,11.0,,11.0,6.0,,2015.0
1334,Santiago (AN),,,,,,,,,,,,,,,
1335,Santiago (IS),SANTIAGO,117.0,93.0,870.0,913.0,2062.0,7.0,49.0,16.0,,213.0,45.0,2.0,,2015.0
1336,Santiago (IA),CITY OF SANTIAGO,9314.0,1255.0,8362.0,10580.0,49.0,33.0,10.0,4.0,1.0,5.0,856.0,3.0,,2015.0
1337,San Vicente (CN),,,,,,,,,,,,,,,
1338,San Vicente (IS),SAN VICENTE,360.0,7.0,37.0,17.0,1697.0,689.0,,,,,164.0,,,2015.0
1339,San Vicente (NS),SAN VICENTE,79.0,676.0,98.0,604.0,,72.0,33.0,,,80.0,2.0,,,2015.0
1340,San Vicente (PN),SAN VICENTE,3362.0,1324.0,146.0,378.0,96.0,601.0,151.0,450.0,147.0,18.0,38.0,,,2015.0
1341,Sapad,SAPAD,197.0,1297.0,443.0,1637.0,324.0,258.0,235.0,216.0,88.0,11.0,10.0,,,2015.0
1342,Sapang Dalaga,SAPANG DALAGA,669.0,1379.0,148.0,272.0,75.0,332.0,973.0,580.0,78.0,36.0,15.0,,,2015.0
1343,Sapa-Sapa,SAPA-SAPA,14.0,15.0,115.0,819.0,5.0,2852.0,1.0,1.0,1363.0,3.0,2.0,,,2015.0
1344,Sapi-An,SAPI-AN,48.0,547.0,805.0,2858.0,169.0,1556.0,65.0,15.0,111.0,1.0,22.0,,,2015.0
1345,Sara,SARA,583.0,833.0,3993.0,6116.0,143.0,397.0,737.0,7.0,58.0,307.0,71.0,1.0,,2015.0
1346,Sarangani,SARANGANI,293.0,2354.0,66.0,1228.0,160.0,551.0,777.0,135.0,98.0,172.0,3.0,5.0,,2015.0
1347,Sariaya,SARIAYA,11577.0,2531.0,10061.0,6400.0,2126.0,84.0,739.0,20.0,101.0,792.0,150.0,11.0,,2015.0
1348,Sarrat,SARRAT,982.0,529.0,1922.0,1213.0,222.0,581.0,34.0,1.0,24.0,,241.0,,,2015.0
1349,Sasmuan,SASMUAN (Sexmoan),3211.0,522.0,356.0,1557.0,92.0,22.0,9.0,17.0,,,17.0,2.0,,2015.0
1350,Science City of Munoz,SCIENCE CITY OF MUÑOZ,7576.0,907.0,5065.0,3369.0,2123.0,54.0,,3.0,,4.0,36.0,6.0,,2015.0
1351,Sebaste,SEBASTE,1418.0,309.0,786.0,780.0,13.0,2.0,645.0,61.0,1.0,3.0,11.0,,,2015.0
1352,Senator Ninoy Aquino,SEN. NINOY AQUINO,449.0,2416.0,705.0,856.0,836.0,2504.0,1954.0,1928.0,44.0,6.0,25.0,,,2015.0
1353,Sergio Osmena,SERGIO OSMEÑA SR.,1047.0,2301.0,41.0,246.0,46.0,257.0,884.0,1700.0,4.0,,3.0,,,2015.0
1354,Sevilla,SEVILLA,979.0,92.0,57.0,82.0,4.0,455.0,421.0,59.0,80.0,,10.0,1.0,,2015.0
1355,Shariff Aguak,SHARIFF AGUAK (MAGANOY) (Capital),358.0,114.0,1007.0,2528.0,290.0,413.0,27.0,6.0,2.0,1.0,54.0,12.0,,2015.0
1356,Shariff Saydona Mustapha,SHARIFF SAYDONA MUSTAPHA,35.0,74.0,103.0,948.0,469.0,1865.0,16.0,2.0,4.0,39.0,13.0,1.0,,2015.0
1357,Siasi,SIASI,758.0,1270.0,363.0,1746.0,199.0,4923.0,3.0,2.0,345.0,2579.0,98.0,1.0,,2015.0
1358,Siaton,SIATON,3377.0,4873.0,1662.0,4937.0,465.0,1315.0,846.0,233.0,,51.0,95.0,3.0,,2015.0
1359,Siay,SIAY,693.0,2820.0,242.0,1459.0,112.0,1634.0,287.0,196.0,447.0,731.0,552.0,42.0,,2015.0
1360,Siayan,SIAYAN,402.0,1453.0,171.0,1178.0,148.0,1891.0,543.0,1451.0,35.0,35.0,12.0,,,2015.0
1361,Sibagat,SIBAGAT,861.0,773.0,134.0,677.0,73.0,239.0,2455.0,1344.0,68.0,13.0,7.0,,,2015.0
1362,Sibalom,SIBALOM,3610.0,3191.0,2464.0,2021.0,143.0,431.0,1165.0,78.0,44.0,26.0,38.0,2.0,,2015.0
1363,Sibonga,SIBONGA,4599.0,2099.0,433.0,856.0,34.0,1142.0,1954.0,90.0,32.0,111.0,,,,2015.0
1364,Sibuco,SIBUCO,859.0,2446.0,219.0,301.0,135.0,784.0,1047.0,1130.0,305.0,2.0,1.0,,,2015.0
1365,Sibulan,SIBULAN,8692.0,2510.0,729.0,1488.0,17.0,67.0,129.0,82.0,5.0,10.0,158.0,16.0,,2015.0
1366,Sibunag,SIBUNAG,318.0,270.0,682.0,2074.0,32.0,1321.0,175.0,25.0,4.0,4.0,63.0,13.0,,2015.0
1367,Sibutad,SIBUTAD,450.0,2589.0,127.0,315.0,130.0,448.0,151.0,99.0,2.0,6.0,5.0,,,2015.0
1368,Sibutu,SIBUTU,259.0,1034.0,28.0,693.0,655.0,2039.0,,,277.0,7.0,,1.0,,2015.0
1369,Sierra Bullones,SIERRA BULLONES,4388.0,656.0,30.0,63.0,14.0,25.0,89.0,15.0,16.0,107.0,9.0,,,2015.0
1370,Sigay,SIGAY,2.0,,2.0,,,,511.0,,,,,,,2015.0
1371,Sigma,SIGMA,1325.0,384.0,1137.0,1721.0,227.0,2304.0,17.0,20.0,203.0,31.0,48.0,1.0,,2015.0
1372,Sikatuna,SIKATUNA,1185.0,72.0,7.0,83.0,3.0,66.0,90.0,,7.0,,2.0,,,2015.0
1373,Silago,SILAGO,2599.0,465.0,14.0,9.0,1.0,3.0,5.0,2.0,3.0,,4.0,,,2015.0
1374,Silang,SILANG,47038.0,8051.0,492.0,602.0,34.0,267.0,250.0,66.0,209.0,655.0,515.0,17.0,,2015.0
1375,Silay,SILAY CITY,5939.0,2637.0,1452.0,11191.0,444.0,2659.0,1511.0,972.0,44.0,389.0,1675.0,40.0,,2015.0
1376,Silvino Lobos,SILVINO LOBOS,6.0,1274.0,1.0,65.0,10.0,7.0,951.0,353.0,67.0,1.0,,,,2015.0
1377,Simunul,SIMUNUL,89.0,43.0,8.0,4.0,11.0,175.0,,1.0,5144.0,,,,,2015.0
1378,Sinacaban,SINACABAN,2526.0,588.0,64.0,263.0,29.0,67.0,145.0,419.0,28.0,1.0,16.0,,,2015.0
1379,Sinait,SINAIT,1101.0,178.0,2225.0,1537.0,395.0,367.0,175.0,,,40.0,114.0,6.0,,2015.0
1380,Sindangan,SINDANGAN,920.0,3517.0,1863.0,8599.0,470.0,1740.0,2026.0,1343.0,190.0,1272.0,468.0,1.0,,2015.0
1381,Siniloan,SINILOAN,5271.0,434.0,394.0,1432.0,40.0,46.0,779.0,1.0,45.0,37.0,10.0,,,2015.0
1382,Siocon,SIOCON,1993.0,2600.0,506.0,1210.0,206.0,2128.0,916.0,379.0,134.0,504.0,37.0,,,2015.0
1383,Sipalay,CITY OF SIPALAY,626.0,1852.0,938.0,3247.0,137.0,3848.0,2809.0,142.0,298.0,721.0,182.0,3.0,,2015.0
1384,Sipocot,,,,,,,,,,,,,,,
1385,Siquijor,SIQUIJOR (Capital),3955.0,1946.0,21.0,242.0,2.0,25.0,69.0,18.0,3.0,111.0,,,,2015.0
1386,Sirawai,SIRAWAI,159.0,3345.0,86.0,922.0,136.0,403.0,33.0,186.0,520.0,20.0,44.0,,,2015.0
1387,Siruma,,,,,,,,,,,,,,,
1388,Sison (PS),SISON,796.0,1187.0,2561.0,3337.0,10.0,989.0,1366.0,244.0,5.0,12.0,152.0,,,2015.0
1389,Sison (SN),SISON,1856.0,905.0,,16.0,28.0,5.0,27.0,65.0,6.0,,12.0,,,2015.0
1390,Sitangkai,SITANGKAI,40.0,46.0,,2.0,9.0,297.0,1.0,2.0,4727.0,725.0,1.0,195.0,,2015.0
1391,Socorro (OR),SOCORRO,1870.0,738.0,1927.0,2876.0,363.0,245.0,293.0,457.0,7.0,14.0,191.0,127.0,,2015.0
1392,Socorro (SN),SOCORRO,2441.0,1328.0,226.0,315.0,9.0,18.0,36.0,12.0,19.0,,13.0,,,2015.0
1393,Sofronio Espanola,SOFRONIO ESPAÑOLA,960.0,927.0,824.0,2383.0,235.0,1637.0,304.0,66.0,331.0,9.0,7.0,4.0,,2015.0
1394,Sogod (CU),SOGOD,2604.0,2424.0,57.0,559.0,15.0,1608.0,481.0,87.0,128.0,439.0,50.0,,,2015.0
1395,Sogod (SL),SOGOD,3816.0,3389.0,479.0,1446.0,11.0,36.0,597.0,50.0,20.0,3.0,107.0,,,2015.0
1396,Solana,SOLANA,4942.0,1101.0,4018.0,7086.0,568.0,1055.0,154.0,9.0,18.0,4.0,57.0,,,2015.0
1397,Solano,SOLANO,2205.0,350.0,1078.0,1984.0,9812.0,191.0,356.0,108.0,48.0,2.0,377.0,3.0,,2015.0
1398,Solsona,SOLSONA,423.0,29.0,154.0,257.0,90.0,4146.0,332.0,18.0,3.0,9.0,36.0,,,2015.0
1399,Sominot,SOMINOT (DON MARIANO MARCOS),777.0,554.0,92.0,745.0,432.0,879.0,507.0,154.0,2.0,4.0,2.0,1.0,,2015.0
1400,Sorsogon,,,,,,,,,,,,,,,
1401,South Ubian,SOUTH UBIAN,18.0,10.0,12.0,3.0,6.0,3766.0,,,1079.0,8.0,2.0,,,2015.0
1402,South Upi,SOUTH UPI,166.0,1578.0,23.0,482.0,58.0,1014.0,2588.0,1466.0,35.0,149.0,2.0,1.0,,2015.0
1403,Santa,SANTA,974.0,246.0,375.0,787.0,736.0,16.0,369.0,,,1.0,5.0,,,2015.0
1404,Santa Ana (CG),SANTA ANA,416.0,180.0,2513.0,2216.0,654.0,1626.0,55.0,43.0,71.0,9.0,38.0,,,2015.0
1405,Santa Ana (PA),SANTA ANA,8409.0,636.0,1062.0,628.0,141.0,25.0,,,,,214.0,,,2015.0
1406,Santa Barbara (IO),SANTA BARBARA,2516.0,1376.0,2253.0,4592.0,574.0,1608.0,39.0,5.0,12.0,88.0,534.0,11.0,,2015.0
1407,Santa Barbara (PS),SANTA BARBARA,3360.0,290.0,4125.0,9034.0,1287.0,3.0,27.0,112.0,1.0,,390.0,7.0,,2015.0
1408,Santa Catalina (IS),SANTA CATALINA,650.0,171.0,568.0,192.0,550.0,622.0,,1.0,,,90.0,,,2015.0
1409,Santa Catalina (NR),SANTA CATALINA,2740.0,3610.0,1007.0,3587.0,471.0,1941.0,1405.0,1751.0,200.0,32.0,105.0,24.0,,2015.0
1410,Santa Cruz (DS),SANTA CRUZ,7936.0,5234.0,644.0,3717.0,912.0,997.0,1921.0,126.0,511.0,80.0,263.0,,,2015.0
1411,Santa Cruz (IS),SANTA CRUZ,587.0,711.0,1211.0,999.0,5308.0,58.0,43.0,1.0,3.0,,59.0,2.0,,2015.0
1412,Santa Cruz (LA),SANTA CRUZ (Capital),13630.0,1350.0,2748.0,8106.0,696.0,289.0,40.0,32.0,3.0,25.0,1012.0,51.0,,2015.0
1413,Santa Cruz (ME),SANTA CRUZ,5764.0,2418.0,568.0,2311.0,165.0,756.0,331.0,269.0,611.0,49.0,92.0,6.0,,2015.0
1414,Santa Cruz (OM),SANTA CRUZ,132.0,598.0,2558.0,2334.0,2641.0,4.0,356.0,230.0,178.0,,22.0,2.0,,2015.0
1415,Santa Cruz (ZA),SANTA CRUZ,761.0,1060.0,5707.0,5025.0,313.0,230.0,325.0,22.0,6.0,135.0,273.0,8.0,,2015.0
1416,Santa Elena,,,,,,,,,,,,,,,
1417,Santa Fe (CU),SANTA FE,820.0,1957.0,314.0,1165.0,45.0,1491.0,5.0,,558.0,424.0,,,,2015.0
1418,Santa Fe (LE),SANTA FE,145.0,2154.0,129.0,912.0,23.0,1293.0,22.0,43.0,1.0,3.0,16.0,,,2015.0
1419,Santa Fe (NV),SANTA FE,1483.0,507.0,71.0,99.0,22.0,5.0,653.0,897.0,1.0,,20.0,,,2015.0
1420,Santa Fe (RN),SANTA FE,265.0,426.0,730.0,1702.0,116.0,318.0,74.0,13.0,12.0,22.0,32.0,1.0,,2015.0
1421,Santa Ignacia,SANTA IGNACIA,1933.0,95.0,5337.0,3415.0,428.0,4.0,28.0,1.0,,63.0,211.0,4.0,,2015.0
1422,Santa Josefa,SANTA JOSEFA,463.0,948.0,85.0,851.0,684.0,719.0,792.0,401.0,113.0,707.0,95.0,2.0,,2015.0
1423,Santa Lucia,SANTA LUCIA,701.0,72.0,2896.0,1680.0,377.0,25.0,106.0,1.0,1.0,3.0,67.0,1.0,,2015.0
1424,Santa Magdalena,,,,,,,,,,,,,,,
1425,Santa Marcela,SANTA MARCELA,14.0,76.0,394.0,755.0,53.0,1800.0,2.0,1.0,,5.0,28.0,,,2015.0
1426,Santa Margarita,SANTA MARGARITA,422.0,3498.0,60.0,874.0,39.0,87.0,479.0,8.0,68.0,269.0,29.0,,,2015.0
1427,Santa Maria (BU),SANTA MARIA,32087.0,4358.0,7794.0,7070.0,110.0,370.0,75.0,7.0,1.0,201.0,6133.0,151.0,,2015.0
1428,Santa Maria (DS),SANTA MARIA,821.0,882.0,1030.0,7224.0,487.0,607.0,1583.0,822.0,166.0,,6.0,10.0,,2015.0
1429,Santa Maria (IS),SANTA MARIA,267.0,16.0,739.0,773.0,4663.0,37.0,49.0,,4.0,2.0,394.0,,,2015.0
1430,Santa Maria (IA),SANTA MARIA,251.0,40.0,954.0,1290.0,6.0,2202.0,107.0,,,,5.0,5.0,,2015.0
1431,Santa Maria (LA),SANTA MARIA,2299.0,2542.0,235.0,1442.0,3.0,132.0,521.0,120.0,1.0,,13.0,,,2015.0
1432,Santa Maria (PS),SANTA MARIA,3006.0,481.0,2598.0,1369.0,6.0,5.0,,,,,24.0,2.0,,2015.0
1433,Santa Maria (Imelda),SANTA MARIA (IMELDA),1250.0,233.0,45.0,169.0,4.0,14.0,125.0,11.0,21.0,,8.0,,,2015.0
1434,Santa Monica,SANTA MONICA (SAPAO),1138.0,537.0,106.0,40.0,19.0,4.0,2.0,,136.0,,4.0,,,2015.0
1435,Santander,SANTANDER,2855.0,1101.0,7.0,40.0,7.0,125.0,24.0,10.0,68.0,3.0,15.0,1.0,,2015.0
1436,Santa Praxedes,SANTA PRAXEDES,494.0,2.0,17.0,81.0,21.0,19.0,299.0,39.0,8.0,,,,,2015.0
1437,Santa Rita (PA),SANTA RITA,3952.0,193.0,3082.0,1297.0,26.0,20.0,51.0,1.0,,8.0,332.0,102.0,,2015.0
1438,Santa Rita (WS),SANTA RITA,76.0,2979.0,549.0,2478.0,36.0,2342.0,55.0,14.0,53.0,209.0,74.0,,,2015.0
1439,Santa Rosa (LA),CITY OF SANTA ROSA,57589.0,9653.0,9254.0,11126.0,1744.0,842.0,379.0,5.0,39.0,730.0,10004.0,20.0,,2015.0
1440,Santa Rosa (NE),SANTA ROSA,9113.0,721.0,2970.0,2622.0,266.0,8.0,14.0,,1.0,1.0,62.0,7.0,,2015.0
1441,Santa Teresita (BS),SANTA TERESITA,3932.0,265.0,75.0,3.0,21.0,,,,,13.0,,,,2015.0
1442,Santa Teresita (CG),SANTA TERESITA,149.0,69.0,1525.0,1753.0,76.0,467.0,90.0,26.0,104.0,,23.0,1.0,,2015.0
1443,Santo Domingo (AY),,,,,,,,,,,,,,,
1444,Santo Domingo (IS),SANTO DOMINGO,564.0,125.0,271.0,27.0,5661.0,12.0,1.0,,,1.0,115.0,,,2015.0
1445,Santo Domingo (NE),SANTO DOMINGO,4893.0,930.0,4448.0,3593.0,204.0,2.0,14.0,2.0,,1.0,16.0,,,2015.0
1446,Santol,SANTOL,427.0,46.0,438.0,359.0,4.0,133.0,1232.0,133.0,4.0,5.0,8.0,,,2015.0
1447,Santo Nino (CG),SANTO NIÑO (FAIRE),313.0,81.0,631.0,1701.0,149.0,3369.0,120.0,170.0,58.0,5.0,44.0,,,2015.0
1448,Santo Nino (WS),SANTO NI-O,131.0,2157.0,8.0,437.0,,4.0,2.0,1.0,2.0,,,,,2015.0
1449,Santo Nino (SC),SANTO NIÑO,2159.0,599.0,3909.0,2509.0,212.0,45.0,90.0,10.0,1.0,57.0,128.0,,,2015.0
1450,Santo Tomas (BS),SANTO TOMAS,33816.0,4846.0,468.0,1927.0,48.0,29.0,602.0,457.0,120.0,65.0,248.0,3.0,,2015.0
1451,Santo Tomas (DN),SANTO TOMAS,10616.0,2050.0,4161.0,4983.0,522.0,2047.0,164.0,172.0,280.0,1056.0,240.0,,,2015.0
1452,Santo Tomas (IA),SANTO TOMAS,163.0,13.0,2088.0,2552.0,123.0,30.0,,,,,9.0,2.0,,2015.0
1453,Santo Tomas (LU),SANTO TOMAS,546.0,1000.0,1897.0,3864.0,265.0,235.0,235.0,5.0,,468.0,479.0,2.0,,2015.0
1454,Santo Tomas (PA),SANTO TOMAS,8609.0,261.0,17.0,19.0,22.0,17.0,,1.0,,1.0,265.0,2.0,,2015.0
1455,Santo Tomas (PS),SANTO TOMAS,642.0,287.0,1025.0,1334.0,,,,,,1.0,62.0,23.0,,2015.0
1456,Sual,SUAL,525.0,144.0,2370.0,4226.0,165.0,40.0,182.0,26.0,14.0,,165.0,2.0,,2015.0
1457,Subic,SUBIC,12482.0,2415.0,1744.0,4275.0,84.0,62.0,2829.0,39.0,11.0,183.0,875.0,15.0,,2015.0
1458,Sudipen,SUDIPEN,434.0,446.0,982.0,1117.0,78.0,13.0,576.0,138.0,2.0,1.0,22.0,1.0,,2015.0
1459,Sugbongcogon,SUGBONGCOGON,555.0,1351.0,4.0,1.0,,,,,,,3.0,,,2015.0
1460,Sugpon,SUGPON,11.0,1.0,,1.0,90.0,,806.0,63.0,,,,,,2015.0
1461,Sulat,SULAT,624.0,1035.0,276.0,1373.0,12.0,150.0,82.0,91.0,19.0,,15.0,,,2015.0
1462,Sulop,SULOP,2157.0,1471.0,678.0,2842.0,63.0,1126.0,203.0,7.0,9.0,28.0,22.0,,,2015.0
