,name,city,bldg_type,Occupied Housing Units,Number of Households*,Household Population*,Average Household Size,Ratio of Households to Occupied Housing Units,Ratio of Household Population to Occupied Housing Units,year
3592,Gumaca,GUMACA,Duplex,1434.0,1515.0,5755.0,3.8,1.06,4.01,2015.0
3593,Gumaca,GUMACA,Multi-unit residential,768.0,811.0,2862.0,3.53,1.06,3.73,2015.0
3594,Gumaca,GUMACA,Commercial/industrial/agricultural,23.0,25.0,101.0,4.04,1.09,4.39,2015.0
3595,Gumaca,GUMACA,Institutional living quarter,,,,,,,2015.0
3596,Gumaca,GUMACA,Others,,,,,,,2015.0
3597,Gumaca,GUMACA,Not Reported,14.0,20.0,77.0,3.85,1.43,5.5,2015.0
3598,Gutalac,GUTALAC,Single house,7409.0,7429.0,33946.0,4.57,1.0,4.58,2015.0
3599,Gutalac,GUTALAC,Duplex,86.0,87.0,397.0,4.56,1.01,4.62,2015.0
3600,Gutalac,GUTALAC,Multi-unit residential,17.0,17.0,57.0,3.35,1.0,3.35,2015.0
3601,Gutalac,GUTALAC,Commercial/industrial/agricultural,43.0,43.0,215.0,5.0,1.0,5.0,2015.0
3602,Gutalac,GUTALAC,Institutional living quarter,,,,,,,2015.0
3603,Gutalac,GUTALAC,Others,,,,,,,2015.0
3604,Gutalac,GUTALAC,Not Reported,7.0,8.0,37.0,4.63,1.14,5.29,2015.0
3605,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Single house,2693.0,2890.0,18905.0,6.54,1.07,7.02,2015.0
3606,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Duplex,26.0,28.0,196.0,7.0,1.08,7.54,2015.0
3607,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Multi-unit residential,10.0,10.0,67.0,6.7,1.0,6.7,2015.0
3608,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Commercial/industrial/agricultural,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
3609,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Institutional living quarter,,,,,,,2015.0
3610,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Others,,,,,,,2015.0
3611,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,Not Reported,17.0,19.0,136.0,7.16,1.12,8.0,2015.0
3612,Hadji Muhtamad,HADJI MUHTAMAD,Single house,3908.0,3943.0,24999.0,6.34,1.01,6.4,2015.0
3613,Hadji Muhtamad,HADJI MUHTAMAD,Duplex,6.0,6.0,35.0,5.83,1.0,5.83,2015.0
3614,Hadji Muhtamad,HADJI MUHTAMAD,Multi-unit residential,,,,,,,2015.0
3615,Hadji Muhtamad,HADJI MUHTAMAD,Commercial/industrial/agricultural,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
3616,Hadji Muhtamad,HADJI MUHTAMAD,Institutional living quarter,,,,,,,2015.0
3617,Hadji Muhtamad,HADJI MUHTAMAD,Others,,,,,,,2015.0
3618,Hadji Muhtamad,HADJI MUHTAMAD,Not Reported,6.0,6.0,45.0,7.5,1.0,7.5,2015.0
3619,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Single house,1082.0,1082.0,6328.0,5.85,1.0,5.85,2015.0
3620,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Duplex,,,,,,,2015.0
3621,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Multi-unit residential,,,,,,,2015.0
3622,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Commercial/industrial/agricultural,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
3623,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Institutional living quarter,,,,,,,2015.0
3624,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Others,,,,,,,2015.0
3625,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),Not Reported,8.0,8.0,40.0,5.0,1.0,5.0,2015.0
3626,Hagonoy (BU),HAGONOY,Single house,21321.0,22474.0,97585.0,4.34,1.05,4.58,2015.0
3627,Hagonoy (BU),HAGONOY,Duplex,4350.0,4532.0,18915.0,4.17,1.04,4.35,2015.0
3628,Hagonoy (BU),HAGONOY,Multi-unit residential,3080.0,3173.0,13093.0,4.13,1.03,4.25,2015.0
3629,Hagonoy (BU),HAGONOY,Commercial/industrial/agricultural,8.0,8.0,28.0,3.5,1.0,3.5,2015.0
3630,Hagonoy (BU),HAGONOY,Institutional living quarter,,,,,,,2015.0
3631,Hagonoy (BU),HAGONOY,Others,3.0,3.0,17.0,5.67,1.0,5.67,2015.0
3632,Hagonoy (BU),HAGONOY,Not Reported,11.0,18.0,83.0,4.61,1.64,7.55,2015.0
3633,Hagonoy (DS),HAGONOY,Single house,12116.0,12296.0,50031.0,4.07,1.01,4.13,2015.0
3634,Hagonoy (DS),HAGONOY,Duplex,570.0,587.0,2152.0,3.67,1.03,3.78,2015.0
3635,Hagonoy (DS),HAGONOY,Multi-unit residential,284.0,288.0,1016.0,3.53,1.01,3.58,2015.0
3636,Hagonoy (DS),HAGONOY,Commercial/industrial/agricultural,9.0,9.0,26.0,2.89,1.0,2.89,2015.0
3637,Hagonoy (DS),HAGONOY,Institutional living quarter,,,,,,,2015.0
3638,Hagonoy (DS),HAGONOY,Others,,,,,,,2015.0
3639,Hagonoy (DS),HAGONOY,Not Reported,17.0,18.0,70.0,3.89,1.06,4.12,2015.0
3640,Hamtic,HAMTIC,Single house,10340.0,10372.0,47937.0,4.62,1.0,4.64,2015.0
3641,Hamtic,HAMTIC,Duplex,132.0,134.0,559.0,4.17,1.02,4.23,2015.0
3642,Hamtic,HAMTIC,Multi-unit residential,18.0,18.0,61.0,3.39,1.0,3.39,2015.0
3643,Hamtic,HAMTIC,Commercial/industrial/agricultural,6.0,6.0,23.0,3.83,1.0,3.83,2015.0
3644,Hamtic,HAMTIC,Institutional living quarter,,,,,,,2015.0
3645,Hamtic,HAMTIC,Others,,,,,,,2015.0
3646,Hamtic,HAMTIC,Not Reported,5.0,5.0,12.0,2.4,1.0,2.4,2015.0
3647,Hermosa,HERMOSA,Single house,12687.0,12903.0,59297.0,4.6,1.02,4.67,2015.0
3648,Hermosa,HERMOSA,Duplex,907.0,914.0,3968.0,4.34,1.01,4.37,2015.0
3649,Hermosa,HERMOSA,Multi-unit residential,594.0,598.0,2421.0,4.05,1.01,4.08,2015.0
3650,Hermosa,HERMOSA,Commercial/industrial/agricultural,8.0,8.0,35.0,4.38,1.0,4.38,2015.0
3651,Hermosa,HERMOSA,Institutional living quarter,2.0,2.0,7.0,3.5,1.0,3.5,2015.0
3652,Hermosa,HERMOSA,Others,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
3653,Hermosa,HERMOSA,Not Reported,13.0,13.0,66.0,5.08,1.0,5.08,2015.0
3654,Hernani,HERNANI,Single house,1951.0,1959.0,8124.0,4.15,1.0,4.16,2015.0
3655,Hernani,HERNANI,Duplex,57.0,57.0,260.0,4.56,1.0,4.56,2015.0
3656,Hernani,HERNANI,Multi-unit residential,41.0,41.0,148.0,3.61,1.0,3.61,2015.0
3657,Hernani,HERNANI,Commercial/industrial/agricultural,3.0,3.0,10.0,3.33,1.0,3.33,2015.0
3658,Hernani,HERNANI,Institutional living quarter,,,,,,,2015.0
3659,Hernani,HERNANI,Others,,,,,,,2015.0
3660,Hernani,HERNANI,Not Reported,,,,,,,2015.0
3661,Hilongos,HILONGOS,Single house,13872.0,13901.0,61308.0,4.41,1.0,4.42,2015.0
3662,Hilongos,HILONGOS,Duplex,382.0,382.0,1615.0,4.23,1.0,4.23,2015.0
3663,Hilongos,HILONGOS,Multi-unit residential,97.0,97.0,365.0,3.76,1.0,3.76,2015.0
3664,Hilongos,HILONGOS,Commercial/industrial/agricultural,5.0,5.0,9.0,1.8,1.0,1.8,2015.0
3665,Hilongos,HILONGOS,Institutional living quarter,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
3666,Hilongos,HILONGOS,Others,,,,,,,2015.0
3667,Hilongos,HILONGOS,Not Reported,8.0,8.0,32.0,4.0,1.0,4.0,2015.0
3668,Himamaylan,CITY OF HIMAMAYLAN,Single house,23276.0,23720.0,99543.0,4.2,1.02,4.28,2015.0
3669,Himamaylan,CITY OF HIMAMAYLAN,Duplex,1606.0,1607.0,5909.0,3.68,1.0,3.68,2015.0
3670,Himamaylan,CITY OF HIMAMAYLAN,Multi-unit residential,328.0,328.0,1112.0,3.39,1.0,3.39,2015.0
3671,Himamaylan,CITY OF HIMAMAYLAN,Commercial/industrial/agricultural,3.0,3.0,6.0,2.0,1.0,2.0,2015.0
3672,Himamaylan,CITY OF HIMAMAYLAN,Institutional living quarter,2.0,2.0,9.0,4.5,1.0,4.5,2015.0
3673,Himamaylan,CITY OF HIMAMAYLAN,Others,,,,,,,2015.0
3674,Himamaylan,CITY OF HIMAMAYLAN,Not Reported,14.0,17.0,64.0,3.76,1.21,4.57,2015.0
3675,Hinabangan,HINABANGAN,Single house,2612.0,2622.0,12916.0,4.93,1.0,4.94,2015.0
3676,Hinabangan,HINABANGAN,Duplex,126.0,126.0,555.0,4.4,1.0,4.4,2015.0
3677,Hinabangan,HINABANGAN,Multi-unit residential,39.0,39.0,172.0,4.41,1.0,4.41,2015.0
3678,Hinabangan,HINABANGAN,Commercial/industrial/agricultural,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
3679,Hinabangan,HINABANGAN,Institutional living quarter,,,,,,,2015.0
3680,Hinabangan,HINABANGAN,Others,,,,,,,2015.0
3681,Hinabangan,HINABANGAN,Not Reported,3.0,3.0,10.0,3.33,1.0,3.33,2015.0
3682,Hinatuan,HINATUAN,Single house,8422.0,8533.0,38344.0,4.49,1.01,4.55,2015.0
3683,Hinatuan,HINATUAN,Duplex,250.0,255.0,1084.0,4.25,1.02,4.34,2015.0
3684,Hinatuan,HINATUAN,Multi-unit residential,64.0,64.0,254.0,3.97,1.0,3.97,2015.0
3685,Hinatuan,HINATUAN,Commercial/industrial/agricultural,14.0,15.0,86.0,5.73,1.07,6.14,2015.0
3686,Hinatuan,HINATUAN,Institutional living quarter,,,,,,,2015.0
3687,Hinatuan,HINATUAN,Others,,,,,,,2015.0
3688,Hinatuan,HINATUAN,Not Reported,,,,,,,2015.0
3689,Hindang,HINDANG,Single house,4833.0,4838.0,20287.0,4.19,1.0,4.2,2015.0
3690,Hindang,HINDANG,Duplex,146.0,146.0,598.0,4.1,1.0,4.1,2015.0
3691,Hindang,HINDANG,Multi-unit residential,9.0,9.0,35.0,3.89,1.0,3.89,2015.0
3692,Hindang,HINDANG,Commercial/industrial/agricultural,,,,,,,2015.0
3693,Hindang,HINDANG,Institutional living quarter,,,,,,,2015.0
3694,Hindang,HINDANG,Others,,,,,,,2015.0
3695,Hindang,HINDANG,Not Reported,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
3696,Hingyon,HINGYON,Single house,1972.0,1973.0,8933.0,4.53,1.0,4.53,2015.0
3697,Hingyon,HINGYON,Duplex,55.0,55.0,217.0,3.95,1.0,3.95,2015.0
3698,Hingyon,HINGYON,Multi-unit residential,17.0,17.0,73.0,4.29,1.0,4.29,2015.0
3699,Hingyon,HINGYON,Commercial/industrial/agricultural,,,,,,,2015.0
3700,Hingyon,HINGYON,Institutional living quarter,,,,,,,2015.0
3701,Hingyon,HINGYON,Others,,,,,,,2015.0
3702,Hingyon,HINGYON,Not Reported,,,,,,,2015.0
3703,Hinigaran,HINIGARAN,Single house,18858.0,19010.0,79591.0,4.19,1.01,4.22,2015.0
3704,Hinigaran,HINIGARAN,Duplex,1336.0,1339.0,5134.0,3.83,1.0,3.84,2015.0
3705,Hinigaran,HINIGARAN,Multi-unit residential,213.0,213.0,793.0,3.72,1.0,3.72,2015.0
3706,Hinigaran,HINIGARAN,Commercial/industrial/agricultural,4.0,4.0,20.0,5.0,1.0,5.0,2015.0
3707,Hinigaran,HINIGARAN,Institutional living quarter,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
3708,Hinigaran,HINIGARAN,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
3709,Hinigaran,HINIGARAN,Not Reported,8.0,9.0,44.0,4.89,1.13,5.5,2015.0
3710,Hinobaan,HINOBA-AN (ASIA),Single house,11983.0,12150.0,55261.0,4.55,1.01,4.61,2015.0
3711,Hinobaan,HINOBA-AN (ASIA),Duplex,258.0,260.0,1032.0,3.97,1.01,4.0,2015.0
3712,Hinobaan,HINOBA-AN (ASIA),Multi-unit residential,50.0,50.0,189.0,3.78,1.0,3.78,2015.0
3713,Hinobaan,HINOBA-AN (ASIA),Commercial/industrial/agricultural,59.0,60.0,235.0,3.92,1.02,3.98,2015.0
3714,Hinobaan,HINOBA-AN (ASIA),Institutional living quarter,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
3715,Hinobaan,HINOBA-AN (ASIA),Others,,,,,,,2015.0
3716,Hinobaan,HINOBA-AN (ASIA),Not Reported,17.0,17.0,79.0,4.65,1.0,4.65,2015.0
3717,Hinunangan,HINUNANGAN,Single house,6635.0,6648.0,28623.0,4.31,1.0,4.31,2015.0
3718,Hinunangan,HINUNANGAN,Duplex,262.0,264.0,1186.0,4.49,1.01,4.53,2015.0
3719,Hinunangan,HINUNANGAN,Multi-unit residential,27.0,27.0,118.0,4.37,1.0,4.37,2015.0
3720,Hinunangan,HINUNANGAN,Commercial/industrial/agricultural,,,,,,,2015.0
3721,Hinunangan,HINUNANGAN,Institutional living quarter,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
3722,Hinunangan,HINUNANGAN,Others,,,,,,,2015.0
3723,Hinunangan,HINUNANGAN,Not Reported,,,,,,,2015.0
3724,Hinundayan,HINUNDAYAN,Single house,2962.0,2979.0,11973.0,4.02,1.01,4.04,2015.0
3725,Hinundayan,HINUNDAYAN,Duplex,55.0,55.0,228.0,4.15,1.0,4.15,2015.0
3726,Hinundayan,HINUNDAYAN,Multi-unit residential,7.0,7.0,22.0,3.14,1.0,3.14,2015.0
3727,Hinundayan,HINUNDAYAN,Commercial/industrial/agricultural,9.0,9.0,31.0,3.44,1.0,3.44,2015.0
3728,Hinundayan,HINUNDAYAN,Institutional living quarter,3.0,3.0,16.0,5.33,1.0,5.33,2015.0
3729,Hinundayan,HINUNDAYAN,Others,,,,,,,2015.0
3730,Hinundayan,HINUNDAYAN,Not Reported,1.0,1.0,9.0,9.0,1.0,9.0,2015.0
3731,Hungduan,HUNGDUAN,Single house,1870.0,1872.0,9077.0,4.85,1.0,4.85,2015.0
3732,Hungduan,HUNGDUAN,Duplex,53.0,53.0,248.0,4.68,1.0,4.68,2015.0
3733,Hungduan,HUNGDUAN,Multi-unit residential,16.0,16.0,75.0,4.69,1.0,4.69,2015.0
3734,Hungduan,HUNGDUAN,Commercial/industrial/agricultural,,,,,,,2015.0
3735,Hungduan,HUNGDUAN,Institutional living quarter,,,,,,,2015.0
3736,Hungduan,HUNGDUAN,Others,,,,,,,2015.0
3737,Hungduan,HUNGDUAN,Not Reported,,,,,,,2015.0
3738,Iba,IBA (Capital),Single house,10192.0,10621.0,45034.0,4.24,1.04,4.42,2015.0
3739,Iba,IBA (Capital),Duplex,778.0,801.0,3170.0,3.96,1.03,4.07,2015.0
3740,Iba,IBA (Capital),Multi-unit residential,450.0,454.0,1706.0,3.76,1.01,3.79,2015.0
3741,Iba,IBA (Capital),Commercial/industrial/agricultural,19.0,20.0,68.0,3.4,1.05,3.58,2015.0
3742,Iba,IBA (Capital),Institutional living quarter,2.0,2.0,17.0,8.5,1.0,8.5,2015.0
3743,Iba,IBA (Capital),Others,4.0,4.0,13.0,3.25,1.0,3.25,2015.0
3744,Iba,IBA (Capital),Not Reported,5.0,7.0,30.0,4.29,1.4,6.0,2015.0
3745,Ibaan,IBAAN,Single house,11022.0,11311.0,49073.0,4.34,1.03,4.45,2015.0
3746,Ibaan,IBAAN,Duplex,540.0,550.0,2289.0,4.16,1.02,4.24,2015.0
3747,Ibaan,IBAAN,Multi-unit residential,434.0,437.0,1568.0,3.59,1.01,3.61,2015.0
3748,Ibaan,IBAAN,Commercial/industrial/agricultural,8.0,8.0,29.0,3.63,1.0,3.63,2015.0
3749,Ibaan,IBAAN,Institutional living quarter,,,,,,,2015.0
3750,Ibaan,IBAAN,Others,,,,,,,2015.0
3751,Ibaan,IBAAN,Not Reported,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
3752,Ibajay,IBAJAY,Single house,10658.0,10739.0,48310.0,4.5,1.01,4.53,2015.0
3753,Ibajay,IBAJAY,Duplex,230.0,233.0,1002.0,4.3,1.01,4.36,2015.0
3754,Ibajay,IBAJAY,Multi-unit residential,31.0,31.0,144.0,4.65,1.0,4.65,2015.0
3755,Ibajay,IBAJAY,Commercial/industrial/agricultural,5.0,5.0,22.0,4.4,1.0,4.4,2015.0
3756,Ibajay,IBAJAY,Institutional living quarter,,,,,,,2015.0
3757,Ibajay,IBAJAY,Others,,,,,,,2015.0
3758,Ibajay,IBAJAY,Not Reported,7.0,11.0,49.0,4.45,1.57,7.0,2015.0
3759,Igbaras,IGBARAS,Single house,6934.0,6946.0,31571.0,4.55,1.0,4.55,2015.0
3760,Igbaras,IGBARAS,Duplex,60.0,61.0,283.0,4.64,1.02,4.72,2015.0
3761,Igbaras,IGBARAS,Multi-unit residential,12.0,12.0,58.0,4.83,1.0,4.83,2015.0
3762,Igbaras,IGBARAS,Commercial/industrial/agricultural,3.0,3.0,6.0,2.0,1.0,2.0,2015.0
3763,Igbaras,IGBARAS,Institutional living quarter,,,,,,,2015.0
3764,Igbaras,IGBARAS,Others,,,,,,,2015.0
3765,Igbaras,IGBARAS,Not Reported,,,,,,,2015.0
3766,Iguig,IGUIG,Single house,5678.0,5786.0,26211.0,4.53,1.02,4.62,2015.0
3767,Iguig,IGUIG,Duplex,331.0,332.0,1346.0,4.05,1.0,4.07,2015.0
3768,Iguig,IGUIG,Multi-unit residential,59.0,59.0,258.0,4.37,1.0,4.37,2015.0
3769,Iguig,IGUIG,Commercial/industrial/agricultural,2.0,2.0,6.0,3.0,1.0,3.0,2015.0
3770,Iguig,IGUIG,Institutional living quarter,,,,,,,2015.0
3771,Iguig,IGUIG,Others,,,,,,,2015.0
3772,Iguig,IGUIG,Not Reported,,,,,,,2015.0
3773,Ilagan,ILAGAN City (Capital),Single house,30640.0,31379.0,132498.0,4.22,1.02,4.32,2015.0
3774,Ilagan,ILAGAN City (Capital),Duplex,2390.0,2421.0,9502.0,3.92,1.01,3.98,2015.0
3775,Ilagan,ILAGAN City (Capital),Multi-unit residential,804.0,813.0,3050.0,3.75,1.01,3.79,2015.0
3776,Ilagan,ILAGAN City (Capital),Commercial/industrial/agricultural,45.0,48.0,167.0,3.48,1.07,3.71,2015.0
3777,Ilagan,ILAGAN City (Capital),Institutional living quarter,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
3778,Ilagan,ILAGAN City (Capital),Others,3.0,3.0,11.0,3.67,1.0,3.67,2015.0
3779,Ilagan,ILAGAN City (Capital),Not Reported,4.0,4.0,16.0,4.0,1.0,4.0,2015.0
3780,Iligan,ILIGAN CITY,Single house,58797.0,60440.0,273367.0,4.52,1.03,4.65,2015.0
3781,Iligan,ILIGAN CITY,Duplex,7546.0,7698.0,32078.0,4.17,1.02,4.25,2015.0
3782,Iligan,ILIGAN CITY,Multi-unit residential,8082.0,8232.0,32735.0,3.98,1.02,4.05,2015.0
3783,Iligan,ILIGAN CITY,Commercial/industrial/agricultural,164.0,165.0,661.0,4.01,1.01,4.03,2015.0
3784,Iligan,ILIGAN CITY,Institutional living quarter,,,,,,,2015.0
3785,Iligan,ILIGAN CITY,Others,6.0,6.0,10.0,1.67,1.0,1.67,2015.0
3786,Iligan,ILIGAN CITY,Not Reported,52.0,52.0,206.0,3.96,1.0,3.96,2015.0
3787,Ilog,ILOG,Single house,12440.0,12805.0,56271.0,4.39,1.03,4.52,2015.0
3788,Ilog,ILOG,Duplex,180.0,180.0,758.0,4.21,1.0,4.21,2015.0
3789,Ilog,ILOG,Multi-unit residential,38.0,38.0,146.0,3.84,1.0,3.84,2015.0
3790,Ilog,ILOG,Commercial/industrial/agricultural,25.0,25.0,108.0,4.32,1.0,4.32,2015.0
3791,Ilog,ILOG,Institutional living quarter,2.0,2.0,8.0,4.0,1.0,4.0,2015.0
3792,Ilog,ILOG,Others,,,,,,,2015.0
3793,Ilog,ILOG,Not Reported,13.0,16.0,65.0,4.06,1.23,5.0,2015.0
3794,Iloilo,ILOILO CITY (Capital),Single house,74812.0,77949.0,373846.0,4.8,1.04,5.0,2015.0
3795,Iloilo,ILOILO CITY (Capital),Duplex,8033.0,8297.0,35941.0,4.33,1.03,4.47,2015.0
3796,Iloilo,ILOILO CITY (Capital),Multi-unit residential,8038.0,8211.0,32272.0,3.93,1.02,4.01,2015.0
3797,Iloilo,ILOILO CITY (Capital),Commercial/industrial/agricultural,339.0,369.0,1326.0,3.59,1.09,3.91,2015.0
3798,Iloilo,ILOILO CITY (Capital),Institutional living quarter,16.0,17.0,61.0,3.59,1.06,3.81,2015.0
3799,Iloilo,ILOILO CITY (Capital),Others,9.0,12.0,29.0,2.42,1.33,3.22,2015.0
3800,Iloilo,ILOILO CITY (Capital),Not Reported,240.0,245.0,1011.0,4.13,1.02,4.21,2015.0
3801,Imelda,IMELDA,Single house,5475.0,5506.0,24211.0,4.4,1.01,4.42,2015.0
3802,Imelda,IMELDA,Duplex,636.0,636.0,2396.0,3.77,1.0,3.77,2015.0
3803,Imelda,IMELDA,Multi-unit residential,309.0,311.0,978.0,3.14,1.01,3.17,2015.0
3804,Imelda,IMELDA,Commercial/industrial/agricultural,39.0,39.0,158.0,4.05,1.0,4.05,2015.0
3805,Imelda,IMELDA,Institutional living quarter,2.0,2.0,10.0,5.0,1.0,5.0,2015.0
3806,Imelda,IMELDA,Others,,,,,,,2015.0
3807,Imelda,IMELDA,Not Reported,46.0,46.0,173.0,3.76,1.0,3.76,2015.0
3808,Impasug-Ong,IMPASUG-ONG,Single house,9221.0,9339.0,45155.0,4.84,1.01,4.9,2015.0
3809,Impasug-Ong,IMPASUG-ONG,Duplex,344.0,347.0,1423.0,4.1,1.01,4.14,2015.0
3810,Impasug-Ong,IMPASUG-ONG,Multi-unit residential,132.0,133.0,489.0,3.68,1.01,3.7,2015.0
3811,Impasug-Ong,IMPASUG-ONG,Commercial/industrial/agricultural,22.0,22.0,116.0,5.27,1.0,5.27,2015.0
3812,Impasug-Ong,IMPASUG-ONG,Institutional living quarter,,,,,,,2015.0
3813,Impasug-Ong,IMPASUG-ONG,Others,,,,,,,2015.0
3814,Impasug-Ong,IMPASUG-ONG,Not Reported,15.0,17.0,70.0,4.12,1.13,4.67,2015.0
3815,Imus,IMUS CITY,Single house,58722.0,60075.0,252985.0,4.21,1.02,4.31,2015.0
3816,Imus,IMUS CITY,Duplex,7258.0,7526.0,30072.0,4.0,1.04,4.14,2015.0
3817,Imus,IMUS CITY,Multi-unit residential,29049.0,29560.0,118869.0,4.02,1.02,4.09,2015.0
3818,Imus,IMUS CITY,Commercial/industrial/agricultural,120.0,126.0,479.0,3.8,1.05,3.99,2015.0
3819,Imus,IMUS CITY,Institutional living quarter,7.0,7.0,30.0,4.29,1.0,4.29,2015.0
3820,Imus,IMUS CITY,Others,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
3821,Imus,IMUS CITY,Not Reported,77.0,78.0,207.0,2.65,1.01,2.69,2015.0
3822,Inabanga,INABANGA,Single house,9668.0,9778.0,45366.0,4.64,1.01,4.69,2015.0
3823,Inabanga,INABANGA,Duplex,92.0,92.0,372.0,4.04,1.0,4.04,2015.0
3824,Inabanga,INABANGA,Multi-unit residential,12.0,12.0,55.0,4.58,1.0,4.58,2015.0
3825,Inabanga,INABANGA,Commercial/industrial/agricultural,8.0,8.0,39.0,4.88,1.0,4.88,2015.0
3826,Inabanga,INABANGA,Institutional living quarter,,,,,,,2015.0
3827,Inabanga,INABANGA,Others,5.0,5.0,22.0,4.4,1.0,4.4,2015.0
3828,Inabanga,INABANGA,Not Reported,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
3829,Indanan,INDANAN,Single house,13535.0,13640.0,78725.0,5.77,1.01,5.82,2015.0
3830,Indanan,INDANAN,Duplex,167.0,168.0,903.0,5.38,1.01,5.41,2015.0
3831,Indanan,INDANAN,Multi-unit residential,9.0,9.0,55.0,6.11,1.0,6.11,2015.0
3832,Indanan,INDANAN,Commercial/industrial/agricultural,10.0,10.0,48.0,4.8,1.0,4.8,2015.0
3833,Indanan,INDANAN,Institutional living quarter,,,,,,,2015.0
3834,Indanan,INDANAN,Others,,,,,,,2015.0
3835,Indanan,INDANAN,Not Reported,127.0,127.0,660.0,5.2,1.0,5.2,2015.0
3836,Indang,INDANG,Single house,12697.0,12890.0,56955.0,4.42,1.02,4.49,2015.0
3837,Indang,INDANG,Duplex,1258.0,1274.0,5184.0,4.07,1.01,4.12,2015.0
3838,Indang,INDANG,Multi-unit residential,816.0,826.0,3181.0,3.85,1.01,3.9,2015.0
3839,Indang,INDANG,Commercial/industrial/agricultural,17.0,17.0,57.0,3.35,1.0,3.35,2015.0
3840,Indang,INDANG,Institutional living quarter,,,,,,,2015.0
3841,Indang,INDANG,Others,6.0,6.0,24.0,4.0,1.0,4.0,2015.0
3842,Indang,INDANG,Not Reported,3.0,3.0,18.0,6.0,1.0,6.0,2015.0
3843,Infanta (PS),INFANTA,Single house,5256.0,5289.0,23165.0,4.38,1.01,4.41,2015.0
3844,Infanta (PS),INFANTA,Duplex,256.0,260.0,1113.0,4.28,1.02,4.35,2015.0
3845,Infanta (PS),INFANTA,Multi-unit residential,59.0,59.0,247.0,4.19,1.0,4.19,2015.0
3846,Infanta (PS),INFANTA,Commercial/industrial/agricultural,5.0,5.0,17.0,3.4,1.0,3.4,2015.0
3847,Infanta (PS),INFANTA,Institutional living quarter,1.0,1.0,9.0,9.0,1.0,9.0,2015.0
3848,Infanta (PS),INFANTA,Others,,,,,,,2015.0
3849,Infanta (PS),INFANTA,Not Reported,7.0,7.0,33.0,4.71,1.0,4.71,2015.0
3850,Infanta (QN),INFANTA,Single house,14387.0,14534.0,61805.0,4.25,1.01,4.3,2015.0
3851,Infanta (QN),INFANTA,Duplex,1258.0,1301.0,5006.0,3.85,1.03,3.98,2015.0
3852,Infanta (QN),INFANTA,Multi-unit residential,544.0,584.0,2053.0,3.52,1.07,3.77,2015.0
3853,Infanta (QN),INFANTA,Commercial/industrial/agricultural,6.0,10.0,26.0,2.6,1.67,4.33,2015.0
3854,Infanta (QN),INFANTA,Institutional living quarter,2.0,2.0,6.0,3.0,1.0,3.0,2015.0
3855,Infanta (QN),INFANTA,Others,,,,,,,2015.0
3856,Infanta (QN),INFANTA,Not Reported,12.0,18.0,76.0,4.22,1.5,6.33,2015.0
3857,Initao,INITAO,Single house,7068.0,7254.0,30991.0,4.27,1.03,4.38,2015.0
3858,Initao,INITAO,Duplex,198.0,206.0,827.0,4.01,1.04,4.18,2015.0
3859,Initao,INITAO,Multi-unit residential,90.0,90.0,315.0,3.5,1.0,3.5,2015.0
3860,Initao,INITAO,Commercial/industrial/agricultural,4.0,4.0,22.0,5.5,1.0,5.5,2015.0
3861,Initao,INITAO,Institutional living quarter,,,,,,,2015.0
3862,Initao,INITAO,Others,,,,,,,2015.0
3863,Initao,INITAO,Not Reported,1.0,1.0,4.0,4.0,1.0,4.0,2015.0
3864,Inopacan,INOPACAN,Single house,4684.0,4696.0,19691.0,4.19,1.0,4.2,2015.0
3865,Inopacan,INOPACAN,Duplex,186.0,186.0,737.0,3.96,1.0,3.96,2015.0
