,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
1756,Balanga,4.3,18.2,3.0,5.6,2012
1757,Balangiga,40.6,9.3,34.3,46.8,2012
1758,Balangkayan,51.8,7.4,45.5,58.1,2012
1759,Balaoan,12.1,15.8,8.9,15.2,2012
1760,Balasan,24.1,12.8,19.0,29.2,2012
1761,Balatan,51.5,5.9,46.5,56.5,2012
1762,Balayan,8.7,10.1,7.3,10.2,2012
1763,Balbalan,33.9,19.6,23.0,44.8,2012
1764,Baleno,43.2,6.5,38.6,47.9,2012
1765,Baler,10.0,16.3,7.3,12.7,2012
1766,Balete (AK),25.6,18.7,17.7,33.5,2012
1767,Balete (BS),10.6,9.7,8.9,12.3,2012
1768,Baliangao,49.6,7.9,43.2,56.0,2012
1769,Baliguian,62.9,6.3,56.4,69.4,2012
1770,Balilihan,31.3,8.1,27.2,35.4,2012
1771,Balindong,63.6,9.1,54.0,73.1,2012
1772,Balingasag,37.7,10.8,31.0,44.4,2012
1773,Balingoan,33.3,17.8,23.5,43.0,2012
1774,Baliwag,5.4,15.3,4.0,6.7,2012
1775,Ballesteros,17.9,13.8,13.8,22.0,2012
1776,Baloi,52.8,10.6,43.6,61.9,2012
1777,Balud,46.7,6.7,41.5,51.8,2012
1778,Balungao,12.2,18.2,8.6,15.9,2012
1779,Bamban,4.6,27.8,2.5,6.7,2012
1780,Bambang,10.3,14.1,7.9,12.7,2012
1781,Banate,24.2,14.2,18.5,29.8,2012
1782,Banaue,30.8,14.2,23.6,38.0,2012
1783,Banaybanay,34.2,13.1,26.8,41.6,2012
1784,Banayoyo,23.1,15.8,17.1,29.1,2012
1785,Banga (AK),11.3,17.6,8.0,14.6,2012
1786,Banga (SC),30.9,12.4,24.5,37.2,2012
1787,Bangar,14.9,14.4,11.4,18.5,2012
1788,Bangued,10.9,26.6,6.1,15.6,2012
1789,Bangui,10.6,19.1,7.3,13.9,2012
1790,Bani,17.6,14.1,13.5,21.6,2012
1791,Banisilan,45.4,10.5,37.6,53.3,2012
1792,Banna,21.3,15.4,15.9,26.7,2012
1793,Bansalan,23.7,12.3,18.9,28.5,2012
1794,Bansud,19.9,15.6,14.8,25.0,2012
1795,Bantay,15.7,16.5,11.4,19.9,2012
1796,Bantayan Island,36.0,7.0,31.9,40.2,2012
1797,Banton,30.7,13.1,24.1,37.2,2012
1798,Baras (CT),32.0,7.7,27.9,36.0,2012
1799,Baras (RL),9.1,27.8,5.0,13.3,2012
1800,Barbaza,23.4,12.5,18.6,28.2,2012
1801,Barcelona,29.4,7.8,25.6,33.1,2012
1802,Barili,26.4,8.4,22.8,30.1,2012
1803,Barira,43.7,15.8,32.3,55.1,2012
1804,Barlig,16.7,23.6,10.2,23.1,2012
1805,Barobo,30.5,12.8,24.1,36.9,2012
1806,Barotac Nuevo,17.6,11.0,14.4,20.8,2012
1807,Barotac Viejo,25.4,12.0,20.4,30.4,2012
1808,Baroy,44.6,8.2,38.5,50.6,2012
1809,Barugo,37.4,6.8,33.2,41.6,2012
1810,Basay,46.4,10.1,38.7,54.2,2012
1811,Basco,16.9,19.3,11.5,22.2,2012
1812,Basey,34.8,6.4,31.2,38.4,2012
1813,Basilisa,54.7,10.2,45.5,63.8,2012
1814,Basista,11.6,21.1,7.6,15.6,2012
1815,Basud (CN),25.1,12.3,20.0,30.2,2012
1816,Batac,10.9,13.0,8.6,13.2,2012
1817,Batad,34.5,14.4,26.4,42.7,2012
1818,Batan,23.3,15.8,17.2,29.3,2012
1819,Batangas,3.6,19.9,2.4,4.8,2012
1820,Bataraza,30.6,10.2,25.5,35.7,2012
1821,Bato (CS),40.3,6.3,36.1,44.5,2012
1822,Bato (CT),23.5,9.3,19.9,27.2,2012
1823,Bato (LE),40.0,6.5,35.7,44.3,2012
1824,Batuan (BL),32.3,9.2,27.4,37.2,2012
1825,Batuan (MS),46.1,8.2,39.9,52.3,2012
1826,Bauan,4.3,22.9,2.7,5.9,2012
1827,Bauang,6.0,20.8,3.9,8.0,2012
1828,Bauko,21.1,17.8,14.9,27.3,2012
1829,Baungon,46.2,12.0,37.0,55.3,2012
1830,Bautista,10.0,23.2,6.2,13.8,2012
1831,Bay,3.2,16.1,2.4,4.1,2012
1832,Bayabas,28.7,17.0,20.7,36.8,2012
1833,Bayambang,19.5,10.0,16.3,22.7,2012
1834,Bayang,69.8,8.1,60.5,79.1,2012
1835,Bayawan,37.4,6.9,33.2,41.6,2012
1836,Baybay,27.7,7.4,24.3,31.1,2012
1837,Bayog,44.5,7.2,39.2,49.7,2012
1838,Bayombong,8.7,14.8,6.6,10.9,2012
1839,Bayugan,35.9,7.3,31.5,40.2,2012
1840,Belison,11.2,31.2,5.4,16.9,2012
1841,Benito Soliven,23.6,9.3,20.0,27.2,2012
1842,Besao,16.3,22.3,10.3,22.3,2012
1843,Bien Unido,48.8,7.3,43.0,54.6,2012
1844,Bilar,22.6,11.0,18.5,26.6,2012
1845,Biliran,32.7,10.1,27.2,38.1,2012
1846,Binalbagan,16.6,18.9,11.4,21.7,2012
1847,Binalonan,7.8,21.0,5.1,10.5,2012
1848,Binangonan,6.1,17.8,4.3,7.9,2012
1849,Bindoy,55.8,7.0,49.3,62.2,2012
1850,Bingawan,26.3,17.5,18.7,33.9,2012
1851,Binidayan,63.9,8.1,55.3,72.4,2012
1852,Binmaley,7.5,16.1,5.5,9.4,2012
1853,Binuangan,28.7,24.3,17.2,40.2,2012
1854,Biri,55.4,9.9,46.4,64.4,2012
1855,Bislig,20.6,16.8,14.9,26.3,2012
1856,Binan,7.9,12.4,6.3,9.5,2012
1857,Boac,7.5,21.2,4.9,10.1,2012
1858,Bobon,40.1,7.8,35.0,45.3,2012
1859,Bocaue,4.2,23.0,2.6,5.8,2012
1860,Bogo,20.2,12.0,16.2,24.1,2012
1861,Bokod,9.2,33.4,4.1,14.2,2012
1862,Bolinao,12.5,18.0,8.8,16.2,2012
1863,Boliney,66.0,11.5,53.5,78.4,2012
1864,Boljoon,33.6,12.3,26.8,40.4,2012
1865,Bombon,27.2,16.6,19.7,34.6,2012
1866,Bongabon,16.5,9.2,14.0,19.0,2012
1867,Bongabong,25.1,10.0,21.0,29.3,2012
1868,Bongao,41.7,16.1,30.7,52.7,2012
1869,Bonifacio,51.8,8.6,44.5,59.1,2012
1870,Bontoc (MP),10.9,25.6,6.3,15.4,2012
1871,Bontoc (SL),39.8,6.3,35.7,44.0,2012
1872,Borbon,27.4,11.6,22.2,32.7,2012
1873,Borongan,26.0,7.4,22.8,29.1,2012
1874,Boston,27.6,17.7,19.5,35.6,2012
1875,Botolan,23.7,9.1,20.2,27.3,2012
1876,Braulio E. Dujali,29.4,20.0,19.7,39.0,2012
1877,Brooke's Point,27.0,10.7,22.2,31.7,2012
1878,Buadiposo-Buntong,52.8,11.1,43.2,62.5,2012
1879,Bubong,52.9,13.9,40.8,65.0,2012
1880,Bucay,37.6,15.3,28.2,47.1,2012
1881,Bucloc,42.1,20.7,27.8,56.4,2012
1882,Buenavista (AN),30.8,10.0,25.7,35.8,2012
1883,Buenavista (BL),45.5,6.0,40.9,50.0,2012
1884,Buenavista (GS),16.3,13.6,12.6,19.9,2012
1885,Buenavista (ME),22.1,15.5,16.5,27.8,2012
1886,Buenavista (QN),46.6,9.5,39.3,53.9,2012
1887,Bugallon,15.2,14.1,11.6,18.7,2012
1888,Bugasong,22.5,12.6,17.8,27.2,2012
1889,Buguey,18.6,10.6,15.3,21.8,2012
1890,Buguias,13.1,25.5,7.6,18.5,2012
1891,Buhi,34.1,6.1,30.6,37.5,2012
1892,Bula,41.3,5.3,37.7,44.9,2012
1893,Bulakan,5.7,18.8,3.9,7.5,2012
1894,Bulalacao,40.0,8.9,34.1,45.8,2012
1895,Bulan,32.7,5.3,29.8,35.5,2012
1896,Buldon,65.1,11.6,52.7,77.6,2012
1897,Buluan,71.7,13.4,55.8,87.5,2012
1898,Bulusan,30.8,7.4,27.0,34.6,2012
1899,Bunawan,39.1,11.2,31.9,46.3,2012
1900,Burauen,36.7,5.2,33.6,39.8,2012
1901,Burdeos,50.8,12.2,40.6,60.9,2012
1902,Burgos (IN),13.6,19.4,9.3,18.0,2012
1903,Burgos (IS),31.6,13.3,24.7,38.5,2012
1904,Burgos (IA),14.0,18.1,9.8,18.2,2012
1905,Burgos (LU),16.7,21.6,10.8,22.6,2012
1906,Burgos (PS),9.5,30.6,4.7,14.2,2012
1907,Burgos (SN),40.4,13.9,31.1,49.6,2012
1908,Buruanga,18.5,17.9,13.1,24.0,2012
1909,Bustos,5.9,18.6,4.1,7.7,2012
1910,Busuanga,34.9,9.9,29.2,40.6,2012
1911,Butig,58.9,9.8,49.5,68.4,2012
1912,Butuan,18.7,10.0,15.6,21.7,2012
1913,Buug,30.5,3.1,29.0,32.0,2012
1914,Caba,8.5,29.5,4.4,12.7,2012
1915,Cabadbaran,24.9,9.4,21.0,28.7,2012
1916,Cabagan,19.3,12.1,15.5,23.2,2012
1917,Cabanatuan,10.6,8.4,9.1,12.1,2012
1918,Cabangan,17.3,9.8,14.5,20.1,2012
1919,Cabanglasan,59.3,9.0,50.5,68.1,2012
1920,Cabarroguis,15.2,14.9,11.5,18.9,2012
1921,Cabatuan (IO),15.9,10.5,13.1,18.6,2012
1922,Cabatuan (IA),14.2,15.0,10.7,17.6,2012
1923,Cabiao,15.2,12.9,12.0,18.4,2012
1924,Cabucgayan,38.5,9.3,32.7,44.4,2012
1925,Cabugao,22.5,11.0,18.4,26.5,2012
1926,Cabusao,33.6,10.4,27.9,39.3,2012
1927,Cabuyao,11.0,10.9,9.1,13.0,2012
1928,Cadiz,24.7,15.2,18.5,30.8,2012
1929,Cagayancillo,22.5,20.6,14.9,30.2,2012
1930,Cagayan De Oro,7.7,22.5,4.9,10.6,2012
1931,Cagdianao,54.2,9.4,45.8,62.6,2012
1932,Cagwait,23.8,16.4,17.4,30.2,2012
1933,Caibiran,36.3,7.9,31.6,41.0,2012
1934,Cainta,0.7,84.8,0.0,1.6,2012
1935,Cajidiocan,38.1,11.5,30.9,45.4,2012
1936,Calabanga,33.4,6.0,30.1,36.7,2012
1937,Calaca,20.0,15.0,15.0,24.9,2012
1938,Calamba (LA),3.4,20.2,2.3,4.6,2012
1939,Calamba (MC),27.1,14.2,20.8,33.4,2012
1940,Calanasan,62.6,12.0,50.2,75.0,2012
1941,Calanogas,72.5,8.5,62.3,82.7,2012
1942,Calapan,7.1,20.7,4.7,9.5,2012
1943,Calape,25.4,9.8,21.3,29.5,2012
1944,Calasiao,9.9,18.7,6.8,12.9,2012
1945,Calatagan,24.0,15.1,18.0,29.9,2012
1946,Calatrava (NO),33.0,11.4,26.8,39.2,2012
1947,Calatrava (RN),35.5,14.0,27.3,43.6,2012
1948,Calauag,28.1,11.8,22.7,33.6,2012
1949,Calauan,13.0,25.7,7.5,18.5,2012
1950,Calayan,47.4,10.9,38.9,55.9,2012
1951,Calbayog,24.9,6.3,22.3,27.4,2012
1952,Calbiga,37.4,7.6,32.8,42.1,2012
1953,Calinog,27.0,9.7,22.7,31.3,2012
1954,Calintaan,31.1,12.9,24.5,37.6,2012
1955,Caloocan,2.8,19.4,1.9,3.7,2012
1956,Calubian,46.2,4.9,42.5,49.9,2012
1957,Calumpit,5.2,17.6,3.7,6.7,2012
1958,Caluya,24.7,16.9,17.8,31.6,2012
1959,Camalaniugan,17.1,10.1,14.2,19.9,2012
1960,Camalig,29.3,7.4,25.7,32.9,2012
1961,Camaligan,18.5,16.4,13.5,23.4,2012
1962,Camiling,9.5,8.3,8.2,10.8,2012
1963,Canaman,24.2,8.9,20.7,27.8,2012
1964,Can-Avid,44.7,5.3,40.8,48.7,2012
1965,Candaba,6.6,13.9,5.1,8.1,2012
1966,Candelaria (QN),12.8,20.5,8.5,17.1,2012
1967,Candelaria (ZA),15.8,10.0,13.2,18.3,2012
1968,Candijay,34.5,7.9,30.0,39.0,2012
1969,Candon,14.1,12.4,11.2,17.0,2012
1970,Candoni,29.4,14.9,22.2,36.6,2012
1971,Canlaon,42.3,10.1,35.3,49.3,2012
1972,Cantilan,17.6,14.0,13.5,21.6,2012
1973,Caoayan,15.2,17.1,10.9,19.5,2012
1974,Capalonga,40.9,11.6,33.1,48.7,2012
1975,Capas,14.3,11.6,11.5,17.0,2012
1976,Capoocan,44.4,7.7,38.8,50.0,2012
1977,Capul,45.2,8.2,39.2,51.3,2012
1978,Caraga,51.6,10.2,42.9,60.3,2012
1979,Caramoan,46.2,5.0,42.5,50.0,2012
1980,Caramoran,40.8,6.8,36.2,45.3,2012
1981,Carasi,16.1,41.3,5.1,27.0,2012
1982,Carcar,17.0,14.2,13.0,21.0,2012
1983,Cardona,9.2,25.9,5.3,13.2,2012
1984,Carigara,34.7,6.5,31.0,38.5,2012
1985,Carles,35.8,9.8,30.0,41.6,2012
1986,Carmen (AN),37.7,12.5,29.9,45.4,2012
1987,Carmen (BL),38.4,7.6,33.6,43.2,2012
1988,Carmen (CU),20.0,12.0,16.0,23.9,2012
1989,Carmen (NC),56.4,7.3,49.6,63.2,2012
1990,Carmen (DN),26.7,13.9,20.6,32.8,2012
1991,Carmen (SS),24.6,17.9,17.4,31.8,2012
1992,Carmona,3.0,19.0,2.1,3.9,2012
1993,Carranglan,28.8,8.0,25.0,32.6,2012
1994,Carrascal,26.4,13.8,20.4,32.4,2012
1995,Casiguran (AU),18.4,9.3,15.6,21.3,2012
1996,Casiguran (SO),28.7,8.3,24.8,32.6,2012
1997,Castilla,42.2,6.5,37.7,46.7,2012
1998,Castillejos,7.8,17.4,5.5,10.0,2012
1999,Cataingan,40.9,6.8,36.3,45.4,2012
2000,Catanauan,30.6,9.8,25.6,35.5,2012
2001,Catarman (CM),43.9,11.3,35.7,52.1,2012
2002,Catarman (NS),34.8,5.8,31.5,38.2,2012
2003,Catbalogan,17.9,10.9,14.7,21.1,2012
2004,Cateel,28.8,12.9,22.7,34.9,2012
2005,Catigbian,37.0,8.2,32.0,42.0,2012
2006,Catmon,27.5,9.4,23.2,31.7,2012
2007,Catubig,54.2,4.4,50.3,58.1,2012
2008,Cauayan (IA),17.3,9.4,14.6,20.0,2012
2009,Cauayan (NO),31.2,10.8,25.6,36.7,2012
2010,Cavinti,14.0,24.9,8.3,19.8,2012
2011,Cavite,5.4,14.9,4.1,6.8,2012
2012,Cawayan,49.3,5.3,44.9,53.6,2012
2013,Cebu,6.8,15.3,5.1,8.5,2012
2014,Cervantes,33.1,11.7,26.8,39.4,2012
2015,Clarin (BL),26.4,9.5,22.2,30.5,2012
2016,Clarin (MC),33.5,9.5,28.2,38.7,2012
2017,Claver,41.4,8.0,35.9,46.8,2012
2018,Claveria (CG),14.6,11.9,11.7,17.4,2012
2019,Claveria (MS),52.4,5.9,47.3,57.5,2012
2020,Claveria (MO),39.1,13.1,30.7,47.5,2012
2021,Columbio,54.7,7.9,47.5,61.8,2012
2022,Compostela (CU),18.2,15.5,13.6,22.8,2012
2023,Compostela (DDO),27.0,14.7,20.5,33.6,2012
2024,Concepcion (IO),36.8,11.2,30.0,43.6,2012
2025,Concepcion,78.0,6.9,69.2,86.8,2012
2026,Concepcion (RN),27.9,15.8,20.7,35.2,2012
2027,Concepcion (TC),6.7,14.6,5.1,8.3,2012
2028,Conner,56.3,10.1,46.9,65.7,2012
2029,Consolacion,9.3,22.0,5.9,12.6,2012
2030,Corcuera,47.4,10.1,39.5,55.3,2012
2031,Cordon,18.6,11.4,15.1,22.1,2012
2032,Cordova,14.3,17.7,10.1,18.5,2012
2033,Corella,17.9,17.2,12.8,22.9,2012
2034,Coron,23.5,11.1,19.2,27.7,2012
2035,Cortes (BL),15.9,15.2,11.9,19.8,2012
2036,Cortes (SS),23.3,15.9,17.2,29.5,2012
2037,Cotabato,,,,,2012
2038,Cuartero,33.5,11.3,27.2,39.7,2012
2039,Cuenca,8.6,21.3,5.6,11.6,2012
2040,Culaba,31.7,10.5,26.2,37.2,2012
2041,Culasi,22.1,11.7,17.8,26.3,2012
2042,Culion,23.6,15.2,17.7,29.5,2012
2043,Currimao,7.0,26.0,4.0,9.9,2012
2044,Cuyapo,21.3,7.4,18.7,23.9,2012
2045,Cuyo,13.8,18.2,9.7,18.0,2012
2046,Daan Bantayan,28.4,10.7,23.4,33.3,2012
2047,Daet,11.4,17.0,8.2,14.6,2012
2048,Dagami,46.2,5.1,42.3,50.0,2012
2049,Dagohoy,40.7,10.2,33.8,47.5,2012
2050,Daguioman,37.0,23.5,22.7,51.3,2012
2051,Dagupan,6.0,20.6,3.9,8.0,2012
2052,Dalaguete,42.3,7.6,37.0,47.6,2012
2053,Damulog,64.0,7.6,56.1,72.0,2012
2054,Danao (BL),42.7,9.9,35.7,49.7,2012
2055,Danao (CU),16.6,10.0,13.9,19.3,2012
2056,Dangcagan,39.7,13.7,30.7,48.6,2012
2057,Danglas,32.7,20.0,21.9,43.4,2012
2058,Dao,28.2,12.0,22.6,33.8,2012
2059,Dapa,43.5,9.3,36.8,50.1,2012
2060,Dapitan,29.0,2.4,27.9,30.1,2012
2061,Daraga,17.9,9.5,15.1,20.7,2012
2062,Daram,52.7,6.2,47.3,58.1,2012
2063,Dasmarinas,4.8,16.7,3.5,6.1,2012
2064,Dasol,17.6,16.9,12.7,22.5,2012
2065,Datu Abdullah Sangki,68.6,13.6,53.3,83.9,2012
2066,Datu Anggal Midtimbang,74.8,11.5,60.6,89.0,2012
2067,Datu Blah Sinsuat,66.8,15.3,50.0,83.6,2012
2068,Datu Hoffer Ampatuan,69.0,13.7,53.4,84.6,2012
2069,Datu Odin Sinsuat,62.0,15.2,46.5,77.6,2012
2070,Datu Paglas,76.4,12.4,60.8,92.0,2012
2071,Datu Piang,68.4,12.6,54.3,82.5,2012
2072,Datu Salibo,74.2,11.9,59.6,88.7,2012
2073,Datu Saudi-Ampatuan,83.0,10.2,69.0,96.9,2012
2074,Datu Unsay,70.9,12.2,56.7,85.1,2012
2075,Dauin,28.9,8.4,24.9,32.9,2012
2076,Dauis,17.0,15.6,12.7,21.4,2012
2077,Davao,10.6,9.8,8.9,12.3,2012
2078,Del Carmen,41.2,8.6,35.3,47.0,2012
2079,Delfin Albano,16.3,11.9,13.1,19.5,2012
2080,Del Gallego,37.5,7.0,33.1,41.8,2012
2081,Diadi,16.5,13.6,12.8,20.2,2012
2082,Diffun,15.8,11.0,12.9,18.6,2012
2083,Digos,14.7,16.8,10.6,18.8,2012
2084,Dilasag,13.9,15.6,10.4,17.5,2012
2085,Dimasalang,49.2,6.6,43.8,54.5,2012
2086,Dimataling,49.9,7.9,43.4,56.4,2012
2087,Dimiao,30.6,8.5,26.3,34.9,2012
2088,Dinagat,49.4,7.5,43.3,55.4,2012
2089,Dinalungan,13.8,15.1,10.4,17.2,2012
2090,Dinalupihan,5.7,14.1,4.4,7.1,2012
2091,Dinapigue,25.8,19.7,17.5,34.2,2012
2092,Dinas,48.2,6.7,42.9,53.5,2012
2093,Dingalan,13.5,17.8,9.5,17.4,2012
2094,Dingle,21.8,11.1,17.8,25.7,2012
2095,Dingras,15.6,14.6,11.8,19.4,2012
2096,Dipaculao,14.5,10.4,12.0,17.0,2012
2097,Diplahan,35.1,10.6,28.9,41.2,2012
2098,Dipolog,11.0,2.0,10.6,11.4,2012
2099,Ditsaan-Ramain,67.0,8.2,58.0,76.0,2012
2100,Divilacan,45.7,12.4,36.4,55.0,2012
2101,Dolores (AA),23.6,20.9,15.5,31.7,2012
2102,Dolores (ES),49.3,5.1,45.1,53.5,2012
2103,Dolores (QN),13.7,25.1,8.1,19.4,2012
2104,Don Carlos,37.6,9.8,31.5,43.7,2012
2105,Don Marcelino,73.8,6.7,65.7,81.9,2012
2106,Donsol,44.1,5.6,40.1,48.2,2012
2107,Don Victoriano Chiongbian,67.3,9.9,56.3,78.2,2012
2108,Dona Remedios Trinidad,24.6,13.4,19.2,30.0,2012
2109,Duero,29.6,9.8,24.9,34.4,2012
2110,Duenas,25.3,11.0,20.7,29.9,2012
2111,Dulag,33.6,6.6,29.9,37.2,2012
2112,Dumaguete,6.5,17.8,4.6,8.4,2012
2113,Dumalag,24.7,11.6,20.0,29.4,2012
2114,Dumalinao,34.4,9.4,29.1,39.7,2012
2115,Dumalneg,25.7,53.0,3.3,48.0,2012
2116,Dumangas,21.4,11.2,17.4,25.3,2012
2117,Dumanjug,33.2,8.2,28.7,37.7,2012
2118,Dumaran,30.8,10.4,25.5,36.1,2012
2119,Dumarao,33.4,10.7,27.5,39.3,2012
2120,Dumingag,48.6,5.7,44.0,53.2,2012
2121,Dupax Del Norte,14.6,13.3,11.4,17.7,2012
2122,Dupax Del Sur,17.0,12.5,13.5,20.5,2012
2123,Echague,17.5,7.5,15.3,19.6,2012
2124,El Nido,27.1,12.6,21.5,32.7,2012
2125,El Salvador,23.7,19.0,16.3,31.1,2012
2126,Enrile,19.7,10.7,16.2,23.1,2012
2127,E. B. Magalona,20.3,14.0,15.6,25.0,2012
2128,Enrique Villanueva,19.8,15.8,14.6,24.9,2012
2129,Escalante,23.5,15.1,17.7,29.4,2012
2130,Esperanza (AS),52.9,5.9,47.7,58.0,2012
2131,Esperanza (MS),44.2,7.4,38.8,49.7,2012
2132,Esperanza (SK),38.6,8.7,33.1,44.1,2012
2133,Estancia,26.1,12.2,20.9,31.3,2012
2134,Famy,15.7,21.3,10.2,21.1,2012
2135,Ferrol,30.7,16.1,22.5,38.8,2012
2136,Flora,35.7,17.1,25.7,45.8,2012
2137,Floridablanca,6.8,11.8,5.5,8.1,2012
2138,Gabaldon,24.1,8.2,20.9,27.4,2012
2139,Gainza,33.8,13.0,26.6,41.0,2012
2140,Galimuyod,26.9,12.3,21.4,32.3,2012
2141,Gamay,51.4,5.9,46.4,56.4,2012
2142,Gamu,16.2,13.5,12.6,19.8,2012
2143,Ganassi,68.8,8.0,59.8,77.9,2012
2144,Gandara,46.4,5.3,42.4,50.5,2012
2145,Gapan,12.5,11.8,10.0,14.9,2012
2146,Garchitorena,56.1,5.3,51.2,61.0,2012
2147,Garcia-Hernandez,28.0,9.9,23.5,32.6,2012
2148,Gasan,16.2,13.3,12.6,19.7,2012
2149,Gattaran,16.7,11.2,13.6,19.8,2012
2150,Gen. Emilio Aguinaldo,7.3,12.1,5.9,8.8,2012
2151,General Luna (QN),32.5,13.6,25.2,39.7,2012
2152,General Luna  (SN),44.5,7.6,38.9,50.1,2012
2153,General Macarthur,53.9,5.8,48.8,59.0,2012
2154,General Mamerto Natividad,18.1,8.6,15.5,20.6,2012
2155,General Nakar,43.3,14.0,33.4,53.2,2012
2156,General Santos,19.3,17.8,13.6,25.0,2012
2157,General Tinio,15.4,13.2,12.0,18.7,2012
2158,General Trias,3.2,30.5,1.6,4.8,2012
2159,Gen. Mariano Alvarez,6.0,25.3,3.5,8.6,2012
2160,Gen S.K Pendatun,52.3,17.4,37.4,67.3,2012
2161,Gerona,10.9,10.1,9.1,12.7,2012
2162,Getafe,43.5,6.5,38.9,48.1,2012
2163,Gigaquit,41.5,9.9,34.8,48.3,2012
2164,Gigmoto,32.8,11.6,26.5,39.1,2012
2165,Ginatilan,40.5,8.0,35.1,45.8,2012
2166,Gingoog,27.7,11.5,22.5,33.0,2012
2167,Giporlos,48.1,7.1,42.5,53.7,2012
2168,Gitagum,35.0,15.1,26.3,43.7,2012
2169,Glan,49.0,8.2,42.5,55.6,2012
2170,Gloria,18.3,11.5,14.8,21.8,2012
2171,Goa,27.5,8.3,23.7,31.2,2012
2172,Godod,60.8,6.6,54.2,67.4,2012
2173,Gonzaga,13.4,12.3,10.7,16.1,2012
2174,Governor Generoso,38.7,10.3,32.1,45.2,2012
2175,Gregorio Del Pilar,26.6,18.4,18.5,34.6,2012
2176,Guagua,3.8,16.4,2.8,4.9,2012
2177,Gubat,25.6,7.5,22.4,28.8,2012
2178,Guiguinto (BU),4.3,26.6,2.4,6.2,2012
2179,Guihulngan,40.8,6.3,36.6,45.1,2012
2180,Guimba,20.7,7.3,18.2,23.2,2012
2181,Guimbal,11.4,15.2,8.6,14.3,2012
2182,Guinayangan,29.1,12.7,23.0,35.1,2012
2183,Guindulman,30.3,10.2,25.2,35.3,2012
2184,Guindulungan,75.8,13.4,59.1,92.5,2012
2185,Guinobatan,26.9,7.2,23.7,30.0,2012
2186,Guinsiliban,68.8,8.8,58.9,78.8,2012
2187,Guipos,38.8,9.6,32.7,44.9,2012
2188,Guiuan,36.5,5.6,33.2,39.9,2012
2189,Gumaca,13.1,19.5,8.9,17.3,2012
2190,Gutalac,67.4,4.6,62.3,72.5,2012
2191,Hadji Mohammad Ajul,45.5,13.7,35.2,55.8,2012
2192,Hadji Muhtamad,45.7,16.1,33.6,57.8,2012
2193,Hadji Panglima Tahil,49.6,12.3,39.6,59.7,2012
2194,Hagonoy (BU),8.6,12.4,6.8,10.3,2012
2195,Hagonoy (DS),23.9,14.2,18.3,29.5,2012
2196,Hamtic,15.5,12.3,12.4,18.7,2012
2197,Hermosa,10.7,10.9,8.8,12.6,2012
2198,Hernani,52.7,7.1,46.5,58.8,2012
2199,Hilongos,37.4,6.6,33.4,41.5,2012
2200,Himamaylan,23.5,15.6,17.5,29.5,2012
2201,Hinabangan,34.0,10.4,28.2,39.9,2012
2202,Hinatuan,29.4,12.1,23.5,35.2,2012
2203,Hindang,32.5,9.2,27.6,37.4,2012
2204,Hingyon,29.9,19.9,20.1,39.7,2012
2205,Hinigaran,16.6,17.2,11.9,21.3,2012
2206,Hinobaan,30.4,14.8,23.0,37.7,2012
2207,Hinunangan,33.8,7.0,29.9,37.7,2012
2208,Hinundayan,36.3,8.3,31.3,41.2,2012
2209,Hungduan,40.6,16.1,29.9,51.3,2012
2210,Iba,13.3,13.4,10.4,16.3,2012
2211,Ibaan,8.6,19.6,5.8,11.3,2012
2212,Ibajay,20.0,12.6,15.9,24.1,2012
2213,Igbaras,22.5,10.5,18.6,26.4,2012
2214,Iguig,14.3,13.6,11.1,17.5,2012
2215,Ilagan,17.9,7.7,15.6,20.1,2012
2216,Iligan,17.5,14.0,13.4,21.5,2012
2217,Ilog,24.2,16.5,17.6,30.8,2012
2218,Iloilo,6.0,19.2,4.1,7.9,2012
2219,Imelda,28.9,12.2,23.1,34.7,2012
2220,Impasug-Ong,58.5,9.2,49.6,67.4,2012
2221,Imus,1.1,30.9,0.5,1.7,2012
2222,Inabanga,34.7,6.9,30.8,38.7,2012
2223,Indanan,64.7,13.4,50.5,78.9,2012
2224,Indang,3.1,27.2,1.7,4.4,2012
2225,Infanta (PS),9.5,30.3,4.8,14.2,2012
2226,Infanta (QN),13.7,18.1,9.6,17.7,2012
2227,Initao,30.5,16.5,22.2,38.7,2012
2228,Inopacan,32.8,8.8,28.0,37.5,2012
2229,Ipil,19.7,11.9,15.8,23.5,2012
2230,Iriga,23.0,8.0,20.0,26.1,2012
2231,Irosin,28.5,8.2,24.6,32.3,2012
2232,Isabel,23.9,9.7,20.1,27.7,2012
2233,Isabela (BAS),,,,,2012
2234,Isabela (NO),27.3,12.1,21.9,32.7,2012
2235,Igacos,28.5,7.2,25.2,31.9,2012
2236,Isulan,29.9,12.9,23.6,36.3,2012
2237,Itbayat,34.1,15.2,25.6,42.6,2012
2238,Itogon,4.8,41.6,1.5,8.0,2012
2239,Ivana,16.4,26.6,9.2,23.6,2012
2240,Ivisan,31.7,13.6,24.6,38.7,2012
2241,Jabonga,48.1,7.9,41.8,54.4,2012
2242,Jaen,17.7,9.2,15.0,20.4,2012
2243,Jagna,19.6,11.2,16.0,23.2,2012
2244,Jalajala,19.7,19.9,13.3,26.2,2012
2245,Jamindan,35.5,9.5,29.9,41.0,2012
2246,Janiuay,25.3,9.1,21.5,29.0,2012
2247,Jaro,45.0,5.7,40.7,49.2,2012
