PCODE,Region,Province,Municipality_City,Prelim_2012,Pov_2012,SE_2012,CoV_2012,Con_90lower_2012,Con_90upper_2012,Pov_2009,SE_2009,CoV_2009,Pov_2006,SE_2006,CoV_2006
PH015501000,Region I,Pangasinan,Agno,TRUE,12.97,3.23,24.90362375,7.65665,18.28335,28.4,3.3,11.5,32.1,2.9,9.0
PH015502000,Region I,Pangasinan,Aguilar,TRUE,13.84,3.18,22.97687861,8.6089,19.0711,26.0,2.1,8.1,31.1,3.1,9.9
PH015503000,Region I,Pangasinan,Alaminos City,TRUE,12.06,2.24,18.57379768,8.3752,15.7448,19.9,2.0,10.1,24.8,2.2,8.8
PH015504000,Region I,Pangasinan,Alcala,TRUE,11.47,2.49,21.70880558,7.37395,15.56605,20.3,1.5,7.5,24.4,2.8,11.5
PH015505000,Region I,Pangasinan,Anda,TRUE,13.88,3.18,22.91066282,8.6489,19.1111,25.9,2.1,8.0,31.6,3.2,10.0
PH015506000,Region I,Pangasinan,Asungan,TRUE,10.6,2.27,21.41509434,6.86585,14.33415,20.4,2.0,10.0,22.2,2.6,11.5
PH015507000,Region I,Pangasinan,Balungo,TRUE,11.69,3.01,25.74850299,6.73855,16.64145,21.4,2.1,10.0,31.7,3.5,11.1
PH015508000,Region I,Pangasinan,Bani,TRUE,12.4,2.46,19.83870968,8.3533,16.4467,21.0,1.1,5.3,29.9,2.8,9.4
PH015509000,Region I,Pangasinan,Basista,TRUE,13.85,3.7,26.71480144,7.7635,19.9365,24.6,1.2,5.0,29.9,4.1,13.6
PH015510000,Region I,Pangasinan,Bautista,TRUE,12.46,2.56,20.54574639,8.2488,16.6712,23.4,2.2,9.4,30.1,3.6,11.8
PH015511000,Region I,Pangasinan,Bayambang,TRUE,13.49,1.72,12.75018532,10.6606,16.3194,24.2,1.9,7.9,27.4,2.0,7.1
PH015512000,Region I,Pangasinan,Binalonan,TRUE,10.39,2.44,23.48411935,6.3762,14.4038,14.8,1.4,9.7,17.3,2.0,11.6
PH015513000,Region I,Pangasinan,Binmaley,TRUE,10.69,1.97,18.42843779,7.44935,13.93065,17.5,1.7,9.6,22.7,2.0,8.8
PH015514000,Region I,Pangasinan,Bolinao,TRUE,14.64,2.69,18.37431694,10.21495,19.06505,28.7,2.8,9.7,35.7,3.0,8.4
PH015515000,Region I,Pangasinan,Bugallon,TRUE,14.57,2.7,18.53122855,10.1285,19.0115,24.8,1.9,7.6,30.1,2.9,9.5
PH015516000,Region I,Pangasinan,Burgos,TRUE,12.06,3.17,26.28524046,6.84535,17.27465,28.7,2.8,9.8,33.5,3.4,10.1
PH015517000,Region I,Pangasinan,Calasiao,TRUE,11.85,2.37,20,7.95135,15.74865,17.2,1.9,11.1,23.1,2.5,10.7
PH015518000,Region I,Pangasinan,Dagupan City,TRUE,10.91,2.21,20.25664528,7.27455,14.54545,13.9,1.0,7.0,15.7,2.5,15.9
PH015519000,Region I,Pangasinan,Dasol,TRUE,13.82,2.89,20.91172214,9.06595,18.57405,25.3,2.4,9.6,31.0,3.1,9.9
PH015520000,Region I,Pangasinan,Infanta,TRUE,12.89,3.66,28.39410396,6.8693,18.9107,24.0,2.6,11.0,39.0,3.8,9.8
PH015521000,Region I,Pangasinan,Labrador,TRUE,10.47,3.15,30.08595989,5.28825,15.65175,18.6,1.8,9.9,31.7,3.9,12.2
PH015522000,Region I,Pangasinan,Lingayen,TRUE,11.24,2.1,18.68327402,7.7855,14.6945,18.3,1.1,5.8,24.0,2.6,11.0
PH015523000,Region I,Pangasinan,Mabini,TRUE,13.03,3.16,24.25172678,7.8318,18.2282,21.5,1.6,7.6,40.3,3.6,8.8
PH015524000,Region I,Pangasinan,Malasiqui,TRUE,13.12,2.03,15.47256098,9.78065,16.45935,24.5,1.5,6.3,28.2,2.0,7.2
PH015525000,Region I,Pangasinan,Manaoag,TRUE,12.8,2.54,19.84375,8.6217,16.9783,22.3,2.5,11.2,22.4,2.3,10.4
PH015526000,Region I,Pangasinan,Mangaldan,TRUE,12.08,2.14,17.71523179,8.5597,15.6003,17.8,1.3,7.0,22.7,2.2,9.7
PH015527000,Region I,Pangasinan,Mangatarem,TRUE,13.05,2.19,16.7816092,9.44745,16.65255,25.5,2.0,8.0,30.8,1.9,6.0
PH015528000,Region I,Pangasinan,Mapandan,TRUE,11.65,2.45,21.03004292,7.61975,15.68025,21.3,2.1,10.0,23.8,3.2,13.4
PH015529000,Region I,Pangasinan,Natividad,TRUE,11.56,2.34,20.24221453,7.7107,15.4093,21.5,2.8,12.8,19.9,2.8,14.1
PH015530000,Region I,Pangasinan,Possorubio,TRUE,11.78,2.32,19.69439728,7.9636,15.5964,20.0,1.4,7.2,24.3,2.1,8.7
PH015531000,Region I,Pangasinan,Rosales,TRUE,11.73,2.23,19.01108269,8.06165,15.39835,17.9,1.9,10.4,26.4,2.2,8.2
PH015532000,Region I,Pangasinan,San Carlos City,TRUE,13.41,1.87,13.9448173,10.33385,16.48615,26.4,1.9,7.3,29.5,1.8,6.2
PH015533000,Region I,Pangasinan,San Fabian,TRUE,11.58,2.16,18.65284974,8.0268,15.1332,22.1,2.3,10.3,32.8,2.5,7.5
PH015534000,Region I,Pangasinan,San Jacinto,TRUE,12.77,2.88,22.55285826,8.0324,17.5076,21.1,2.6,12.3,24.2,2.8,11.6
PH015535000,Region I,Pangasinan,San Manuel,TRUE,13.29,3.29,24.75545523,7.87795,18.70205,21.3,2.1,10.0,28.2,3.3,11.7
PH015536000,Region I,Pangasinan,San Nicolas,TRUE,11.01,2.01,18.25613079,7.70355,14.31645,18.9,1.2,6.6,25.3,2.1,8.3
PH015537000,Region I,Pangasinan,San Quintin,TRUE,13.16,2.55,19.3768997,8.96525,17.35475,20.5,2.3,11.2,26.0,2.9,11.3
PH015538000,Region I,Pangasinan,Santa Barbara,TRUE,12.55,2.25,17.92828685,8.84875,16.25125,20.4,2.1,10.2,28.2,2.4,8.4
PH015539000,Region I,Pangasinan,Santa Maria,TRUE,10.95,2.51,22.92237443,6.82105,15.07895,18.3,2.5,13.8,24.2,2.6,10.5
PH015540000,Region I,Pangasinan,Santo Tomas,TRUE,10.64,3.67,34.4924812,4.60285,16.67715,17.5,1.2,6.6,22.8,3.7,16.3
PH015541000,Region I,Pangasinan,Sison,TRUE,11.76,1.96,16.66666667,8.5358,14.9842,18.9,1.7,8.8,29.2,2.7,9.1
PH015542000,Region I,Pangasinan,Sual,TRUE,13.72,3.58,26.09329446,7.8309,19.6091,26.7,1.3,4.9,36.7,3.2,8.8
PH015543000,Region I,Pangasinan,Tayug,TRUE,10.11,2.18,21.5628091,6.5239,13.6961,16.4,1.2,7.3,15.5,2.6,16.9
PH015544000,Region I,Pangasinan,Umingan,TRUE,12.41,2.28,18.37228042,8.6594,16.1606,22.9,2.2,9.6,38.5,2.5,6.5
PH015545000,Region I,Pangasinan,Urbiztondo,TRUE,15.6,3.29,21.08974359,10.18795,21.01205,31.7,3.0,9.6,33.2,3.1,9.3
PH015546000,Region I,Pangasinan,Urdaneta City,TRUE,11.2,1.87,16.69642857,8.12385,14.27615,14.4,1.2,8.4,18.9,2.1,11.1
PH015547000,Region I,Pangasinan,Villasis,TRUE,11.19,2.71,24.21805183,6.73205,15.64795,17.0,1.7,9.8,19.4,2.7,14.0
PH015548000,Region I,Pangasinan,Laoac,TRUE,11.36,2.28,20.07042254,7.6094,15.1106,21.0,1.2,5.9,26.5,2.7,10.0
PH020901000,Region II,Batanes,Basco,FALSE,16.87,3.26,19.32424422,11.5073,22.2327,5.1,1.9,36.8,4.1,2.0,49.4
PH020902000,Region II,Batanes,Itbayat,FALSE,34.1,5.17,15.16129032,25.59535,42.60465,12.6,4.2,33.4,18.2,6.4,35.0
PH020903000,Region II,Batanes,Ivana,FALSE,16.43,4.37,26.59768716,9.24135,23.61865,8.9,3.8,42.2,21.9,12.0,54.8
PH020904000,Region II,Batanes,Mahatao,FALSE,21.44,4.31,20.10261194,14.35005,28.52995,8.9,3.8,42.8,13.5,4.7,34.6
PH020905000,Region II,Batanes,Sabtang,FALSE,30.65,4.65,15.17128874,23.00075,38.29925,11.4,3.9,33.8,10.0,5.0,50.0
PH020906000,Region II,Batanes,Uyugan,FALSE,18.13,4.12,22.72476558,11.3526,24.9074,8.1,3.2,39.6,6.0,3.2,54.3
PH021501000,Region II,Cagayan,Abulog,FALSE,20.94,2.07,9.885386819,17.53485,24.34515,21.6,2.6,12.1,18.0,3.2,17.6
PH021502000,Region II,Cagayan,Alcala,FALSE,18.88,2.26,11.97033898,15.1623,22.5977,21.8,2.3,10.4,22.3,2.2,9.7
PH021503000,Region II,Cagayan,Allacapan,FALSE,18.03,1.89,10.48252912,14.92095,21.13905,21.2,2.6,12.4,23.8,3.9,16.1
PH021504000,Region II,Cagayan,Amulung,FALSE,25.19,2.58,10.24215959,20.9459,29.4341,27.9,2.1,7.5,36.7,4.2,11.5
PH021505000,Region II,Cagayan,Aparri,FALSE,21.85,2.01,9.199084668,18.54355,25.15645,15.4,1.7,11.2,17.1,2.9,17.1
PH021506000,Region II,Cagayan,Baggao,FALSE,21.96,2.26,10.29143898,18.2423,25.6777,22.6,1.9,8.6,30.0,2.5,8.3
PH021507000,Region II,Cagayan,Ballesteros,FALSE,17.91,2.47,13.79117811,13.84685,21.97315,22.7,2.5,11.1,16.7,2.6,15.8
PH021508000,Region II,Cagayan,Buguey,FALSE,18.59,1.97,10.59709521,15.34935,21.83065,22.4,2.3,10.2,20.8,2.6,12.4
PH021509000,Region II,Cagayan,Calayan,FALSE,47.37,5.16,10.89297023,38.8818,55.8582,27.7,4.1,14.9,24.2,4.8,19.7
PH021510000,Region II,Cagayan,Camalaniugan,FALSE,17.06,1.73,10.14067995,14.21415,19.90585,16.9,1.9,11.5,19.5,2.7,13.9
PH021511000,Region II,Cagayan,Claveria,FALSE,14.58,1.73,11.86556927,11.73415,17.42585,15.1,1.8,12.1,10.8,2.1,19.3
PH021512000,Region II,Cagayan,Enrile,FALSE,19.69,2.1,10.66531234,16.2355,23.1445,19.8,2.3,11.5,24.8,3.4,13.8
PH021513000,Region II,Cagayan,Gattaran,FALSE,16.71,1.87,11.19090365,13.63385,19.78615,19.2,1.9,9.9,24.6,2.3,9.5
PH021514000,Region II,Cagayan,Gonzaga,FALSE,13.37,1.65,12.34106208,10.65575,16.08425,16.6,2.4,14.5,19.9,3.0,15.2
PH021515000,Region II,Cagayan,Iguig,FALSE,14.28,1.94,13.58543417,11.0887,17.4713,19.5,2.3,11.7,22.3,3.7,16.4
PH021516000,Region II,Cagayan,Lal-lo,FALSE,15.54,1.96,12.61261261,12.3158,18.7642,16.7,2.2,13.1,15.3,2.5,16.1
PH021517000,Region II,Cagayan,Lasam,FALSE,13.63,1.61,11.81217902,10.98155,16.27845,18.2,2.2,11.8,18.5,2.2,12.1
PH021518000,Region II,Cagayan,Pamplona,FALSE,26.71,2.76,10.33320854,22.1698,31.2502,20.7,2.6,12.4,19.7,3.5,17.9
PH021519000,Region II,Cagayan,Penablanca,FALSE,20.06,1.82,9.072781655,17.0661,23.0539,18.2,2.4,13.0,24.5,4.0,16.1
PH021520000,Region II,Cagayan,Piat,FALSE,15.59,2.28,14.62475946,11.8394,19.3406,22.5,2.8,12.5,29.3,4.0,13.7
PH021521000,Region II,Cagayan,Rizal,FALSE,18.79,2.06,10.96327834,15.4013,22.1787,26.1,2.8,10.9,28.1,3.3,11.8
PH021522000,Region II,Cagayan,Sanchez-Mira,FALSE,17.23,2.01,11.66569936,13.92355,20.53645,13.4,2.2,16.6,12.8,2.3,18.0
PH021523000,Region II,Cagayan,Santa Ana,FALSE,20.62,2.53,12.26964113,16.45815,24.78185,16.3,2.7,16.2,14.7,3.7,25.4
PH021524000,Region II,Cagayan,Santa Praxedes,FALSE,17.48,3.41,19.50800915,11.87055,23.08945,17.2,3.7,21.4,12.2,3.6,29.8
PH021525000,Region II,Cagayan,Santa Teresita,FALSE,16.15,1.98,12.26006192,12.8929,19.4071,18.6,3.1,16.5,18.6,3.0,16.3
PH021526000,Region II,Cagayan,Santo Nino,FALSE,22.08,2.49,11.27717391,17.98395,26.17605,26.3,3.0,11.2,28.0,3.4,12.1
PH021527000,Region II,Cagayan,Solana,FALSE,22.72,1.94,8.538732394,19.5287,25.9113,22.5,2.0,8.8,32.8,3.8,11.5
PH021528000,Region II,Cagayan,Tuao,FALSE,17.93,2.07,11.54489682,14.52485,21.33515,22.7,2.3,10.2,32.3,4.0,12.4
PH021529000,Region II,Cagayan,Tuguegarao City,FALSE,9.26,1.09,11.77105832,7.46695,11.05305,8.5,1.1,12.9,7.7,2.1,27.0
PH023101000,Region II,Isabela,Alicia,FALSE,15.19,2.01,13.23238973,11.88355,18.49645,17.2,2.0,11.8,18.3,2.0,11.1
PH023102000,Region II,Isabela,Angadanan,FALSE,17.56,1.58,8.997722096,14.9609,20.1591,18.9,1.8,9.4,26.9,3.0,11.1
PH023103000,Region II,Isabela,Aurora,FALSE,13.08,1.83,13.99082569,10.06965,16.09035,16.4,1.9,11.9,15.9,2.3,14.2
PH023104000,Region II,Isabela,Benito Soliven,FALSE,23.61,2.2,9.318085557,19.991,27.229,25.4,2.9,11.3,32.0,5.0,15.5
PH023105000,Region II,Isabela,Burgos,FALSE,14.01,2.54,18.12990721,9.8317,18.1883,18.2,3.3,18.1,19.1,3.0,15.7
PH023106000,Region II,Isabela,Cabagan,FALSE,19.31,2.34,12.11807354,15.4607,23.1593,16.6,1.8,11.0,22.9,3.1,13.6
PH023107000,Region II,Isabela,Cabatuan,FALSE,14.15,2.12,14.98233216,10.6626,17.6374,12.7,2.1,16.8,13.7,2.1,15.5
PH023108000,Region II,Isabela,Cauayan City,FALSE,17.3,1.63,9.421965318,14.61865,19.98135,15.9,1.5,9.6,16.8,1.9,11.4
PH023109000,Region II,Isabela,Cordon,FALSE,18.59,2.12,11.40398063,15.1026,22.0774,16.3,2.0,12.4,20.4,2.6,12.5
PH023110000,Region II,Isabela,Dinapigue,FALSE,25.81,5.08,19.68229368,17.4534,34.1666,13.8,4.9,35.3,13.6,5.3,39.2
PH023111000,Region II,Isabela,Divilican,FALSE,45.72,5.65,12.35783027,36.42575,55.01425,23.6,4.1,17.4,25.3,6.8,26.7
PH023112000,Region II,Isabela,Echague,FALSE,17.48,1.31,7.494279176,15.32505,19.63495,15.2,1.4,9.2,20.4,1.9,9.1
PH023113000,Region II,Isabela,Gamu,FALSE,16.19,2.18,13.46510191,12.6039,19.7761,14.8,2.6,17.7,14.8,2.7,18.1
PH023114000,Region II,Isabela,Ilagan,FALSE,17.86,1.38,7.726763718,15.5899,20.1301,15.3,1.3,8.3,21.6,2.2,10.1
PH023115000,Region II,Isabela,Jones,FALSE,12.57,1.8,14.31980907,9.609,15.531,15.5,2.1,13.7,20.5,2.8,13.9
PH023116000,Region II,Isabela,Luna,FALSE,10.41,2.26,21.70989433,6.6923,14.1277,13.8,2.2,16.2,16.1,2.4,15.2
PH023117000,Region II,Isabela,Maconacon,FALSE,29.26,4.48,15.31100478,21.8904,36.6296,9.9,2.4,24.3,10.1,2.9,29.0
PH023118000,Region II,Isabela,Delfin Albano,FALSE,16.32,1.94,11.8872549,13.1287,19.5113,19.9,2.2,11.2,19.1,2.3,12.0
PH023119000,Region II,Isabela,Mallig,FALSE,18.65,2.26,12.11796247,14.9323,22.3677,23.8,2.7,11.4,23.6,3.1,13.1
PH023120000,Region II,Isabela,Naguilian,FALSE,19.24,1.91,9.927234927,16.09805,22.38195,18.7,2.0,10.5,22.9,2.7,11.6
PH023121000,Region II,Isabela,Palanan,FALSE,48.6,5.08,10.4526749,40.2434,56.9566,19.8,2.9,14.9,21.3,4.2,19.6
PH023122000,Region II,Isabela,Quezon,FALSE,24.2,2.88,11.90082645,19.4624,28.9376,23.8,3.4,14.2,21.4,3.0,13.9
PH023123000,Region II,Isabela,Quirino,FALSE,15.89,2.13,13.40465702,12.38615,19.39385,20.4,2.2,10.8,24.8,3.7,14.8
PH023124000,Region II,Isabela,Ramon,FALSE,18.07,2.1,11.62147205,14.6155,21.5245,16.3,2.1,13.1,15.7,2.7,17.3
PH023125000,Region II,Isabela,Reina Mercedes,FALSE,16.24,2.14,13.1773399,12.7197,19.7603,14.0,2.5,17.9,23.5,3.6,15.3
PH023126000,Region II,Isabela,Roxas,FALSE,15.62,1.87,11.97183099,12.54385,18.69615,15.8,2.1,13.2,16.1,2.3,14.3
PH023127000,Region II,Isabela,San Agustin,FALSE,14.62,2.12,14.50068399,11.1326,18.1074,11.8,2.0,17.1,19.6,2.7,13.7
PH023128000,Region II,Isabela,San Guillermo,FALSE,27.61,3.3,11.95219124,22.1815,33.0385,21.6,2.5,11.6,36.1,6.6,18.2
PH023129000,Region II,Isabela,San Isidro,FALSE,14.63,2.02,13.80724539,11.3071,17.9529,17.3,2.7,15.6,18.5,2.9,15.6
PH023130000,Region II,Isabela,San Manuel,FALSE,16.15,2.03,12.56965944,12.81065,19.48935,20.5,2.4,11.9,22.7,2.9,12.9
PH023131000,Region II,Isabela,San Mariano,FALSE,30.61,2.17,7.08918654,27.04035,34.17965,24.2,2.0,8.3,29.8,4.5,15.0
PH023132000,Region II,Isabela,San Mateo,FALSE,12.72,1.82,14.3081761,9.7261,15.7139,14.6,2.1,14.2,14.3,2.0,13.9
PH023133000,Region II,Isabela,San Pablo,FALSE,24.38,3.28,13.45365053,18.9844,29.7756,19.7,3.3,16.7,24.9,3.7,14.8
PH023134000,Region II,Isabela,Santa Maria,FALSE,31.31,3.24,10.34813159,25.9802,36.6398,24.4,2.9,11.8,28.3,4.1,14.4
PH023135000,Region II,Isabela,Santiago City,FALSE,14.98,1.7,11.34846462,12.1835,17.7765,10.8,1.6,14.3,9.8,2.2,22.1
PH023136000,Region II,Isabela,Santo Tomas,FALSE,23.38,2.34,10.00855432,19.5307,27.2293,18.5,2.4,12.9,23.5,3.4,14.5
PH023137000,Region II,Isabela,Tumaini,FALSE,20.34,1.73,8.505408063,17.49415,23.18585,19.8,1.8,9.0,23.8,2.5,10.6
PH025001000,Region II,Nueva Vizcaya,Ambaguio,FALSE,38.89,5.48,14.09102597,29.8754,47.9046,15.5,3.9,25.1,17.8,4.5,25.3
PH025002000,Region II,Nueva Vizcaya,Aritao,FALSE,11.92,2,16.77852349,8.63,15.21,16.2,2.1,13.1,12.7,2.4,19.0
PH025003000,Region II,Nueva Vizcaya,Bagabag,FALSE,9.81,2.01,20.48929664,6.50355,13.11645,13.4,2.2,16.2,12.9,2.2,16.8
PH025004000,Region II,Nueva Vizcaya,Bambang,FALSE,10.34,1.46,14.11992263,7.9383,12.7417,11.3,1.5,13.6,10.8,1.7,15.8
PH025005000,Region II,Nueva Vizcaya,Bayombong,FALSE,8.73,1.29,14.7766323,6.60795,10.85205,8.6,1.4,16.7,7.1,1.6,22.9
PH025006000,Region II,Nueva Vizcaya,Diadi,FALSE,16.52,2.25,13.61985472,12.81875,20.22125,17.6,2.1,12.1,18.8,2.8,14.8
PH025007000,Region II,Nueva Vizcaya,Dupax del Norte,FALSE,14.55,1.93,13.26460481,11.37515,17.72485,11.4,2.5,21.6,16.5,3.0,18.2
PH025008000,Region II,Nueva Vizcaya,Dupax del Sur,FALSE,17.02,2.13,12.5146886,13.51615,20.52385,15.4,2.5,16.4,15.0,3.1,20.5
PH025009000,Region II,Nueva Vizcaya,Kasibu,FALSE,22.75,2.77,12.17582418,18.19335,27.30665,13.6,2.1,15.5,15.8,2.9,18.4
PH025010000,Region II,Nueva Vizcaya,Kayapa,FALSE,32.92,3.6,10.93560146,26.998,38.842,16.1,2.4,14.9,15.8,3.1,19.5
PH025011000,Region II,Nueva Vizcaya,Quezon,FALSE,21.03,3.13,14.88349976,15.88115,26.17885,16.6,3.3,19.6,18.5,3.3,17.9
PH025012000,Region II,Nueva Vizcaya,Santa Fe,FALSE,23.65,3.18,13.44608879,18.4189,28.8811,11.4,2.6,23.1,15.2,5.1,33.4
PH025013000,Region II,Nueva Vizcaya,Solano,FALSE,9.49,1.58,16.64910432,6.8909,12.0891,10.1,1.7,17.3,6.9,1.4,20.8
PH025014000,Region II,Nueva Vizcaya,Villaverde,FALSE,9.59,2.14,22.31491137,6.0697,13.1103,11.1,2.7,24.4,12.3,3.1,25.1
PH025015000,Region II,Nueva Vizcaya,Alfonso Castaneda,FALSE,33.46,6.4,19.1273162,22.932,43.988,14.0,4.6,33.1,14.1,3.9,27.4
PH025701000,Region II,Quirino,Aglipay,FALSE,18.18,2.21,12.15621562,14.54455,21.81545,16.3,2.4,14.8,22.0,3.1,14.3
PH025702000,Region II,Quirino,Cobarronguis,FALSE,15.19,2.27,14.94404213,11.45585,18.92415,11.8,2.3,19.5,12.1,2.5,21.0
PH025703000,Region II,Quirino,Diffun,FALSE,15.76,1.74,11.04060914,12.8977,18.6223,17.5,1.9,10.6,23.0,2.9,12.6
PH025704000,Region II,Quirino,Madella,FALSE,13.74,1.76,12.80931587,10.8448,16.6352,14.4,2.0,13.9,17.5,2.7,15.4
PH025705000,Region II,Quirino,Saguday,FALSE,12.62,2.78,22.02852615,8.0469,17.1931,18.8,3.3,17.5,20.1,3.4,16.8
PH025706000,Region II,Quirino,Nagtipunan,FALSE,26.2,3.52,13.4351145,20.4096,31.9904,15.4,3.1,20.1,23.4,5.3,22.6
PH030801000,Region III,Bataan,Abucay,FALSE,3.96,1.02,25.75757576,2.2821,5.6379,7.0,2.1,29.5,8.7,2.2,24.9
PH030802000,Region III,Bataan,Bagac,FALSE,9.37,1.26,13.44717182,7.2973,11.4427,19.7,3.3,16.8,15.7,3.3,21.0
PH030803000,Region III,Bataan,City of Balanga,FALSE,4.33,0.79,18.2448037,3.03045,5.62955,5.9,1.2,21.1,7.8,1.7,21.4
PH030804000,Region III,Bataan,Dinalupihan,FALSE,5.73,0.81,14.13612565,4.39755,7.06245,11.7,1.9,16.2,12.6,2.1,16.5
PH030805000,Region III,Bataan,Hermosa,FALSE,10.7,1.17,10.93457944,8.77535,12.62465,12.6,2.0,16.0,13.5,2.5,18.1
PH030806000,Region III,Bataan,Limay,FALSE,5.78,1.12,19.37716263,3.9376,7.6224,7.4,2.4,32.5,6.6,2.3,34.5
PH030807000,Region III,Bataan,Mariveles,FALSE,2.57,0.56,21.78988327,1.6488,3.4912,7.2,1.8,24.7,12.1,2.2,18.3
PH030808000,Region III,Bataan,Morong,FALSE,12.67,2.25,17.75848461,8.96875,16.37125,20.8,4.8,22.9,16.1,4.5,28.0
PH030809000,Region III,Bataan,Orani,FALSE,7.38,1.06,14.36314363,5.6363,9.1237,10.4,1.8,17.6,11.3,1.8,16.0
PH030810000,Region III,Bataan,Orion,FALSE,9.84,1.24,12.60162602,7.8002,11.8798,9.5,1.8,19.0,9.5,1.9,19.9
PH030811000,Region III,Bataan,Pilar,FALSE,7.66,1.2,15.66579634,5.686,9.634,8.9,2.0,23.0,7.2,1.7,23.5
PH030812000,Region III,Bataan,Samal,FALSE,4.58,0.75,16.37554585,3.34625,5.81375,12.0,2.2,18.0,15.3,3.2,21.2
PH031401000,Region III,Bulacan,Angat,FALSE,7.16,1.23,17.17877095,5.13665,9.18335,7.8,1.9,24.9,11.4,2.3,19.9
PH031402000,Region III,Bulacan,Balagtas,FALSE,4.18,1.23,29.42583732,2.15665,6.20335,5.5,1.9,33.9,4.7,1.8,38.3
PH031403000,Region III,Bulacan,Baliuag,FALSE,5.36,0.82,15.29850746,4.0111,6.7089,5.7,1.3,22.6,4.3,1.3,29.1
PH031404000,Region III,Bulacan,Bocaue,FALSE,4.21,0.97,23.04038005,2.61435,5.80565,3.4,1.4,40.6,4.0,1.6,38.5
PH031405000,Region III,Bulacan,Bulacan,FALSE,5.7,1.07,18.77192982,3.93985,7.46015,3.6,1.3,36.9,5.2,1.7,33.2
PH031406000,Region III,Bulacan,Bustos,FALSE,5.87,1.09,18.56899489,4.07695,7.66305,8.1,2.0,24.3,10.0,2.6,25.7
PH031407000,Region III,Bulacan,Calumpit,FALSE,5.22,0.92,17.62452107,3.7066,6.7334,6.4,1.5,22.8,5.3,1.0,19.2
PH031408000,Region III,Bulacan,Guiguinto,FALSE,4.28,1.14,26.63551402,2.4047,6.1553,4.1,1.3,31.3,5.0,1.4,28.2
PH031409000,Region III,Bulacan,Hagonoy,FALSE,8.58,1.06,12.35431235,6.8363,10.3237,8.6,1.6,18.4,6.7,1.5,22.5
PH031410000,Region III,Bulacan,Malolos,FALSE,4.11,0.56,13.62530414,3.1888,5.0312,5.2,0.8,15.5,3.6,0.9,24.0
PH031411000,Region III,Bulacan,Marilao,FALSE,2.8,0.84,30,1.4182,4.1818,3.4,1.3,37.1,6.6,1.7,26.1
PH031412000,Region III,Bulacan,Meycauayan,FALSE,1.71,0.52,30.40935673,0.8546,2.5654,4.5,1.3,27.9,4.2,1.2,28.3
PH031413000,Region III,Bulacan,Norzagaray,FALSE,6.7,1.54,22.98507463,4.1667,9.2333,10.0,2.4,24.0,10.2,3.4,33.1
PH031414000,Region III,Bulacan,Obando,FALSE,4.06,1.13,27.83251232,2.20115,5.91885,6.8,2.1,30.8,6.2,2.0,32.9
PH031415000,Region III,Bulacan,Pandi,FALSE,6.89,1.13,16.40058055,5.03115,8.74885,7.6,1.7,22.0,14.1,2.5,18.1
PH031416000,Region III,Bulacan,Paombong,FALSE,10.43,1.53,14.66922339,7.91315,12.94685,7.1,1.8,25.5,7.6,2.1,28.2
PH031417000,Region III,Bulacan,Plaridel,FALSE,6.02,0.9,14.95016611,4.5395,7.5005,5.0,1.5,29.4,5.2,1.4,27.3
PH031418000,Region III,Bulacan,Pulilan,FALSE,4.8,0.8,16.66666667,3.484,6.116,6.9,1.4,20.8,10.6,2.2,20.2
PH031419000,Region III,Bulacan,San Idelfonso,FALSE,11.94,1.04,8.710217755,10.2292,13.6508,12.3,1.5,12.0,18.2,2.2,11.9
PH031420000,Region III,Bulacan,San Jose Monte City,FALSE,5.14,0.9,17.50972763,3.6595,6.6205,5.8,1.1,19.0,5.0,0.9,18.8
PH031421000,Region III,Bulacan,San Miguel,FALSE,12.56,1.12,8.917197452,10.7176,14.4024,11.8,1.6,13.5,13.8,1.8,13.3
PH031422000,Region III,Bulacan,San Rafael,FALSE,7.29,0.99,13.58024691,5.66145,8.91855,8.3,1.4,16.3,11.4,1.9,16.6
PH031423000,Region III,Bulacan,Santa Maria,FALSE,4.1,0.78,19.02439024,2.8169,5.3831,5.0,1.3,26.2,5.6,1.2,21.5
PH031424000,Region III,Bulacan,Dona Remedios Trinidad,FALSE,24.6,3.3,13.41463415,19.1715,30.0285,35.2,5.4,15.4,48.3,7.2,15.0
PH034901000,Region III,Nueva Ecija,Allaga,FALSE,18.99,1.87,9.847288046,15.91385,22.06615,25.4,3.6,14.2,30.5,4.0,13.1
PH034902000,Region III,Nueva Ecija,Bongabon,FALSE,16.49,1.52,9.217707702,13.9896,18.9904,21.7,2.8,13.0,29.5,2.8,9.3
PH034903000,Region III,Nueva Ecija,Cabanatuan City,FALSE,10.6,0.89,8.396226415,9.13595,12.06405,10.9,1.1,9.9,12.2,1.2,9.8
PH034904000,Region III,Nueva Ecija,Cabiao,FALSE,15.22,1.96,12.87779238,11.9958,18.4442,15.2,2.5,16.4,17.2,2.7,15.7
PH034905000,Region III,Nueva Ecija,Carranglan,FALSE,28.76,2.31,8.031988873,24.96005,32.55995,32.3,4.0,12.4,38.4,4.4,11.5
PH034906000,Region III,Nueva Ecija,Cuyapo,FALSE,21.31,1.57,7.36743313,18.72735,23.89265,27.2,2.4,8.9,26.1,2.5,9.4
PH034907000,Region III,Nueva Ecija,Gabaldon,FALSE,24.14,1.97,8.16072908,20.89935,27.38065,29.2,3.4,11.6,32.4,3.9,12.1
